starters,positions
RomoTo00,QB
MurrDe00,RB
WillTe01,WR
BryaDe01,WR
WittJa00,TE
HannJa00,TE
SmitTy00,LT
LearRo00,LG
FredTr00,C
MartZa00,RG
FreeDo20,RT
CrawTy00,LDE
SelvGe99,LDE
HaydNi99,DT
MincJe99,RDE
McClRo00,MLB
DuraJu99,WLB
CarrBr99,LCB
MoorSt00,CB
ScanOr99,RCB
ChurBa99,SS
WilcJ.00,FS
