starters,positions
BrisJa00,QB
TurbRo00,RB
GoreFr00,RB
AikeKa00,WR
HiltT.00,WR
DoylJa00,TE
CastAn00,LT
VujnJe00,LG
BondDe01,C
MewhJa00,RG
HaegJo00,RT
AndeHe00,DE
HankJo00,DT
WoodAl99,NT
BostJo00,WILL
SimoJo01,SLB
MorrAn01,MIKE
SheaJa00,LB
MelvRa00,LCB
DesiPi00,RCB
FarlMa00,SS
HookMa00,FS
