starters,positions
BatcCh00,QB
SandBa00,RB
VardTo00,FB
MoorHe00,WR
MortJo00,WR
RasbWa00,TE
RobeRa20,LT
CompMi20,LG
PyneJi20,C
SempTo20,RG
TharLa20,RT
PorcRo00,LDE
OwenDa20,LDT
ElliLu00,RDT
WaldKe20,RDE
FredRo20,LLB
BoydSt00,MLB
AldrAl21,RLB
WestBr20,LCB
FairTe20,RCB
RiceRo21,SS
CarrMa01,FS
