starters,positions
KennBi00,QB
PalmPa00,RB
OkoyCh00,FB
CarsCa00,WR
PaigSt00,WR
HayeJo00,TE
EatmIr20,LT
BaldRi20,LG
BaugTo20,C
AdicMa20,RG
LutzDa20,RT
SmitNe00,LDE
BaldGa20,NT
StenMi20,RDE
SnipAn20,LOLB
HackDi00,LILB
DelxJa00,RILB
CofiTi20,ROLB
LewiAl00,LCB
RossKe00,RCB
PortKe21,SS
CherDe00,FS
