starters,positions
SmitAl03,QB
WestCh01,RB
MaclJe00,WR
WilsAl02,WR
AvanJa00,WR
KelcTr00,TE
FishEr00,LT
FultZa00,LG
MorsMi00,C
DuveLa00,RG
ReidJa00,RT
BailAl00,LDE
PoexDo00,NT
HowaJa00,RDE
FordDe00,LOLB
MaugJo00,LILB
JohnDe25,RILB
HaliTa20,ROLB
PeteMa00,LCB
SmitSe99,RCB
ParkRo01,SS
BerrEr99,FS
