starters,positions
AikmTr00,QB
SmitEm00,RB
ThomRo02,FB
BjorEr00,WR
LuckMi00,WR
LaFlDa00,TE
AdamFl00,LT
AlleLa00,LG
StepMa00,C
McIvEv20,RG
WillEr01,RT
PittKa20,DE
ElliGr20,DE
HennCh20,DT
SpelAl20,DT
HambDa20,SLB
GodfRa20,MLB
CoakDe00,WLB
SmitKe26,LCB
SandDe00,RCB
WoodDa01,SS
ReesIz20,FS
