starters,positions
DaltAn00,QB
MixoJo00,HB
GreeA.00,WR
MaloJo00,WR
LaFeBr00,WR
KrofTy00,TE
OgbuCe00,LT
BoliCl00,LG
BodiRu00,C
HopkTr01,RG
SmitAn23,RT
DunlCa99,LDE
AtkiGe99,DT
BillAn00,NT
JohnMi98,RDE
VigiNi00,SLB
ReyxVi00,MLB
BurfVo00,WLB
KirkDr00,LCB
DennDa00,RCB
WillSh02,SS
IlokGe00,FS
