starters,positions
WeinCh00,QB
HuntRi00,RB
HoovBr00,FB
MuhaMu00,WR
WallWe00,TE
MangKr00,TE
SteuTo00,LT
NesbJa20,LG
MitcJe20,C
JordLe20,RG
TerrCh20,RT
GilbSe00,LDE
BuckBr20,LDT
ChesLa20,RDT
RuckMi20,RDE
HemsNa20,SLB
TownLe20,MLB
WellDe20,WLB
AndeRa21,LCB
EvanDo21,RCB
MintMi21,SS
GranDe21,FS
