starters,positions
FavrBr00,QB
GreeAh00,RB
HendWi00,FB
JennGr00,WR
DrivDo00,WR
FranBu00,TE
ClifCh20,LT
CollDa20,LG
WellSc20,C
SpitJa20,RG
MollTo20,RT
KampAa99,LDE
WillCo21,LDT
PickRy20,RDT
GbajKa20,RDE
HawkA.20,WILL
BarnNi20,MIKE
PoppBr20,SAM
WoodCh00,LCB
HarrAl21,RCB
ManuMa20,SS
CollNi20,FS
