starters,positions
TrudJa00,QB
HuntIv00,RB
DickEr00,RB
BrooBi00,WR
BeacPa00,TE
BoyeMa00,TE
BaldBr20,LT
DixoRa20,LG
DonaRa00,C
UttxBe20,RG
CallKe20,RT
ThomDo25,LDE
ArmsHa20,NT
HandJo20,RDE
BankCh01,LOLB
HerrJe20,LILB
YounFr00,RILB
BickDu00,ROLB
BaylJo21,LCB
DaniEu20,RCB
BallMi20,SS
PrioMi20,FS
