starters,positions
McCoCo00,QB
HillPe00,RB
MareOw00,FB
CribJo01,WR
MassMo00,WR
WatsBe00,TE
ThomJo28,LT
PinkJa00,LG
MackAl20,C
LauvSh20,RG
HickAr20,RT
SheaJa00,LDE
RubiAh99,DT
TaylPh00,DT
MitcJa20,RDE
FujiSc20,SLB
JackDQ20,MLB
GocoCh99,WLB
HadeJo99,LCB
BrowSh20,RCB
WardT.99,SS
AdamMi21,FS
