starters,positions
RomoTo00,QB
McFaDa00,RB
ClutTy00,FB
BryaDe01,WR
EscoGa00,TE
WittJa00,TE
SmitTy00,LT
CollLa01,LG
FredTr00,C
MartZa00,RG
FreeDo20,RT
LawrDe00,LDE
CrawTy00,DT
HaydNi99,DT
HardGr99,RDE
McClRo00,MLB
LeexSe99,WLB
CarrBr99,LCB
PatmTy00,CB
JoneBy00,RCB
ChurBa99,SS
WilcJ.00,FS
