starters,positions
GlenMi00,QB
RobiJa00,RB
ColeKe00,WR
ShenLa00,WR
ElleBe00,TE
SaubEr00,TE
CannA.00,OL
TaylJa02,OL
ShatTy00,OL
RobiCa00,OL
LindBr00,OL
SmooDa00,DL
GotsAd00,DE
HamiDa02,DT
CostDo00,DT
JackMy00,LB
SchoJo00,LB
CorrKa00,LB
HernTr00,CB
BarcLu00,CB
WilsJa00,S
WingAn01,S
