starters,positions
PlumJa00,QB
DrouRe00,RB
SmitRo01,WR
LeliAs00,WR
CarsDw00,TE
PutzJe00,TE
LepsMa20,LT
HamiBe20,LG
NaleTo00,C
CarlCo20,RG
FostGe20,RT
ColeMa00,LDE
FataMa20,LDT
PopeMo20,RDT
HaywRe20,RDE
WillD.20,LOLB
WilsAl00,MLB
SpraDo20,ROLB
BailCh00,LCB
HernKe20,RCB
KennKe21,SS
LyncJo00,FS
