starters,positions
SchaMa00,QB
FostAr00,RB
CaseJa00,FB
WaltKe00,WR
JohnAn02,WR
DaniOw00,TE
BrowDu20,LT
SmitWa21,LG
MyerCh20,C
CaldAn20,RG
NewtDe00,RT
WattJ.00,DE
SmitAn22,DE
CodySh20,NT
DobbTi20,ILB
ReedBr00,SLB
JameBr20,MLB
CushBr99,MLB
BarwCo99,WLB
JoseJo20,RCB
MannDa21,SS
QuinGl99,FS
