starters,positions
AndeDe00,QB
LewiJa00,RB
VickLa00,FB
EdwaBr00,WR
StalDo00,WR
HeidSt00,TE
ThomJo28,LT
SteiEr20,LG
FralHa20,C
HadnRe20,RG
ShafKe20,RT
WillCo21,LDE
RogeSh99,NT
LeonLo99,RDE
McGiWi00,LOLB
DaviAn20,MLB
JackDQ20,WLB
WimbKa20,ROLB
WrigEr99,LCB
McDoBr99,RCB
JoneSe20,SS
PoolBr20,FS
