starters,positions
StafMa00,QB
WashDw00,RB
BoldAn00,WR
JoneMa02,WR
TateGo00,WR
EbroEr00,TE
DeckTa00,LT
TomlLa01,LG
GlasGr00,C
WarfLa00,RG
ReifRi00,RT
AnsaEz00,DE
TaylDe00,DE
RobiAS00,DT
NgatHa20,DT
ByneJo00,OLB
WhitTa00,MLB
SlayDa00,CB
LawsNe00,CB
QuinGl99,FS
BushRa00,FS
WilsTa00,FS
