starters,positions
MortJo00,Z
GreeTr00,QB
HolmPr00,RB
RichTo00,FB
BabeBi00,TE
GonzTo00,TE
RoafWi00,LT
WateBr55,LG
WiegCa20,C
ShieWi00,RG
TaitJo20,RT
StilGa00,LDE
BrowJo24,LDT
RansDe20,NT
ClemDu20,RDE
BushLe20,LOLB
CadrGl20,MLB
MaslMi20,ROLB
WarfEr20,LCB
BartWi20,RCB
WeslGr20,SS
BelsJa20,FS
