starters,positions
HebeBo00,QB
PegrEr00,RB
RisoAn00,WR
PritMi00,WR
HaynMi00,WR
HillDr00,WR
KennMi00,LT
KennLi00,LG
DukeJa20,C
HintCh00,RG
WhitBo23,RT
GannMi20,LDE
HoltPi00,LDT
GardMo20,RDT
SoloJe20,LLB
TuggJe00,MLB
ConnDa20,RLB
GreeTi20,LB
JenkMe20,LCB
ClarVi20,RCB
HarpRo20,SS
CaseSc00,FS
