starters,positions
CoucTi00,QB
JackJa00,RB
SellMi00,HB
MorgQu00,WR
JohnKe01,WR
SantO.00,TE
ObenRo20,LT
VerbRo20,LG
WohlDa20,C
McKiJe20,RG
ChanRo21,RT
McKeKe20,LDE
WarrGe20,LDT
SmitMa20,DT
RogeTy20,RDE
MillJa01,SLB
RainWa20,MLB
RuddDw20,WLB
FullCo20,LCB
McCuDa22,RCB
LittEa20,SS
EllsPe20,FS
