starters,positions
HuarDa00,QB
JohnLa00,RB
WilsKr00,FB
BoweDw00,WR
ParkSa00,WR
GonzTo00,TE
McInDa20,LT
WateBr55,LG
WiegCa20,C
WelbJo20,RG
TerrCh20,RT
HaliTa20,LDE
EdwaRo20,LDT
BoonAl20,RDT
AlleJa22,RDE
JohnDe25,LOLB
EdwaDo20,ROLB
HarrNa20,LB
LawxTy00,LCB
SurtPa00,RCB
PollBe20,SS
PageJa20,FS
