starters,positions
AlleJo02,QB
SingDe00,RB
BeasCo00,WR
SandEm00,WR
DiggSt00,WR
KnoxDa00,TE
DawkDi00,T
BrowSp00,T
BoetIk00,G
WillDa06,G
MorsMi00,C
HughJe99,DE
RousGr00,DE
OlivEd00,DT
PhilHa00,DT
EdmuTr01,LB
MilaMa00,LB
JackDa02,CB
JohnTa01,CB
WallLe00,CB
HydeMi00,S
PoyeJo00,S
