starters,positions
VanPAl00,QB
BrysSh00,RB
CentLa00,FB
PricPe00,WR
MoulEr00,WR
RiemJa00,TE
FinaJo20,LT
BrowRu00,LG
ConaBi20,C
HulsCo20,RG
JennJo20,RT
HansPh20,LDE
LarsLe20,LDT
WillPa20,RDT
SchoAa99,RDE
NewmKe20,SLB
SpooBr20,MLB
ForeJa20,WLB
WinfAn20,LCB
ClemNa99,RCB
PrioPi20,SS
CarpKe20,FS
