starters,positions
FultZa00,C/G
SchaMa01,G/T
ReadD.00,DE/NT
WatsDe00,QB
JohnDu00,RB
StilKe00,WR
FullWi01,WR
HopkDe00,WR
FellDa01,TE
ClarCh21,T
TunsLa00,T
MartNi00,C
BlacAn00,DE
MercWh00,OLB
ScarBr00,OLB
McKiBe00,ILB
CunnZa00,ILB
JohnLo01,CB
RobyBr00,CB
ConlGa00,CB
ReidJu00,S
HargVe00,DB
