starters,positions
KittKu00,QB
DunnWa00,RB
GrifJu00,FB
FinnBr00,WR
PricPe00,WR
CrumAl00,TE
ShafKe20,LT
GarzRo20,LG
McClTo20,C
FornKy20,RG
WeinTo20,RT
KernPa99,LDE
JaspEd20,NT
SmitBr21,RDE
NewmKe20,OLB
StewMa21,OLB
DrafCh20,ILB
BrooKe00,ILB
BoldJu20,LCB
McBrTo20,RCB
ScotBr20,SS
HallCo21,FS
