starters,positions
RodgAa00,QB
MontTy01,RB
AdamDa01,WR
NelsJo00,WR
CobbRa00,WR
CookJa02,TE
BakhDa00,LT
TaylLa01,LG
LinsCo00,C
LangT.20,RG
BulaBr20,RT
DaniMi00,DT
GuioLe99,NT
PeppJu99,LOLB
MartBl01,ILB
RyanJa00,ILB
MattCl99,ROLB
GuntLa00,LCB
HydeMi00,CB
RandDa00,RCB
BurnMo99,SS
ClinHa00,FS
