starters,positions
FrerGu00,QB
AndeMi00,RB
GrifHo00,FB
SmitRo01,WR
McCaEd00,WR
CarsDw00,TE
JoneTo01,LT
FrieLe20,LG
NaleTo00,C
NeilDa21,RG
LepsMa20,RT
TanuMa20,LDE
TrayKe20,LDT
PrycTr00,RDT
PittKa20,RDE
MoblJo20,LOLB
WilsAl00,MLB
RomaBi00,ROLB
SpenJi21,LCB
BuckTe20,RCB
JenkBi20,SS
BrowEr21,FS
