starters,positions
HuarDa00,QB
JohnLa00,RB
WilsKr00,FB
BoweDw00,WR
ParkSa00,WR
GonzTo00,TE
McInDa20,LT
WateBr55,LG
WiegCa20,C
WelbJo20,RG
TurlKy20,RT
HaliTa20,LDE
EdwaRo20,LDT
BoonAl20,RDT
WilkJi20,RDE
JohnDe25,LOLB
EdwaDo20,ROLB
LawxTy00,LCB
BracTy99,CB
SurtPa00,RCB
PollBe20,SS
PageJa20,FS
