starters,positions
NewtCa00,QB
StewJo00,RB
SmitSt01,WR
LaFeBr00,WR
BarnGa01,TE
OlseGr00,TE
GrosJo20,LT
SilaAm00,LG
HangGe20,C
ByerJe00,RG
BellBy00,RT
HardGr99,LDE
EdwaDw20,DT
EdwaRo20,NT
JohnCh98,RDE
AndeJa21,SLB
KuecLu00,MLB
DaviTh20,WLB
MunnCa99,LCB
NormJo01,RCB
GodfCh99,SS
NakaHa99,FS
