starters,positions
DickLy00,QB
ElliGe00,RB
IverEd00,RB
EppsPh00,WR
LoftJa00,WR
CoffPa00,TE
SwanKa20,LT
MoraRi20,LG
CannMa20,C
HallRo20,RG
KochGr20,RT
CarrAl20,LDE
HumpDo20,NT
JohnEz00,RDE
AndeJo20,LOLB
ScotRa21,LILB
NoblBr21,RILB
DougMi20,ROLB
CadeMo20,LCB
LewiTi20,RCB
MurpMa01,SS
FlynTo20,FS
