starters,positions
PalmCa00,QB
JohnCh04,RB
NelsJJ00,WR
FitzLa00,WR
NiklTr00,TE
GresJe00,TE
VeldJa20,LT
IupaMi20,LG
SendLy20,C
CoopJo01,RG
MassBo00,RT
RuckFr99,DT
CampCa99,DT
GuntRo00,NT
GoldMa00,WILL
MintKe00,ILB
WoodLa99,SAM
BucaDe00,LB
PetePa00,LCB
BethJu00,RCB
JohnRa98,SS
MathTy00,FS
