starters,positions
StafMa00,QB
BushRe00,RB
DurhKr00,WR
JohnCa00,WR
PettBr00,TE
RossJe01,TE
ReifRi00,LT
SimsRo20,LG
RaioDo20,C
WarfLa00,RG
WaddLa01,RT
YounWi99,DE
TaylDe00,DE
SuhxNd99,DT
FairNi00,DT
LevyDe99,OLB
CareDo00,OLB
TullSt20,MLB
HousCh99,LCB
MathRa99,RCB
QuinGl99,SS
DelmLo99,FS
