starters,positions
BortBl00,QB
TodmJo00,RB
ShorCe00,WR
LeexMa00,WR
HurnAl01,WR
LewiMa00,TE
JoecLu00,LT
BeadZa20,LG
BowaLu00,C
LindBr00,RG
YounSa21,RT
ClemCh23,DE
JoneAb00,DT
MarkSe99,DT
BryaRe99,RDE
SmitTe01,OLB
ThomJ.02,MLB
McCrDe00,LCB
GratDw00,RCB
CyprJo00,SS
EvanJo00,FS
ColvAa00,DB
