starters,positions
MayfBa00,QB
ChubNi00,RB
BeckOd00,WR
PeopDo00,WR
LandJa00,WR
HoopAu00,TE
ConkJa00,T
WillJe04,T
BitoJo00,G
TellWy00,G
TretJC00,C
VernOl00,DE
GarrMy00,DE
OgunLa00,DT
RichSh00,DT
TakiSi00,LB
GoodB.00,LB
MitcTe00,CB
ThomTa01,CB
WardDe02,CB
JoseKa00,S
SendAn00,S
