starters,positions
WentCa00,QB
TaylJo02,RB
PascZa00,WR
PittMi01,WR
DoylJa00,TE
AlieMo00,TE
FishEr00,T
PryoMa00,T
GlowMa00,G
NelsQu00,G
KellRy00,C
MuhaAl00,DE
PayeKw00,DE
BuckDe00,DT
StewGr00,DT
OkerBo00,LB
LeonDa00,LB
FranZa00,LB
RhodXa00,CB
MoorKe03,CB
SendAn00,FS
WillKh00,S
