starters,positions
TrubMi00,QB
CoheTa00,RB
RobiAl02,WR
PattCo00,WR
GabrTa00,WR
BurtTr01,TE
WhitCo03,OL
LucaCo01,OL
LongKy00,OL
LenoCh00,OL
DaniJa01,OL
RobeRo00,DE
HickAk00,DT
GoldEd00,NT
MackKh00,LB
FloyLe00,LB
SmitRo07,LB
TrevDa00,LB
JackEd01,DB
FullKy00,DB
ClinHa00,DB
AmukPr00,DB
