starters,positions
BrunMa00,QB
TaylFr00,RB
ShelDa00,FB
SmitJi00,WR
McCaKe00,WR
BradKy00,TE
BoseTo00,LT
MeesBr20,LG
SmitJe21,C
StaiBr20,RG
FordTo20,RT
WynnRe20,LDE
WalkGa00,LDT
PaynSe20,RDT
BracTo00,RDE
HardKe00,SLB
BoyeBr20,WLB
BryaFe20,LCB
BeasAa20,RCB
DariDo20,SS
StewRa21,FS
LogaMi20,DB
