starters,positions
FavrBr00,QB
GreeAh00,HB
ChatAn00,WR
DrivDo00,WR
FergRo00,WR
WalkJa00,WR
ClifCh20,LT
KlemAd20,LG
FlanMi00,C
WhitWi25,RG
TausMa20,RT
KampAa99,LDE
JackGr20,LDT
JenkCu20,RDT
GbajKa20,RDE
LenoPa20,SLB
BarnNi20,MLB
ThomRo20,WLB
CarrAh20,LCB
HarrAl21,RCB
RomaMa20,SS
CollNi20,FS
