starters,positions
MurrKy00,QB
DrakKe00,RB
ArnoDa00,WR
KirkCh01,WR
FitzLa00,WR
HopkDe00,WR
PughJu00,T
SweeJ.00,T
HumpD.00,T
BeacKe00,G
ColeMa02,C
JoneCh03,DE
PeteCo00,DT
PhilJo01,DT
HickJo00,LB
KennDe00,LB
CampDe00,LB
SimmIs00,LB
ThomJa04,DB
PetePa00,DB
MurpBy00,DB
BakeBu00,DB
