starters,positions
StafMa00,QB
JohnKe06,RB
HallMa02,WR
JoneMa02,WR
HockTJ00,TE
JameJe00,TE
AbouOd00,OL
CrosTy00,OL
RagnFr00,OL
JackJo03,OL
DeckTa00,T
HandDa00,DL
FlowTr00,DE
ShelDa01,DT
TavaJa00,LB
JoneCh05,LB
DaviJa01,LB
CollJa00,LB
OkudJe00,CB
OruwAm00,CB
HarrWi02,S
HarmDu00,S
