starters,positions
MannPe00,QB
JameEd00,RB
WaynRe00,WR
HarrMa00,WR
StokBr00,WR
PollMa00,TE
GlenTa99,LT
DeMuRi20,LG
SatuJe55,C
PekoTu20,RG
DiemRy20,RT
BrocRa20,LDE
TripLa20,LDT
ReagMo20,RDT
BratCh20,RDE
WashMa99,SLB
MorrRo20,MLB
ThorDa20,WLB
MackDa20,LCB
HarpNi20,RCB
StriDo20,SS
BashId20,FS
