starters,positions
SiemTr00,QB
AndeC.00,RB
ThomDe03,WR
SandEm00,WR
LatiCo00,WR
GreeVi00,TE
BollGa00,LT
GarcMa00,LG
ParaMa00,C
McGoCo00,RG
StepDo00,RT
HarrSh00,DE
GotsAd00,DE
MarsBr01,ILB
DaviTo01,ILB
RayxSh00,SLB
MillVo00,WLB
RobyBr00,LCB
HarrCh01,RCB
StewDa00,FS
SimmJu00,S
ParkWi01,DB
