starters,positions
TestVi00,QB
MetcEr00,RB
HoarLe00,FB
AlexDe00,WR
SmitRi00,WR
KincBr00,TE
JoneTo01,LT
WillWa20,LG
EverSt20,C
DahlBo20,RG
WillGe20,RT
BurnRo00,LDE
JoneJa20,LDT
PerrMi00,RDT
PleaAn20,RDE
BankCa00,LLB
JohnPe01,MLB
StamFr20,RLB
LangAn20,LCB
GrifDo21,RCB
MoorSt21,SS
TurnEr00,FS
