starters,positions
TrubMi00,QB
MontDa01,RB
WimsJa00,WR
RobiAl02,WR
GrahJi00,TE
HoltJ.01,TE
MassBo00,OL
WhitCo03,OL
DaniJa01,OL
LenoCh00,OL
IfedGe00,OL
MingBa00,DE
NichBi00,DT
HickAk00,DT
MackKh00,LB
RobeRo00,LB
SmitRo07,LB
TrevDa00,LB
JohnJa13,DB
JackEd01,DB
GipsTa00,DB
FullKy00,DB
