starters,positions
StouCl00,QB
MitcSt00,RB
FerrEa00,FB
SmitJT00,WR
GreeRo01,WR
AwalRo00,TE
SharLu00,LT
PeatTo20,LG
KennDe20,C
SmitLa20,RG
RobbTo20,RT
GallDa21,LDE
ClasBo20,LDT
AlvoSt20,RDT
NunnFr20,RDE
BellAn20,LLB
NogaNi20,MLB
JuniE.00,RLB
CartCa20,LCB
MackCe20,RCB
McDoTi00,SS
YounLo20,FS
