starters,positions
LosmJ.00,QB
LyncMa00,RB
EvanLe00,WR
PricPe00,WR
EverKe00,TE
RoyaRo00,TE
PeteJa21,LT
DockDe20,LG
FowlMe20,C
ButlBr20,RG
WalkLa20,RT
KelsCh21,LDE
TripLa20,LDT
WillKy20,RDT
SchoAa99,RDE
WireCo20,SLB
PoluPa99,MLB
CrowAn20,WLB
WebsJa20,LCB
McGeTe99,RCB
WhitDo20,SS
SimpKo20,FS
