starters,positions
PresDa01,QB
ElliEz00,RB
CoopAm00,WR
GallMi00,WR
SchuDa00,TE
JarwBl00,TE
FlemCa00,LT
Sua-Xa00,LG
LoonJo01,C
MartZa00,RG
CollLa01,RT
CrawTy00,DE
LawrDe00,DE
WoodAn02,DT
CollMa00,DT
SmitJa05,MLB
VandLe00,WLB
BrowAn02,CB
JoneBy00,CB
AwuzCh00,CB
HeatJe00,SS
WoodXa00,FS
