starters,positions
FavrBr00,QB
HendWi00,RB
GreeAh00,FB
DrivDo00,WR
FergRo00,WR
FranBu00,TE
ClifCh20,LT
WahlMi55,LG
FlanMi00,C
RiveMa01,RG
TausMa20,RT
KampAa99,LDE
JackGr20,NT
GbajKa20,RDE
LenoPa20,OLB
NaviHa20,OLB
DiggNa20,ILB
BarnNi20,ILB
HawtMi20,LCB
HarrAl21,RCB
RomaMa20,SS
SharDa00,FS
