starters,positions
RodgAa00,QB
LacyEd00,RB
AdamDa01,WR
CobbRa00,WR
NelsJo00,WR
CookJa02,TE
BakhDa00,LT
TaylLa01,LG
TretJC00,C
LangT.20,RG
BulaBr20,RT
DaniMi00,DT
GuioLe99,NT
MattCl99,LOLB
MartBl01,ILB
RyanJa00,ILB
PerrNi00,ROLB
RandDa00,LCB
GuntLa00,CB
RollQu00,RCB
BurnMo99,SS
ClinHa00,FS
