starters,positions
WaltDa20,QB
RomaDa20,RB
LogaMa00,RB
McClDa22,RB
BrowKe20,WR
MeehGr20,WR
RileBo20,LT
TiggMa20,LG
ManoSa20,C
PoexBi20,RG
CuppKe20,RT
EdwaEd20,LDE
BertBi20,NT
FearWi20,RDE
FlahTo20,LOLB
SellLa20,LILB
InglTi20,RILB
WillRe20,ROLB
SmitDa23,LCB
HuntGa20,RCB
JohnMa23,SS
BarbCh20,FS
