starters,positions
McMaJi00,QB
SuheMa00,RB
PaytWa00,RB
GaulWi00,WR
MorrRo00,WR
MoorEm00,TE
CoveJi00,LT
BortMa00,LG
HilgJa00,C
ThayTo20,RG
VanHKe20,RT
HarrAl20,LDE
McMiSt00,LDT
HampDa01,RDE
DentRi00,RDE
RiveRo20,LLB
SingMi00,MLB
MarsWi00,RLB
DougMa21,LCB
JackVe20,RCB
DuerDa00,SS
FencGa00,FS
