starters,positions
VickMi00,QB
DunnWa00,RB
GrifJu00,FB
WhitDe00,WR
PricPe00,WR
CrumAl00,TE
ShafKe20,LT
GarzRo20,LG
McClTo20,C
FornKy20,RG
WeinTo20,RT
KernPa99,LDE
ColeRo99,LDT
JaspEd20,RDT
SmitBr21,RDE
BrooKe00,OLB
StewMa21,OLB
DrafCh20,MLB
HallDe99,LCB
MathKe20,RCB
ScotBr20,SS
HallCo21,FS
