starters,positions
GrieBr00,QB
GaryOl00,RB
CartTo00,FB
SmitRo01,WR
PoolKe00,WR
CarsDw00,TE
TeagTr20,LT
HernSt20,LG
NaleTo00,C
NeilDa21,RG
LepsMa20,RT
WashKe20,LDE
McGlCh00,LDT
PrycTr00,RDT
PittKa20,RDE
RomaBi00,SLB
WilsAl00,MLB
MoblJo20,WLB
ONeaDe00,LCB
WalkDe20,RCB
KennKe21,SS
BrowEr21,FS
