starters,positions
LongCh00,QB
BernKa00,RB
JoneJa00,FB
ChadJe00,WR
MandPe00,WR
KabxVy00,TE
BrowLo00,LT
BarrSc20,LG
MottSt20,C
GlovKe00,RG
SaleHa20,RT
WillEr21,LDE
BallJe00,NT
FergKe20,RDE
WillJi21,LOLB
RobiSh20,LILB
GibsDe20,RILB
CofeMi00,ROLB
GallDu20,LCB
McNoBr20,RCB
GrifJa20,SS
CherRa20,FS
