starters,positions
CollAu00,H-B
PainCu00,QB
AddaJo00,RB
WaynRe00,WR
GarcPi00,WR
ClarDa00,TE
CastAn00,LT
ReitJo00,LG
SatuJe55,C
PollMi20,RG
LinkJe20,RT
MathRo20,LDE
FostEr20,LDT
JohnAn03,RDT
FreeDw00,RDE
WheePh99,OLB
ConnKa99,OLB
AngePa99,MLB
JohnTe01,LCB
PoweJe99,RCB
CaldDa00,SS
BethAn20,FS
