starters,positions
FavrBr00,QB
LeveDo00,RB
FreeAn00,WR
BradCo00,WR
SchrBi00,WR
FranBu00,TE
ClifCh20,LT
VerbRo20,LG
WintFr00,C
RiveMa01,RG
TausMa20,RT
HuntCl20,LDE
DotsSa20,DT
MaryRu00,NT
ThieJo20,RDE
DiggNa20,SLB
HarrBe20,MLB
WillBr24,WLB
McKeMi20,LCB
WillTy20,RCB
ButlLe00,SS
SharDa00,FS
