starters,positions
GarrDa00,QB
TaylFr00,RB
JoneGr01,FB
NortDe00,WR
WilfEr00,WR
LewiMa00,TE
BarnKh20,LT
ManuVi20,LG
NormDe20,C
NaeoCh20,RG
PashTo20,RT
HaywRe20,DE
SpicPa20,DE
MeieRo20,DT
StroMa01,DT
SmitDa24,OLB
DuraJu99,OLB
PeteMi20,MLB
MathRa99,LCB
WillBr22,RCB
KnigSa00,SS
NelsRe99,FS
