starters,positions
KosaBe00,QB
SmitEm00,RB
JohnDa00,FB
HarpAl00,WR
IrviMi00,WR
NovaJa00,TE
TuinMa00,LT
NewtNa00,LG
StepMa00,C
GogaKe00,RG
WillEr01,RT
TolbTo00,LDE
CasiTo20,LDT
MaryRu00,RDT
HaleCh00,RDE
NortKe00,LLB
SmitDa22,RLB
SmitKe26,LCB
BrowLa22,RCB
WoodDa01,SS
EverTh00,FS
GantKe20,DB
