key,opp_abbr,wy,p_id,isHome,careerStarts,careerGamesPlayedIn,isRookie,age,pastSeasonStarts,pastSeasonGamesPlayedIn,pastSeasonPasserRating,pastSeason4thComebacks,pastSeasonGameWinningDrives,pastSeasonAwards
ATL-198511240chi,CHI,12 | 1985,ArchDa00,0,0,2,0,23,0,2,90.3,0,0,0
CLE-198511240cle,CIN,12 | 1985,DaniGa00,1,50,71,0,34,14,15,83.1,1,3,0
CIN-198511240cle,CLE,12 | 1985,SchoTu00,0,6,23,0,28,3,8,77.8,1,2,0
MIN-198511240min,NOR,12 | 1985,KramTo00,1,66,70,0,30,9,9,70.6,0,0,0
NOR-198511240min,MIN,12 | 1985,HebeBo00,0,0,0,1,25,0,0,0.0,0,0,0
NYJ-198511240nyj,NWE,12 | 1985,OBriKe00,1,5,10,0,25,5,10,74.0,1,1,0
NWE-198511240nyj,NYJ,12 | 1985,EasoTo00,0,17,32,0,26,13,16,93.4,4,4,0
OTI-198511240oti,SDG,12 | 1985,LuckOl00,1,6,11,0,25,0,4,89.6,0,0,0
SDG-198511240oti,OTI,12 | 1985,FoutDa00,0,94,95,0,34,13,13,83.4,1,1,0
PIT-198511240pit,WAS,12 | 1985,CampSc00,1,0,5,0,23,0,5,71.2,0,0,0
WAS-198511240pit,PIT,12 | 1985,SchrJa00,0,0,0,1,24,0,0,0.0,0,0,0
TAM-198511240tam,DET,12 | 1985,YounSt00,1,0,0,1,24,0,0,0.0,0,0,0
DET-198511240tam,TAM,12 | 1985,HippEr00,0,31,49,0,28,1,8,62.0,0,0,0
CRD-198511240crd,NYG,12 | 1985,BrunSc00,1,30,57,0,28,0,0,0.0,0,0,0
NYG-198511240crd,CRD,12 | 1985,SimmPh00,0,50,53,0,30,16,16,78.1,1,1,0
DAL-198511240dal,PHI,12 | 1985,WhitDa01,1,63,103,0,33,6,14,71.5,1,2,0
PHI-198511240dal,DAL,12 | 1985,JawoRo00,0,102,102,0,34,13,13,73.5,2,2,0
KAN-198511240kan,CLT,12 | 1985,BlacTo00,1,8,15,0,24,8,11,59.2,1,1,0
CLT-198511240kan,KAN,12 | 1985,PageMi00,0,33,35,0,25,9,11,71.8,1,2,0
RAI-198511240rai,DEN,12 | 1985,WilsMa00,1,22,49,0,28,10,16,71.7,2,3,0
DEN-198511240rai,RAI,12 | 1985,ElwaJo00,0,24,26,0,25,14,15,76.8,2,2,0
RAM-198511240ram,GNB,12 | 1985,BrocDi00,1,0,0,1,34,0,0,0.0,0,0,0
GNB-198511240ram,RAM,12 | 1985,DickLy00,0,72,74,0,36,15,15,85.6,1,1,0
SFO-198511250sfo,SEA,12 | 1985,MontJo01,1,64,88,0,29,15,16,102.9,2,2,1
SEA-198511250sfo,SFO,12 | 1985,KrieDa00,0,29,36,0,27,16,16,83.3,1,2,1
DET-198511280det,NYJ,13 | 1985,HippEr00,1,31,49,0,28,1,8,62.0,0,0,0
NYJ-198511280det,DET,13 | 1985,OBriKe00,0,5,10,0,25,5,10,74.0,1,1,0
DAL-198511280dal,CRD,13 | 1985,WhitDa01,1,63,103,0,33,6,14,71.5,1,2,0
CRD-198511280dal,DAL,13 | 1985,LomaNe00,0,45,52,0,26,16,16,92.5,3,4,1
CIN-198512010cin,OTI,13 | 1985,EsiaBo00,1,4,10,0,24,4,10,62.9,1,1,0
OTI-198512010cin,CIN,13 | 1985,LuckOl00,0,6,11,0,25,0,4,89.6,0,0,0
CLT-198512010clt,NWE,13 | 1985,PageMi00,1,33,35,0,25,9,11,71.8,1,2,0
NWE-198512010clt,CLT,13 | 1985,EasoTo00,0,17,32,0,26,13,16,93.4,4,4,0
GNB-198512010gnb,TAM,13 | 1985,DickLy00,1,72,74,0,36,15,15,85.6,1,1,0
TAM-198512010gnb,GNB,13 | 1985,YounSt00,0,0,0,1,24,0,0,0.0,0,0,0
NOR-198512010nor,RAM,13 | 1985,HebeBo00,1,0,0,1,25,0,0,0.0,0,0,0
RAM-198512010nor,NOR,13 | 1985,BrocDi00,0,0,0,1,34,0,0,0.0,0,0,0
NYG-198512010nyg,CLE,13 | 1985,SimmPh00,1,50,53,0,30,16,16,78.1,1,1,0
CLE-198512010nyg,NYG,13 | 1985,DaniGa00,0,50,71,0,34,14,15,83.1,1,3,0
PHI-198512010phi,MIN,13 | 1985,JawoRo00,1,102,102,0,34,13,13,73.5,2,2,0
MIN-198512010phi,PHI,13 | 1985,WilsWa00,0,6,12,0,26,5,8,52.5,0,1,0
PIT-198512010pit,DEN,13 | 1985,WoodDa00,1,47,49,0,27,7,7,79.9,0,0,0
DEN-198512010pit,PIT,13 | 1985,ElwaJo00,0,24,26,0,25,14,15,76.8,2,2,0
ATL-198512010atl,RAI,13 | 1985,ArchDa00,1,0,2,0,23,0,2,90.3,0,0,0
RAI-198512010atl,ATL,13 | 1985,WilsMa00,0,22,49,0,28,10,16,71.7,2,3,0
SDG-198512010sdg,BUF,13 | 1985,FoutDa00,1,94,95,0,34,13,13,83.4,1,1,0
BUF-198512010sdg,SDG,13 | 1985,MathBr00,0,0,1,0,26,0,0,0.0,0,0,0
SEA-198512010sea,KAN,13 | 1985,KrieDa00,1,29,36,0,27,16,16,83.3,1,2,1
KAN-198512010sea,SEA,13 | 1985,BlacTo00,0,8,15,0,24,8,11,59.2,1,1,0
WAS-198512010was,SFO,13 | 1985,SchrJa00,1,0,0,1,24,0,0,0.0,0,0,0
SFO-198512010was,WAS,13 | 1985,MontJo01,0,64,88,0,29,15,16,102.9,2,2,1
MIA-198512020mia,CHI,13 | 1985,MariDa00,1,25,27,0,24,16,16,108.9,2,3,2
CHI-198512020mia,MIA,13 | 1985,FullSt00,0,35,58,0,28,4,6,103.3,1,1,0
BUF-198512080buf,NYJ,14 | 1985,MathBr00,1,0,1,0,26,0,0,0.0,0,0,0
NYJ-198512080buf,BUF,14 | 1985,OBriKe00,0,5,10,0,25,5,10,74.0,1,1,0
CHI-198512080chi,CLT,14 | 1985,McMaJi00,1,29,31,0,26,9,9,97.8,0,0,0
CLT-198512080chi,CHI,14 | 1985,PageMi00,0,33,35,0,25,9,11,71.8,1,2,0
CIN-198512080cin,DAL,14 | 1985,EsiaBo00,1,4,10,0,24,4,10,62.9,1,1,0
DAL-198512080cin,CIN,14 | 1985,WhitDa01,0,63,103,0,33,6,14,71.5,1,2,0
CRD-198512080crd,NOR,14 | 1985,LomaNe00,1,45,52,0,26,16,16,92.5,3,4,1
NOR-198512080crd,CRD,14 | 1985,HebeBo00,0,0,0,1,25,0,0,0.0,0,0,0
GNB-198512080gnb,MIA,14 | 1985,ZornJi00,1,76,102,0,32,0,16,16.4,0,0,0
MIA-198512080gnb,GNB,14 | 1985,MariDa00,0,25,27,0,24,16,16,108.9,2,3,2
KAN-198512080kan,ATL,14 | 1985,BlacTo00,1,8,15,0,24,8,11,59.2,1,1,0
ATL-198512080kan,KAN,14 | 1985,ArchDa00,0,0,2,0,23,0,2,90.3,0,0,0
NWE-198512080nwe,DET,14 | 1985,EasoTo00,1,17,32,0,26,13,16,93.4,4,4,0
DET-198512080nwe,NWE,14 | 1985,HippEr00,0,31,49,0,28,1,8,62.0,0,0,0
PHI-198512080phi,WAS,14 | 1985,JawoRo00,1,102,102,0,34,13,13,73.5,2,2,0
WAS-198512080phi,PHI,14 | 1985,SchrJa00,0,0,0,1,24,0,0,0.0,0,0,0
DEN-198512080den,RAI,14 | 1985,ElwaJo00,1,24,26,0,25,14,15,76.8,2,2,0
RAI-198512080den,DEN,14 | 1985,WilsMa00,0,22,49,0,28,10,16,71.7,2,3,0
MIN-198512080min,TAM,14 | 1985,KramTo00,1,66,70,0,30,9,9,70.6,0,0,0
TAM-198512080min,MIN,14 | 1985,YounSt00,0,0,0,1,24,0,0,0.0,0,0,0
OTI-198512080oti,NYG,14 | 1985,MoonWa00,1,16,16,0,29,16,16,76.9,1,2,0
NYG-198512080oti,OTI,14 | 1985,SimmPh00,0,50,53,0,30,16,16,78.1,1,1,0
SEA-198512080sea,CLE,14 | 1985,KrieDa00,1,29,36,0,27,16,16,83.3,1,2,1
CLE-198512080sea,SEA,14 | 1985,KosaBe00,0,0,0,1,22,0,0,0.0,0,0,0
SDG-198512080sdg,PIT,14 | 1985,FoutDa00,1,94,95,0,34,13,13,83.4,1,1,0
PIT-198512080sdg,SDG,14 | 1985,WoodDa00,0,47,49,0,27,7,7,79.9,0,0,0
SFO-198512090sfo,RAM,14 | 1985,MontJo01,1,64,88,0,29,15,16,102.9,2,2,1
RAM-198512090sfo,SFO,14 | 1985,BrocDi00,0,0,0,1,34,0,0,0.0,0,0,0
NYJ-198512140nyj,CHI,15 | 1985,OBriKe00,1,5,10,0,25,5,10,74.0,1,1,0
CHI-198512140nyj,NYJ,15 | 1985,McMaJi00,0,29,31,0,26,9,9,97.8,0,0,0
DEN-198512140den,KAN,15 | 1985,ElwaJo00,1,24,26,0,25,14,15,76.8,2,2,0
KAN-198512140den,DEN,15 | 1985,BlacTo00,0,8,15,0,24,8,11,59.2,1,1,0
ATL-198512150atl,MIN,15 | 1985,ArchDa00,1,0,2,0,23,0,2,90.3,0,0,0
MIN-198512150atl,ATL,15 | 1985,KramTo00,0,66,70,0,30,9,9,70.6,0,0,0
CLE-198512150cle,OTI,15 | 1985,KosaBe00,1,0,0,1,22,0,0,0.0,0,0,0
OTI-198512150cle,CLE,15 | 1985,MoonWa00,0,16,16,0,29,16,16,76.9,1,2,0
DAL-198512150dal,NYG,15 | 1985,WhitDa01,1,63,103,0,33,6,14,71.5,1,2,0
NYG-198512150dal,DAL,15 | 1985,SimmPh00,0,50,53,0,30,16,16,78.1,1,1,0
DET-198512150det,GNB,15 | 1985,HippEr00,1,31,49,0,28,1,8,62.0,0,0,0
GNB-198512150det,DET,15 | 1985,ZornJi00,0,76,102,0,32,0,16,16.4,0,0,0
NOR-198512150nor,SFO,15 | 1985,HebeBo00,1,0,0,1,25,0,0,0.0,0,0,0
SFO-198512150nor,NOR,15 | 1985,MontJo01,0,64,88,0,29,15,16,102.9,2,2,1
PIT-198512150pit,BUF,15 | 1985,CampSc00,1,0,5,0,23,0,5,71.2,0,0,0
BUF-198512150pit,PIT,15 | 1985,MathBr00,0,0,1,0,26,0,0,0.0,0,0,0
TAM-198512150tam,CLT,15 | 1985,YounSt00,1,0,0,1,24,0,0,0.0,0,0,0
CLT-198512150tam,TAM,15 | 1985,PageMi00,0,33,35,0,25,9,11,71.8,1,2,0
WAS-198512150was,CIN,15 | 1985,SchrJa00,1,0,0,1,24,0,0,0.0,0,0,0
CIN-198512150was,WAS,15 | 1985,EsiaBo00,0,4,10,0,24,4,10,62.9,1,1,0
RAI-198512150rai,SEA,15 | 1985,WilsMa00,1,22,49,0,28,10,16,71.7,2,3,0
SEA-198512150rai,RAI,15 | 1985,KrieDa00,0,29,36,0,27,16,16,83.3,1,2,1
RAM-198512150ram,CRD,15 | 1985,BrocDi00,1,0,0,1,34,0,0,0.0,0,0,0
CRD-198512150ram,RAM,15 | 1985,LomaNe00,0,45,52,0,26,16,16,92.5,3,4,1
SDG-198512150sdg,PHI,15 | 1985,FoutDa00,1,94,95,0,34,13,13,83.4,1,1,0
PHI-198512150sdg,SDG,15 | 1985,JawoRo00,0,102,102,0,34,13,13,73.5,2,2,0
MIA-198512160mia,NWE,15 | 1985,MariDa00,1,25,27,0,24,16,16,108.9,2,3,2
NWE-198512160mia,MIA,15 | 1985,EasoTo00,0,17,32,0,26,13,16,93.4,4,4,0
SEA-198512200sea,DEN,16 | 1985,KrieDa00,1,29,36,0,27,16,16,83.3,1,2,1
DEN-198512200sea,SEA,16 | 1985,ElwaJo00,0,24,26,0,25,14,15,76.8,2,2,0
NYG-198512210nyg,PIT,16 | 1985,SimmPh00,1,50,53,0,30,16,16,78.1,1,1,0
PIT-198512210nyg,NYG,16 | 1985,CampSc00,0,0,5,0,23,0,5,71.2,0,0,0
CRD-198512210crd,WAS,16 | 1985,LomaNe00,1,45,52,0,26,16,16,92.5,3,4,1
WAS-198512210crd,CRD,16 | 1985,SchrJa00,0,0,0,1,24,0,0,0.0,0,0,0
DET-198512220det,CHI,16 | 1985,HippEr00,1,31,49,0,28,1,8,62.0,0,0,0
CHI-198512220det,DET,16 | 1985,McMaJi00,0,29,31,0,26,9,9,97.8,0,0,0
KAN-198512220kan,SDG,16 | 1985,KennBi00,1,46,48,0,30,8,9,80.7,1,1,0
SDG-198512220kan,KAN,16 | 1985,HerrMa00,0,4,7,0,26,2,3,37.8,0,0,0
MIA-198512220mia,BUF,16 | 1985,MariDa00,1,25,27,0,24,16,16,108.9,2,3,2
BUF-198512220mia,MIA,16 | 1985,MathBr00,0,0,1,0,26,0,0,0.0,0,0,0
MIN-198512220min,PHI,16 | 1985,KramTo00,1,66,70,0,30,9,9,70.6,0,0,0
PHI-198512220min,MIN,16 | 1985,JawoRo00,0,102,102,0,34,13,13,73.5,2,2,0
NOR-198512220nor,ATL,16 | 1985,HebeBo00,1,0,0,1,25,0,0,0.0,0,0,0
ATL-198512220nor,NOR,16 | 1985,ArchDa00,0,0,2,0,23,0,2,90.3,0,0,0
NWE-198512220nwe,CIN,16 | 1985,EasoTo00,1,17,32,0,26,13,16,93.4,4,4,0
CIN-198512220nwe,NWE,16 | 1985,EsiaBo00,0,4,10,0,24,4,10,62.9,1,1,0
NYJ-198512220nyj,CLE,16 | 1985,OBriKe00,1,5,10,0,25,5,10,74.0,1,1,0
CLE-198512220nyj,NYJ,16 | 1985,KosaBe00,0,0,0,1,22,0,0,0.0,0,0,0
TAM-198512220tam,GNB,16 | 1985,YounSt00,1,0,0,1,24,0,0,0.0,0,0,0
GNB-198512220tam,TAM,16 | 1985,ZornJi00,0,76,102,0,32,0,16,16.4,0,0,0
CLT-198512220clt,OTI,16 | 1985,PageMi00,1,33,35,0,25,9,11,71.8,1,2,0
OTI-198512220clt,CLT,16 | 1985,MoonWa00,0,16,16,0,29,16,16,76.9,1,2,0
SFO-198512220sfo,DAL,16 | 1985,MontJo01,1,64,88,0,29,15,16,102.9,2,2,1
DAL-198512220sfo,SFO,16 | 1985,HogeGa00,0,10,26,0,27,10,16,63.7,1,2,0
RAM-198512230ram,RAI,16 | 1985,BrocDi00,1,0,0,1,34,0,0,0.0,0,0,0
RAI-198512230ram,RAM,16 | 1985,WilsMa00,0,22,49,0,28,10,16,71.7,2,3,0
NYJ-198512280nyj,NWE,17 | 1985,RyanPa00,1,11,59,0,30,11,16,72.0,1,1,0
NWE-198512280nyj,NYJ,17 | 1985,EasoTo00,0,17,32,0,26,13,16,93.4,4,4,0
NYG-198512290nyg,SFO,17 | 1985,SimmPh00,1,50,53,0,30,16,16,78.1,1,1,0
SFO-198512290nyg,NYG,17 | 1985,MontJo01,0,64,88,0,29,15,16,102.9,2,2,1
MIA-198601040mia,CLE,18 | 1985,MariDa00,1,25,27,0,24,16,16,108.9,2,3,2
CLE-198601040mia,MIA,18 | 1985,KosaBe00,0,0,0,1,22,0,0,0.0,0,0,0
RAM-198601040ram,DAL,18 | 1985,BrocDi00,1,0,0,1,34,0,0,0.0,0,0,0
DAL-198601040ram,RAM,18 | 1985,WhitDa01,0,63,103,0,33,6,14,71.5,1,2,0
CHI-198601050chi,NYG,18 | 1985,McMaJi00,1,29,31,0,26,9,9,97.8,0,0,0
NYG-198601050chi,CHI,18 | 1985,SimmPh00,0,50,53,0,30,16,16,78.1,1,1,0
RAI-198601050rai,NWE,18 | 1985,WilsMa00,1,22,49,0,28,10,16,71.7,2,3,0
NWE-198601050rai,RAI,18 | 1985,EasoTo00,0,17,32,0,26,13,16,93.4,4,4,0
CHI-198601120chi,RAM,19 | 1985,McMaJi00,1,29,31,0,26,9,9,97.8,0,0,0
RAM-198601120chi,CHI,19 | 1985,BrocDi00,0,0,0,1,34,0,0,0.0,0,0,0
MIA-198601120mia,NWE,19 | 1985,MariDa00,1,25,27,0,24,16,16,108.9,2,3,2
NWE-198601120mia,MIA,19 | 1985,EasoTo00,0,17,32,0,26,13,16,93.4,4,4,0
CHI-198601260chi,NWE,20 | 1985,McMaJi00,1,29,31,0,26,9,9,97.8,0,0,0
NWE-198601260chi,CHI,20 | 1985,GrogSt00,0,72,73,0,32,3,3,46.4,0,0,0
CHI-198609070chi,CLE,1 | 1986,McMaJi00,1,40,44,0,27,11,13,82.6,1,1,1
CLE-198609070chi,CHI,1 | 1986,KosaBe00,0,10,12,0,23,10,12,69.3,2,2,0
CRD-198609070crd,RAM,1 | 1986,LomaNe00,1,61,68,0,27,16,16,79.5,1,1,0
RAM-198609070crd,CRD,1 | 1986,BartSt00,0,98,99,0,34,5,5,92.8,0,0,0
GNB-198609070gnb,OTI,1 | 1986,WrigRa00,1,2,13,0,25,1,5,63.6,1,1,0
OTI-198609070gnb,GNB,1 | 1986,MoonWa00,0,30,30,0,30,14,14,68.5,2,3,0
MIN-198609070min,DET,1 | 1986,KramTo00,1,81,85,0,31,15,15,67.8,2,4,0
DET-198609070min,MIN,1 | 1986,HippEr00,0,46,65,0,29,15,16,73.6,0,0,0
NOR-198609070nor,ATL,1 | 1986,HebeBo00,1,6,6,0,26,6,6,74.6,0,1,0
ATL-198609070nor,NOR,1 | 1986,ArchDa00,0,11,18,0,24,11,16,56.5,0,0,0
TAM-198609070tam,SFO,1 | 1986,DebeSt00,1,70,99,0,32,11,11,71.3,0,0,0
SFO-198609070tam,TAM,1 | 1986,MontJo01,0,79,103,0,30,15,15,91.3,1,1,1
WAS-198609070was,PHI,1 | 1986,SchrJa00,1,5,9,0,25,5,9,73.8,3,3,0
PHI-198609070was,WAS,1 | 1986,JawoRo00,0,114,118,0,35,12,16,70.2,3,4,0
BUF-198609070buf,NYJ,1 | 1986,KellJi00,1,0,0,1,26,0,0,0.0,0,0,0
NYJ-198609070buf,BUF,1 | 1986,OBriKe00,0,21,26,0,26,16,16,96.2,1,1,1
DEN-198609070den,RAI,1 | 1986,ElwaJo00,1,40,42,0,26,16,16,70.2,6,6,0
RAI-198609070den,DEN,1 | 1986,WilsMa00,0,35,65,0,29,13,16,62.7,1,4,0
KAN-198609070kan,CIN,1 | 1986,BlacTo00,1,14,27,0,25,6,12,50.3,0,0,0
CIN-198609070kan,KAN,1 | 1986,EsiaBo00,0,18,25,0,25,14,15,93.2,1,1,0
NWE-198609070nwe,CLT,1 | 1986,EasoTo00,1,27,48,0,27,10,16,67.5,0,0,0
CLT-198609070nwe,NWE,1 | 1986,HogeGa00,0,12,42,0,28,2,16,70.8,0,0,0
SDG-198609070sdg,MIA,1 | 1986,FoutDa00,1,106,109,0,35,12,14,88.1,3,3,1
MIA-198609070sdg,SDG,1 | 1986,MariDa00,0,41,43,0,25,16,16,84.1,3,5,2
SEA-198609070sea,PIT,1 | 1986,KrieDa00,1,45,52,0,28,16,16,76.2,2,2,0
PIT-198609070sea,SEA,1 | 1986,MaloMa00,0,20,33,0,28,8,10,75.5,0,0,0
DAL-198609080dal,NYG,1 | 1986,WhitDa01,1,77,117,0,34,14,14,80.6,1,2,0
NYG-198609080dal,DAL,1 | 1986,SimmPh00,0,66,69,0,31,16,16,78.6,0,0,1
NYJ-198609110nyj,NWE,2 | 1986,OBriKe00,1,21,26,0,26,16,16,96.2,1,1,1
NWE-198609110nyj,NYJ,2 | 1986,EasoTo00,0,27,48,0,27,10,16,67.5,0,0,0
ATL-198609140atl,CRD,2 | 1986,ArchDa00,1,11,18,0,24,11,16,56.5,0,0,0
CRD-198609140atl,ATL,2 | 1986,LomaNe00,0,61,68,0,27,16,16,79.5,1,1,0
CHI-198609140chi,PHI,2 | 1986,TomcMi00,1,0,6,0,24,0,6,52.8,0,0,0
PHI-198609140chi,CHI,2 | 1986,JawoRo00,0,114,118,0,35,12,16,70.2,3,4,0
CIN-198609140cin,BUF,2 | 1986,EsiaBo00,1,18,25,0,25,14,15,93.2,1,1,0
BUF-198609140cin,CIN,2 | 1986,KellJi00,0,0,0,1,26,0,0,0.0,0,0,0
DET-198609140det,DAL,2 | 1986,HippEr00,1,46,65,0,29,15,16,73.6,0,0,0
DAL-198609140det,DET,2 | 1986,WhitDa01,0,77,117,0,34,14,14,80.6,1,2,0
NOR-198609140nor,GNB,2 | 1986,HebeBo00,1,6,6,0,26,6,6,74.6,0,1,0
GNB-198609140nor,NOR,2 | 1986,WrigRa00,0,2,13,0,25,1,5,63.6,1,1,0
NYG-198609140nyg,SDG,2 | 1986,SimmPh00,1,66,69,0,31,16,16,78.6,0,0,1
SDG-198609140nyg,NYG,2 | 1986,FoutDa00,0,106,109,0,35,12,14,88.1,3,3,1
OTI-198609140oti,CLE,2 | 1986,MoonWa00,1,30,30,0,30,14,14,68.5,2,3,0
CLE-198609140oti,OTI,2 | 1986,KosaBe00,0,10,12,0,23,10,12,69.3,2,2,0
WAS-198609140was,RAI,2 | 1986,SchrJa00,1,5,9,0,25,5,9,73.8,3,3,0
RAI-198609140was,WAS,2 | 1986,WilsMa00,0,35,65,0,29,13,16,62.7,1,4,0
MIA-198609140mia,CLT,2 | 1986,MariDa00,1,41,43,0,25,16,16,84.1,3,5,2
CLT-198609140mia,MIA,2 | 1986,HogeGa00,0,12,42,0,28,2,16,70.8,0,0,0
RAM-198609140ram,SFO,2 | 1986,BartSt00,1,98,99,0,34,5,5,92.8,0,0,0
SFO-198609140ram,RAM,2 | 1986,KempJe00,0,14,24,0,27,1,5,49.7,0,0,0
SEA-198609140sea,KAN,2 | 1986,KrieDa00,1,45,52,0,28,16,16,76.2,2,2,0
KAN-198609140sea,SEA,2 | 1986,BlacTo00,0,14,27,0,25,6,12,50.3,0,0,0
TAM-198609140tam,MIN,2 | 1986,DebeSt00,1,70,99,0,32,11,11,71.3,0,0,0
MIN-198609140tam,TAM,2 | 1986,KramTo00,0,81,85,0,31,15,15,67.8,2,4,0
PIT-198609150pit,DEN,2 | 1986,MaloMa00,1,20,33,0,28,8,10,75.5,0,0,0
DEN-198609150pit,PIT,2 | 1986,ElwaJo00,0,40,42,0,26,16,16,70.2,6,6,0
CLE-198609180cle,CIN,3 | 1986,KosaBe00,1,10,12,0,23,10,12,69.3,2,2,0
CIN-198609180cle,CLE,3 | 1986,EsiaBo00,0,18,25,0,25,14,15,93.2,1,1,0
BUF-198609210buf,CRD,3 | 1986,KellJi00,1,0,0,1,26,0,0,0.0,0,0,0
CRD-198609210buf,BUF,3 | 1986,LomaNe00,0,61,68,0,27,16,16,79.5,1,1,0
CLT-198609210clt,RAM,3 | 1986,TrudJa00,1,0,0,1,24,0,0,0.0,0,0,0
RAM-198609210clt,CLT,3 | 1986,BartSt00,0,98,99,0,34,5,5,92.8,0,0,0
DAL-198609210dal,ATL,3 | 1986,WhitDa01,1,77,117,0,34,14,14,80.6,1,2,0
ATL-198609210dal,DAL,3 | 1986,ArchDa00,0,11,18,0,24,11,16,56.5,0,0,0
DET-198609210det,TAM,3 | 1986,HippEr00,1,46,65,0,29,15,16,73.6,0,0,0
TAM-198609210det,DET,3 | 1986,YounSt00,0,5,5,0,25,5,5,56.9,1,1,0
MIN-198609210min,PIT,3 | 1986,KramTo00,1,81,85,0,31,15,15,67.8,2,4,0
PIT-198609210min,MIN,3 | 1986,MaloMa00,0,20,33,0,28,8,10,75.5,0,0,0
NWE-198609210nwe,SEA,3 | 1986,EasoTo00,1,27,48,0,27,10,16,67.5,0,0,0
SEA-198609210nwe,NWE,3 | 1986,KrieDa00,0,45,52,0,28,16,16,76.2,2,2,0
NYJ-198609210nyj,MIA,3 | 1986,OBriKe00,1,21,26,0,26,16,16,96.2,1,1,1
MIA-198609210nyj,NYJ,3 | 1986,MariDa00,0,41,43,0,25,16,16,84.1,3,5,2
PHI-198609210phi,DEN,3 | 1986,JawoRo00,1,114,118,0,35,12,16,70.2,3,4,0
DEN-198609210phi,PHI,3 | 1986,ElwaJo00,0,40,42,0,26,16,16,70.2,6,6,0
KAN-198609210kan,OTI,3 | 1986,BlacTo00,1,14,27,0,25,6,12,50.3,0,0,0
OTI-198609210kan,KAN,3 | 1986,MoonWa00,0,30,30,0,30,14,14,68.5,2,3,0
RAI-198609210rai,NYG,3 | 1986,PlunJi00,1,49,60,0,39,3,3,89.6,0,0,0
NYG-198609210rai,RAI,3 | 1986,SimmPh00,0,66,69,0,31,16,16,78.6,0,0,1
SDG-198609210sdg,WAS,3 | 1986,FoutDa00,1,106,109,0,35,12,14,88.1,3,3,1
WAS-198609210sdg,SDG,3 | 1986,SchrJa00,0,5,9,0,25,5,9,73.8,3,3,0
SFO-198609210sfo,NOR,3 | 1986,KempJe00,1,14,24,0,27,1,5,49.7,0,0,0
NOR-198609210sfo,SFO,3 | 1986,WilsDa00,0,18,34,0,27,10,10,60.7,1,1,0
GNB-198609220gnb,CHI,3 | 1986,WrigRa00,1,2,13,0,25,1,5,63.6,1,1,0
CHI-198609220gnb,GNB,3 | 1986,FullSt00,0,40,74,0,29,5,16,57.3,0,0,0
BUF-198609280buf,KAN,4 | 1986,KellJi00,1,0,0,1,26,0,0,0.0,0,0,0
KAN-198609280buf,BUF,4 | 1986,BlacTo00,0,14,27,0,25,6,12,50.3,0,0,0
CIN-198609280cin,CHI,4 | 1986,EsiaBo00,1,18,25,0,25,14,15,93.2,1,1,0
CHI-198609280cin,CIN,4 | 1986,McMaJi00,0,40,44,0,27,11,13,82.6,1,1,1
CLE-198609280cle,DET,4 | 1986,KosaBe00,1,10,12,0,23,10,12,69.3,2,2,0
DET-198609280cle,CLE,4 | 1986,HippEr00,0,46,65,0,29,15,16,73.6,0,0,0
MIA-198609280mia,SFO,4 | 1986,MariDa00,1,41,43,0,25,16,16,84.1,3,5,2
SFO-198609280mia,MIA,4 | 1986,KempJe00,0,14,24,0,27,1,5,49.7,0,0,0
MIN-198609280min,GNB,4 | 1986,KramTo00,1,81,85,0,31,15,15,67.8,2,4,0
GNB-198609280min,MIN,4 | 1986,FerrVi00,0,53,69,0,32,9,10,50.8,0,0,0
NYG-198609280nyg,NOR,4 | 1986,SimmPh00,1,66,69,0,31,16,16,78.6,0,0,1
NOR-198609280nyg,NYG,4 | 1986,WilsDa00,0,18,34,0,27,10,10,60.7,1,1,0
OTI-198609280oti,PIT,4 | 1986,MoonWa00,1,30,30,0,30,14,14,68.5,2,3,0
PIT-198609280oti,OTI,4 | 1986,MaloMa00,0,20,33,0,28,8,10,75.5,0,0,0
PHI-198609280phi,RAM,4 | 1986,JawoRo00,1,114,118,0,35,12,16,70.2,3,4,0
RAM-198609280phi,PHI,4 | 1986,DilsSt00,0,15,68,0,31,0,15,0.0,0,0,0
WAS-198609280was,SEA,4 | 1986,SchrJa00,1,5,9,0,25,5,9,73.8,3,3,0
SEA-198609280was,WAS,4 | 1986,KrieDa00,0,45,52,0,28,16,16,76.2,2,2,0
CLT-198609280clt,NYJ,4 | 1986,TrudJa00,1,0,0,1,24,0,0,0.0,0,0,0
NYJ-198609280clt,CLT,4 | 1986,OBriKe00,0,21,26,0,26,16,16,96.2,1,1,1
DEN-198609280den,NWE,4 | 1986,ElwaJo00,1,40,42,0,26,16,16,70.2,6,6,0
NWE-198609280den,DEN,4 | 1986,EasoTo00,0,27,48,0,27,10,16,67.5,0,0,0
RAI-198609280rai,SDG,4 | 1986,WilsMa00,1,35,65,0,29,13,16,62.7,1,4,0
SDG-198609280rai,RAI,4 | 1986,FoutDa00,0,106,109,0,35,12,14,88.1,3,3,1
TAM-198609280tam,ATL,4 | 1986,YounSt00,1,5,5,0,25,5,5,56.9,1,1,0
ATL-198609280tam,TAM,4 | 1986,ArchDa00,0,11,18,0,24,11,16,56.5,0,0,0
CRD-198609290crd,DAL,4 | 1986,LomaNe00,1,61,68,0,27,16,16,79.5,1,1,0
DAL-198609290crd,CRD,4 | 1986,WhitDa01,0,77,117,0,34,14,14,80.6,1,2,0
