key,opp_abbr,wy,p_id,isHome,careerStarts,careerGamesPlayedIn,isRookie,age,pastSeasonStarts,pastSeasonGamesPlayedIn,pastSeasonPasserRating,pastSeason4thComebacks,pastSeasonGameWinningDrives,pastSeasonAwards
BUF-198009070buf,MIA,1 | 1980,FergJo00,1,32,32,0,30,16,16,74.4,2,3,0
MIA-198009070buf,BUF,1 | 1980,GrieBo00,0,21,25,0,35,12,14,72.0,1,1,0
CIN-198009070cin,TAM,1 | 1980,ThomJa00,1,1,9,0,24,1,9,42.4,0,0,0
TAM-198009070cin,CIN,1 | 1980,WillDo01,0,26,26,0,25,16,16,52.5,3,4,0
CRD-198009070crd,NYG,1 | 1980,HartJi00,1,28,29,0,36,13,14,55.2,1,1,0
NYG-198009070crd,CRD,1 | 1980,SimmPh00,0,11,12,0,25,11,12,66.0,0,0,0
GNB-198009070gnb,CHI,1 | 1980,DickLy00,1,3,5,0,31,3,5,71.7,0,0,0
CHI-198009070gnb,GNB,1 | 1980,PhipMi00,0,14,18,0,33,10,12,69.6,2,2,0
MIN-198009070min,ATL,1 | 1980,KramTo00,1,16,20,0,25,16,16,69.3,3,3,0
ATL-198009070min,MIN,1 | 1980,BartSt00,0,27,28,0,28,14,14,67.3,5,4,0
NOR-198009070nor,SFO,1 | 1980,MannAr00,1,32,32,0,31,16,16,75.6,0,0,1
SFO-198009070nor,NOR,1 | 1980,DebeSt00,0,26,28,0,26,15,16,73.1,1,1,0
NWE-198009070nwe,CLE,1 | 1980,GrogSt00,1,32,32,0,27,16,16,77.4,1,1,0
CLE-198009070nwe,NWE,1 | 1980,SipeBr00,0,32,32,0,31,16,16,73.4,5,7,0
PIT-198009070pit,OTI,1 | 1980,BradTe00,1,32,32,0,32,16,16,77.0,4,4,1
OTI-198009070pit,PIT,1 | 1980,StabKe00,0,32,32,0,35,16,16,82.2,1,1,0
KAN-198009070kan,RAI,1 | 1980,FullSt00,1,12,16,0,23,12,16,55.8,0,1,0
RAI-198009070kan,KAN,1 | 1980,PastDa00,0,31,31,0,31,15,15,62.1,2,4,0
NYJ-198009070nyj,CLT,1 | 1980,ToddRi00,1,20,20,0,27,15,15,66.5,0,0,0
CLT-198009070nyj,NYJ,1 | 1980,JoneBe00,0,7,7,0,29,4,4,67.4,2,2,0
PHI-198009070phi,DEN,1 | 1980,JawoRo00,1,32,32,0,29,16,16,76.8,2,2,0
DEN-198009070phi,PHI,1 | 1980,RobiMa01,0,12,31,0,25,1,15,46.6,0,0,0
RAM-198009070ram,DET,1 | 1980,HadePa00,1,26,26,0,27,10,10,68.1,0,0,0
DET-198009070ram,RAM,1 | 1980,DaniGa00,0,11,16,0,29,0,0,0.0,0,0,0
SEA-198009070sea,SDG,1 | 1980,ZornJi00,1,32,32,0,27,16,16,77.7,2,3,0
SDG-198009070sea,SEA,1 | 1980,FoutDa00,0,30,31,0,29,16,16,82.6,1,1,2
WAS-198009080was,DAL,1 | 1980,TheiJo00,1,30,32,0,31,16,16,83.9,3,4,0
DAL-198009080was,WAS,1 | 1980,WhitDa01,0,1,32,0,28,0,16,58.4,0,0,0
TAM-198009110tam,RAM,2 | 1980,WillDo01,1,26,26,0,25,16,16,52.5,3,4,0
RAM-198009110tam,TAM,2 | 1980,FerrVi00,0,5,17,0,26,5,8,49.0,0,0,0
BUF-198009140buf,NYJ,2 | 1980,FergJo00,1,32,32,0,30,16,16,74.4,2,3,0
NYJ-198009140buf,BUF,2 | 1980,ToddRi00,0,20,20,0,27,15,15,66.5,0,0,0
MIN-198009140min,PHI,2 | 1980,KramTo00,1,16,20,0,25,16,16,69.3,3,3,0
PHI-198009140min,MIN,2 | 1980,JawoRo00,0,32,32,0,29,16,16,76.8,2,2,0
NWE-198009140nwe,ATL,2 | 1980,GrogSt00,1,32,32,0,27,16,16,77.4,1,1,0
ATL-198009140nwe,NWE,2 | 1980,BartSt00,0,27,28,0,28,14,14,67.3,5,4,0
CHI-198009140chi,NOR,2 | 1980,PhipMi00,1,14,18,0,33,10,12,69.6,2,2,0
NOR-198009140chi,CHI,2 | 1980,MannAr00,0,32,32,0,31,16,16,75.6,0,0,1
CLT-198009140clt,PIT,2 | 1980,JoneBe00,1,7,7,0,29,4,4,67.4,2,2,0
PIT-198009140clt,CLT,2 | 1980,BradTe00,0,32,32,0,32,16,16,77.0,4,4,1
GNB-198009140gnb,DET,2 | 1980,DickLy00,1,3,5,0,31,3,5,71.7,0,0,0
DET-198009140gnb,GNB,2 | 1980,DaniGa00,0,11,16,0,29,0,0,0.0,0,0,0
KAN-198009140kan,SEA,2 | 1980,FullSt00,1,12,16,0,23,12,16,55.8,0,1,0
SEA-198009140kan,KAN,2 | 1980,ZornJi00,0,32,32,0,27,16,16,77.7,2,3,0
DEN-198009140den,DAL,2 | 1980,RobiMa01,1,12,31,0,25,1,15,46.6,0,0,0
DAL-198009140den,DEN,2 | 1980,WhitDa01,0,1,32,0,28,0,16,58.4,0,0,0
MIA-198009140mia,CIN,2 | 1980,StroDo00,1,11,32,0,30,4,16,78.3,1,1,0
CIN-198009140mia,MIA,2 | 1980,ThomJa00,0,1,9,0,24,1,9,42.4,0,0,0
NYG-198009140nyg,WAS,2 | 1980,SimmPh00,1,11,12,0,25,11,12,66.0,0,0,0
WAS-198009140nyg,NYG,2 | 1980,TheiJo00,0,30,32,0,31,16,16,83.9,3,4,0
SDG-198009140sdg,RAI,2 | 1980,FoutDa00,1,30,31,0,29,16,16,82.6,1,1,2
RAI-198009140sdg,SDG,2 | 1980,PastDa00,0,31,31,0,31,15,15,62.1,2,4,0
SFO-198009140sfo,CRD,2 | 1980,DebeSt00,1,26,28,0,26,15,16,73.1,1,1,0
CRD-198009140sfo,SFO,2 | 1980,HartJi00,0,28,29,0,36,13,14,55.2,1,1,0
CLE-198009150cle,OTI,2 | 1980,SipeBr00,1,32,32,0,31,16,16,73.4,5,7,0
OTI-198009150cle,CLE,2 | 1980,StabKe00,0,32,32,0,35,16,16,82.2,1,1,0
ATL-198009210atl,MIA,3 | 1980,BartSt00,1,27,28,0,28,14,14,67.3,5,4,0
MIA-198009210atl,ATL,3 | 1980,StroDo00,0,11,32,0,30,4,16,78.3,1,1,0
CHI-198009210chi,MIN,3 | 1980,EvanVi00,1,3,7,0,25,3,4,66.1,0,0,0
MIN-198009210chi,CHI,3 | 1980,KramTo00,0,16,20,0,25,16,16,69.3,3,3,0
CIN-198009210cin,PIT,3 | 1980,ThomJa00,1,1,9,0,24,1,9,42.4,0,0,0
PIT-198009210cin,CIN,3 | 1980,BradTe00,0,32,32,0,32,16,16,77.0,4,4,1
CLE-198009210cle,KAN,3 | 1980,SipeBr00,1,32,32,0,31,16,16,73.4,5,7,0
KAN-198009210cle,CLE,3 | 1980,FullSt00,0,12,16,0,23,12,16,55.8,0,1,0
DET-198009210det,CRD,3 | 1980,DaniGa00,1,11,16,0,29,0,0,0.0,0,0,0
CRD-198009210det,DET,3 | 1980,HartJi00,0,28,29,0,36,13,14,55.2,1,1,0
NYJ-198009210nyj,SFO,3 | 1980,ToddRi00,1,20,20,0,27,15,15,66.5,0,0,0
SFO-198009210nyj,NYJ,3 | 1980,DebeSt00,0,26,28,0,26,15,16,73.1,1,1,0
NOR-198009210nor,BUF,3 | 1980,MannAr00,1,32,32,0,31,16,16,75.6,0,0,1
BUF-198009210nor,NOR,3 | 1980,FergJo00,0,32,32,0,30,16,16,74.4,2,3,0
OTI-198009210oti,CLT,3 | 1980,StabKe00,1,32,32,0,35,16,16,82.2,1,1,0
CLT-198009210oti,OTI,3 | 1980,JoneBe00,0,7,7,0,29,4,4,67.4,2,2,0
DAL-198009210dal,TAM,3 | 1980,WhitDa01,1,1,32,0,28,0,16,58.4,0,0,0
TAM-198009210dal,DAL,3 | 1980,WillDo01,0,26,26,0,25,16,16,52.5,3,4,0
DEN-198009210den,SDG,3 | 1980,RobiMa01,1,12,31,0,25,1,15,46.6,0,0,0
SDG-198009210den,DEN,3 | 1980,FoutDa00,0,30,31,0,29,16,16,82.6,1,1,2
RAI-198009210rai,WAS,3 | 1980,PastDa00,1,31,31,0,31,15,15,62.1,2,4,0
WAS-198009210rai,RAI,3 | 1980,TheiJo00,0,30,32,0,31,16,16,83.9,3,4,0
RAM-198009210ram,GNB,3 | 1980,FerrVi00,1,5,17,0,26,5,8,49.0,0,0,0
GNB-198009210ram,RAM,3 | 1980,DickLy00,0,3,5,0,31,3,5,71.7,0,0,0
SEA-198009210sea,NWE,3 | 1980,ZornJi00,1,32,32,0,27,16,16,77.7,2,3,0
NWE-198009210sea,SEA,3 | 1980,GrogSt00,0,32,32,0,27,16,16,77.4,1,1,0
PHI-198009220phi,NYG,3 | 1980,JawoRo00,1,32,32,0,29,16,16,76.8,2,2,0
NYG-198009220phi,PHI,3 | 1980,SimmPh00,0,11,12,0,25,11,12,66.0,0,0,0
BUF-198009280buf,RAI,4 | 1980,FergJo00,1,32,32,0,30,16,16,74.4,2,3,0
RAI-198009280buf,BUF,4 | 1980,PastDa00,0,31,31,0,31,15,15,62.1,2,4,0
CIN-198009280cin,OTI,4 | 1980,ThomJa00,1,1,9,0,24,1,9,42.4,0,0,0
OTI-198009280cin,CIN,4 | 1980,StabKe00,0,32,32,0,35,16,16,82.2,1,1,0
DET-198009280det,MIN,4 | 1980,DaniGa00,1,11,16,0,29,0,0,0.0,0,0,0
MIN-198009280det,DET,4 | 1980,KramTo00,0,16,20,0,25,16,16,69.3,3,3,0
GNB-198009280gnb,DAL,4 | 1980,DickLy00,1,3,5,0,31,3,5,71.7,0,0,0
DAL-198009280gnb,GNB,4 | 1980,WhitDa01,0,1,32,0,28,0,16,58.4,0,0,0
MIA-198009280mia,NOR,4 | 1980,GrieBo00,1,21,25,0,35,12,14,72.0,1,1,0
NOR-198009280mia,MIA,4 | 1980,MannAr00,0,32,32,0,31,16,16,75.6,0,0,1
NYG-198009280nyg,RAM,4 | 1980,SimmPh00,1,11,12,0,25,11,12,66.0,0,0,0
RAM-198009280nyg,NYG,4 | 1980,FerrVi00,0,5,17,0,26,5,8,49.0,0,0,0
PIT-198009280pit,CHI,4 | 1980,BradTe00,1,32,32,0,32,16,16,77.0,4,4,1
CHI-198009280pit,PIT,4 | 1980,PhipMi00,0,14,18,0,33,10,12,69.6,2,2,0
TAM-198009280tam,CLE,4 | 1980,WillDo01,1,26,26,0,25,16,16,52.5,3,4,0
CLE-198009280tam,TAM,4 | 1980,SipeBr00,0,32,32,0,31,16,16,73.4,5,7,0
CRD-198009280crd,PHI,4 | 1980,HartJi00,1,28,29,0,36,13,14,55.2,1,1,0
PHI-198009280crd,CRD,4 | 1980,JawoRo00,0,32,32,0,29,16,16,76.8,2,2,0
CLT-198009280clt,NYJ,4 | 1980,JoneBe00,1,7,7,0,29,4,4,67.4,2,2,0
NYJ-198009280clt,CLT,4 | 1980,ToddRi00,0,20,20,0,27,15,15,66.5,0,0,0
KAN-198009280kan,SDG,4 | 1980,FullSt00,1,12,16,0,23,12,16,55.8,0,1,0
SDG-198009280kan,KAN,4 | 1980,FoutDa00,0,30,31,0,29,16,16,82.6,1,1,2
SFO-198009280sfo,ATL,4 | 1980,DebeSt00,1,26,28,0,26,15,16,73.1,1,1,0
ATL-198009280sfo,SFO,4 | 1980,BartSt00,0,27,28,0,28,14,14,67.3,5,4,0
WAS-198009280was,SEA,4 | 1980,TheiJo00,1,30,32,0,31,16,16,83.9,3,4,0
SEA-198009280was,WAS,4 | 1980,ZornJi00,0,32,32,0,27,16,16,77.7,2,3,0
NWE-198009290nwe,DEN,4 | 1980,GrogSt00,1,32,32,0,27,16,16,77.4,1,1,0
DEN-198009290nwe,NWE,4 | 1980,RobiMa01,0,12,31,0,25,1,15,46.6,0,0,0
ATL-198010050atl,DET,5 | 1980,BartSt00,1,27,28,0,28,14,14,67.3,5,4,0
DET-198010050atl,ATL,5 | 1980,DaniGa00,0,11,16,0,29,0,0,0.0,0,0,0
CLE-198010050cle,DEN,5 | 1980,SipeBr00,1,32,32,0,31,16,16,73.4,5,7,0
DEN-198010050cle,CLE,5 | 1980,RobiMa01,0,12,31,0,25,1,15,46.6,0,0,0
GNB-198010050gnb,CIN,5 | 1980,DickLy00,1,3,5,0,31,3,5,71.7,0,0,0
CIN-198010050gnb,GNB,5 | 1980,AndeKe00,0,27,27,0,31,15,15,80.7,0,0,0
MIA-198010050mia,CLT,5 | 1980,GrieBo00,1,21,25,0,35,12,14,72.0,1,1,0
CLT-198010050mia,MIA,5 | 1980,JoneBe00,0,7,7,0,29,4,4,67.4,2,2,0
MIN-198010050min,PIT,5 | 1980,KramTo00,1,16,20,0,25,16,16,69.3,3,3,0
PIT-198010050min,MIN,5 | 1980,BradTe00,0,32,32,0,32,16,16,77.0,4,4,1
NOR-198010050nor,CRD,5 | 1980,BenjGu00,1,0,7,0,25,0,4,93.7,0,0,0
CRD-198010050nor,NOR,5 | 1980,HartJi00,0,28,29,0,36,13,14,55.2,1,1,0
NYJ-198010050nyj,NWE,5 | 1980,ToddRi00,1,20,20,0,27,15,15,66.5,0,0,0
NWE-198010050nyj,NYJ,5 | 1980,CavaMa00,0,0,13,0,24,0,13,108.3,0,0,0
OTI-198010050oti,SEA,5 | 1980,StabKe00,1,32,32,0,35,16,16,82.2,1,1,0
SEA-198010050oti,OTI,5 | 1980,ZornJi00,0,32,32,0,27,16,16,77.7,2,3,0
PHI-198010050phi,WAS,5 | 1980,JawoRo00,1,32,32,0,29,16,16,76.8,2,2,0
WAS-198010050phi,PHI,5 | 1980,TheiJo00,0,30,32,0,31,16,16,83.9,3,4,0
DAL-198010050dal,NYG,5 | 1980,WhitDa01,1,1,32,0,28,0,16,58.4,0,0,0
NYG-198010050dal,DAL,5 | 1980,BrunSc00,0,0,0,1,23,0,0,0.0,0,0,0
RAI-198010050rai,KAN,5 | 1980,PlunJi00,1,0,4,0,33,0,4,60.1,0,0,0
KAN-198010050rai,RAI,5 | 1980,FullSt00,0,12,16,0,23,12,16,55.8,0,1,0
RAM-198010050ram,SFO,5 | 1980,FerrVi00,1,5,17,0,26,5,8,49.0,0,0,0
SFO-198010050ram,RAM,5 | 1980,MontJo01,0,1,16,0,24,1,16,81.1,0,0,0
SDG-198010050sdg,BUF,5 | 1980,FoutDa00,1,30,31,0,29,16,16,82.6,1,1,2
BUF-198010050sdg,SDG,5 | 1980,FergJo00,0,32,32,0,30,16,16,74.4,2,3,0
CHI-198010060chi,TAM,5 | 1980,PhipMi00,1,14,18,0,33,10,12,69.6,2,2,0
TAM-198010060chi,CHI,5 | 1980,WillDo01,0,26,26,0,25,16,16,52.5,3,4,0
BUF-198010120buf,CLT,6 | 1980,FergJo00,1,32,32,0,30,16,16,74.4,2,3,0
CLT-198010120buf,BUF,6 | 1980,JoneBe00,0,7,7,0,29,4,4,67.4,2,2,0
NWE-198010120nwe,MIA,6 | 1980,GrogSt00,1,32,32,0,27,16,16,77.4,1,1,0
MIA-198010120nwe,NWE,6 | 1980,WoodDa00,0,0,0,1,22,0,0,0.0,0,0,0
NYG-198010120nyg,PHI,6 | 1980,SimmPh00,1,11,12,0,25,11,12,66.0,0,0,0
PHI-198010120nyg,NYG,6 | 1980,JawoRo00,0,32,32,0,29,16,16,76.8,2,2,0
PIT-198010120pit,CIN,6 | 1980,BradTe00,1,32,32,0,32,16,16,77.0,4,4,1
CIN-198010120pit,PIT,6 | 1980,AndeKe00,0,27,27,0,31,15,15,80.7,0,0,0
TAM-198010120tam,GNB,6 | 1980,WillDo01,1,26,26,0,25,16,16,52.5,3,4,0
GNB-198010120tam,TAM,6 | 1980,DickLy00,0,3,5,0,31,3,5,71.7,0,0,0
CRD-198010120crd,RAM,6 | 1980,HartJi00,1,28,29,0,36,13,14,55.2,1,1,0
RAM-198010120crd,CRD,6 | 1980,FerrVi00,0,5,17,0,26,5,8,49.0,0,0,0
DAL-198010120dal,SFO,6 | 1980,WhitDa01,1,1,32,0,28,0,16,58.4,0,0,0
SFO-198010120dal,DAL,6 | 1980,DebeSt00,0,26,28,0,26,15,16,73.1,1,1,0
MIN-198010120min,CHI,6 | 1980,KramTo00,1,16,20,0,25,16,16,69.3,3,3,0
CHI-198010120min,MIN,6 | 1980,PhipMi00,0,14,18,0,33,10,12,69.6,2,2,0
ATL-198010120atl,NYJ,6 | 1980,BartSt00,1,27,28,0,28,14,14,67.3,5,4,0
NYJ-198010120atl,ATL,6 | 1980,ToddRi00,0,20,20,0,27,15,15,66.5,0,0,0
DET-198010120det,NOR,6 | 1980,DaniGa00,1,11,16,0,29,0,0,0.0,0,0,0
NOR-198010120det,DET,6 | 1980,MannAr00,0,32,32,0,31,16,16,75.6,0,0,1
KAN-198010120kan,OTI,6 | 1980,FullSt00,1,12,16,0,23,12,16,55.8,0,1,0
OTI-198010120kan,KAN,6 | 1980,StabKe00,0,32,32,0,35,16,16,82.2,1,1,0
RAI-198010120rai,SDG,6 | 1980,PlunJi00,1,0,4,0,33,0,4,60.1,0,0,0
SDG-198010120rai,RAI,6 | 1980,FoutDa00,0,30,31,0,29,16,16,82.6,1,1,2
SEA-198010120sea,CLE,6 | 1980,ZornJi00,1,32,32,0,27,16,16,77.7,2,3,0
CLE-198010120sea,SEA,6 | 1980,SipeBr00,0,32,32,0,31,16,16,73.4,5,7,0
DEN-198010130den,WAS,6 | 1980,RobiMa01,1,12,31,0,25,1,15,46.6,0,0,0
WAS-198010130den,DEN,6 | 1980,TheiJo00,0,30,32,0,31,16,16,83.9,3,4,0
CIN-198010190cin,MIN,7 | 1980,AndeKe00,1,27,27,0,31,15,15,80.7,0,0,0
MIN-198010190cin,CIN,7 | 1980,KramTo00,0,16,20,0,25,16,16,69.3,3,3,0
CLE-198010190cle,GNB,7 | 1980,SipeBr00,1,32,32,0,31,16,16,73.4,5,7,0
GNB-198010190cle,CLE,7 | 1980,DickLy00,0,3,5,0,31,3,5,71.7,0,0,0
MIA-198010190mia,BUF,7 | 1980,WoodDa00,1,0,0,1,22,0,0,0.0,0,0,0
BUF-198010190mia,MIA,7 | 1980,FergJo00,0,32,32,0,30,16,16,74.4,2,3,0
NYJ-198010190nyj,SEA,7 | 1980,ToddRi00,1,20,20,0,27,15,15,66.5,0,0,0
SEA-198010190nyj,NYJ,7 | 1980,ZornJi00,0,32,32,0,27,16,16,77.7,2,3,0
PHI-198010190phi,DAL,7 | 1980,JawoRo00,1,32,32,0,29,16,16,76.8,2,2,0
DAL-198010190phi,PHI,7 | 1980,WhitDa01,0,1,32,0,28,0,16,58.4,0,0,0
WAS-198010190was,CRD,7 | 1980,TheiJo00,1,30,32,0,31,16,16,83.9,3,4,0
CRD-198010190was,WAS,7 | 1980,HartJi00,0,28,29,0,36,13,14,55.2,1,1,0
CHI-198010190chi,DET,7 | 1980,EvanVi00,1,3,7,0,25,3,4,66.1,0,0,0
DET-198010190chi,CHI,7 | 1980,DaniGa00,0,11,16,0,29,0,0,0.0,0,0,0
CLT-198010190clt,NWE,7 | 1980,JoneBe00,1,7,7,0,29,4,4,67.4,2,2,0
NWE-198010190clt,CLT,7 | 1980,GrogSt00,0,32,32,0,27,16,16,77.4,1,1,0
DEN-198010190den,KAN,7 | 1980,MortCr00,1,23,28,0,37,10,14,70.6,1,3,0
KAN-198010190den,DEN,7 | 1980,FullSt00,0,12,16,0,23,12,16,55.8,0,1,0
NOR-198010190nor,ATL,7 | 1980,MannAr00,1,32,32,0,31,16,16,75.6,0,0,1
ATL-198010190nor,NOR,7 | 1980,BartSt00,0,27,28,0,28,14,14,67.3,5,4,0
OTI-198010190oti,TAM,7 | 1980,StabKe00,1,32,32,0,35,16,16,82.2,1,1,0
TAM-198010190oti,OTI,7 | 1980,WillDo01,0,26,26,0,25,16,16,52.5,3,4,0
SDG-198010190sdg,NYG,7 | 1980,FoutDa00,1,30,31,0,29,16,16,82.6,1,1,2
NYG-198010190sdg,SDG,7 | 1980,SimmPh00,0,11,12,0,25,11,12,66.0,0,0,0
SFO-198010190sfo,RAM,7 | 1980,MontJo01,1,1,16,0,24,1,16,81.1,0,0,0
RAM-198010190sfo,SFO,7 | 1980,FerrVi00,0,5,17,0,26,5,8,49.0,0,0,0
PIT-198010200pit,RAI,7 | 1980,BradTe00,1,32,32,0,32,16,16,77.0,4,4,1
RAI-198010200pit,PIT,7 | 1980,PlunJi00,0,0,4,0,33,0,4,60.1,0,0,0
ATL-198010260atl,RAM,8 | 1980,BartSt00,1,27,28,0,28,14,14,67.3,5,4,0
RAM-198010260atl,ATL,8 | 1980,FerrVi00,0,5,17,0,26,5,8,49.0,0,0,0
BUF-198010260buf,NWE,8 | 1980,FergJo00,1,32,32,0,30,16,16,74.4,2,3,0
NWE-198010260buf,BUF,8 | 1980,GrogSt00,0,32,32,0,27,16,16,77.4,1,1,0
CLE-198010260cle,PIT,8 | 1980,SipeBr00,1,32,32,0,31,16,16,73.4,5,7,0
PIT-198010260cle,CLE,8 | 1980,StouCl00,0,0,0,1,25,0,0,0.0,0,0,0
GNB-198010260gnb,MIN,8 | 1980,DickLy00,1,3,5,0,31,3,5,71.7,0,0,0
MIN-198010260gnb,GNB,8 | 1980,KramTo00,0,16,20,0,25,16,16,69.3,3,3,0
NYG-198010260nyg,DEN,8 | 1980,SimmPh00,1,11,12,0,25,11,12,66.0,0,0,0
DEN-198010260nyg,NYG,8 | 1980,MortCr00,0,23,28,0,37,10,14,70.6,1,3,0
WAS-198010260was,NOR,8 | 1980,TheiJo00,1,30,32,0,31,16,16,83.9,3,4,0
NOR-198010260was,WAS,8 | 1980,MannAr00,0,32,32,0,31,16,16,75.6,0,0,1
CLT-198010260clt,CRD,8 | 1980,JoneBe00,1,7,7,0,29,4,4,67.4,2,2,0
CRD-198010260clt,CLT,8 | 1980,HartJi00,0,28,29,0,36,13,14,55.2,1,1,0
KAN-198010260kan,DET,8 | 1980,FullSt00,1,12,16,0,23,12,16,55.8,0,1,0
DET-198010260kan,KAN,8 | 1980,DaniGa00,0,11,16,0,29,0,0,0.0,0,0,0
OTI-198010260oti,CIN,8 | 1980,StabKe00,1,32,32,0,35,16,16,82.2,1,1,0
CIN-198010260oti,OTI,8 | 1980,AndeKe00,0,27,27,0,31,15,15,80.7,0,0,0
PHI-198010260phi,CHI,8 | 1980,JawoRo00,1,32,32,0,29,16,16,76.8,2,2,0
CHI-198010260phi,PHI,8 | 1980,EvanVi00,0,3,7,0,25,3,4,66.1,0,0,0
RAI-198010260rai,SEA,8 | 1980,PlunJi00,1,0,4,0,33,0,4,60.1,0,0,0
SEA-198010260rai,RAI,8 | 1980,ZornJi00,0,32,32,0,27,16,16,77.7,2,3,0
SFO-198010260sfo,TAM,8 | 1980,MontJo01,1,1,16,0,24,1,16,81.1,0,0,0
TAM-198010260sfo,SFO,8 | 1980,WillDo01,0,26,26,0,25,16,16,52.5,3,4,0
DAL-198010260dal,SDG,8 | 1980,WhitDa01,1,1,32,0,28,0,16,58.4,0,0,0
SDG-198010260dal,DAL,8 | 1980,FoutDa00,0,30,31,0,29,16,16,82.6,1,1,2
NYJ-198010270nyj,MIA,8 | 1980,ToddRi00,1,20,20,0,27,15,15,66.5,0,0,0
MIA-198010270nyj,NYJ,8 | 1980,WoodDa00,0,0,0,1,22,0,0,0.0,0,0,0
BUF-198011020buf,ATL,9 | 1980,FergJo00,1,32,32,0,30,16,16,74.4,2,3,0
ATL-198011020buf,BUF,9 | 1980,BartSt00,0,27,28,0,28,14,14,67.3,5,4,0
CIN-198011020cin,SDG,9 | 1980,AndeKe00,1,27,27,0,31,15,15,80.7,0,0,0
SDG-198011020cin,CIN,9 | 1980,FoutDa00,0,30,31,0,29,16,16,82.6,1,1,2
DET-198011020det,SFO,9 | 1980,DaniGa00,1,11,16,0,29,0,0,0.0,0,0,0
SFO-198011020det,DET,9 | 1980,DebeSt00,0,26,28,0,26,15,16,73.1,1,1,0
KAN-198011020kan,CLT,9 | 1980,FullSt00,1,12,16,0,23,12,16,55.8,0,1,0
CLT-198011020kan,KAN,9 | 1980,JoneBe00,0,7,7,0,29,4,4,67.4,2,2,0
PIT-198011020pit,GNB,9 | 1980,BradTe00,1,32,32,0,32,16,16,77.0,4,4,1
GNB-198011020pit,PIT,9 | 1980,DickLy00,0,3,5,0,31,3,5,71.7,0,0,0
TAM-198011020tam,NYG,9 | 1980,WillDo01,1,26,26,0,25,16,16,52.5,3,4,0
NYG-198011020tam,TAM,9 | 1980,SimmPh00,0,11,12,0,25,11,12,66.0,0,0,0
CRD-198011020crd,DAL,9 | 1980,HartJi00,1,28,29,0,36,13,14,55.2,1,1,0
DAL-198011020crd,CRD,9 | 1980,WhitDa01,0,1,32,0,28,0,16,58.4,0,0,0
DEN-198011020den,OTI,9 | 1980,MortCr00,1,23,28,0,37,10,14,70.6,1,3,0
OTI-198011020den,DEN,9 | 1980,StabKe00,0,32,32,0,35,16,16,82.2,1,1,0
NWE-198011020nwe,NYJ,9 | 1980,GrogSt00,1,32,32,0,27,16,16,77.4,1,1,0
NYJ-198011020nwe,NWE,9 | 1980,ToddRi00,0,20,20,0,27,15,15,66.5,0,0,0
RAI-198011020rai,MIA,9 | 1980,PlunJi00,1,0,4,0,33,0,4,60.1,0,0,0
MIA-198011020rai,RAI,9 | 1980,WoodDa00,0,0,0,1,22,0,0,0.0,0,0,0
RAM-198011020ram,NOR,9 | 1980,FerrVi00,1,5,17,0,26,5,8,49.0,0,0,0
NOR-198011020ram,RAM,9 | 1980,MannAr00,0,32,32,0,31,16,16,75.6,0,0,1
SEA-198011020sea,PHI,9 | 1980,ZornJi00,1,32,32,0,27,16,16,77.7,2,3,0
PHI-198011020sea,SEA,9 | 1980,JawoRo00,0,32,32,0,29,16,16,76.8,2,2,0
WAS-198011020was,MIN,9 | 1980,TheiJo00,1,30,32,0,31,16,16,83.9,3,4,0
MIN-198011020was,WAS,9 | 1980,DilsSt00,0,0,0,1,25,0,0,0.0,0,0,0
CLE-198011030cle,CHI,9 | 1980,SipeBr00,1,32,32,0,31,16,16,73.4,5,7,0
CHI-198011030cle,CLE,9 | 1980,EvanVi00,0,3,7,0,25,3,4,66.1,0,0,0
CHI-198011090chi,WAS,10 | 1980,EvanVi00,1,3,7,0,25,3,4,66.1,0,0,0
WAS-198011090chi,CHI,10 | 1980,TheiJo00,0,30,32,0,31,16,16,83.9,3,4,0
NYG-198011090nyg,DAL,10 | 1980,SimmPh00,1,11,12,0,25,11,12,66.0,0,0,0
DAL-198011090nyg,NYG,10 | 1980,WhitDa01,0,1,32,0,28,0,16,58.4,0,0,0
TAM-198011090tam,PIT,10 | 1980,WillDo01,1,26,26,0,25,16,16,52.5,3,4,0
PIT-198011090tam,TAM,10 | 1980,BradTe00,0,32,32,0,32,16,16,77.0,4,4,1
CLT-198011090clt,CLE,10 | 1980,JoneBe00,1,7,7,0,29,4,4,67.4,2,2,0
CLE-198011090clt,CLT,10 | 1980,SipeBr00,0,32,32,0,31,16,16,73.4,5,7,0
CRD-198011090crd,ATL,10 | 1980,HartJi00,1,28,29,0,36,13,14,55.2,1,1,0
ATL-198011090crd,CRD,10 | 1980,BartSt00,0,27,28,0,28,14,14,67.3,5,4,0
GNB-198011090gnb,SFO,10 | 1980,DickLy00,1,3,5,0,31,3,5,71.7,0,0,0
SFO-198011090gnb,GNB,10 | 1980,DebeSt00,0,26,28,0,26,15,16,73.1,1,1,0
MIN-198011090min,DET,10 | 1980,KramTo00,1,16,20,0,25,16,16,69.3,3,3,0
DET-198011090min,MIN,10 | 1980,DaniGa00,0,11,16,0,29,0,0,0.0,0,0,0
NOR-198011090nor,PHI,10 | 1980,MannAr00,1,32,32,0,31,16,16,75.6,0,0,1
PHI-198011090nor,NOR,10 | 1980,JawoRo00,0,32,32,0,29,16,16,76.8,2,2,0
