p_id,name,position
SmitPr00,Preston Smith,DE
GrimXa00,Xavier Grimble,TE
LawsCa00,Carl Lawson,DE
HallDe99,DeAngelo Hall,DB
TaylDe00,Devin Taylor,DE
WillMa22,Mario Williams,DE
GrahBr99,Brandon Graham,DE
SmitMa02,Malcolm Smith,OLB
BurnMo99,Morgan Burnett,DB
PalmCa00,Carson Palmer,QB
BlouLe00,LeGarrette Blount,RB
MercWh00,Whitney Mercilus,DE
RuckFr99,Frostee Rucker,DE
YounLo00,Lou Young,CB
ElliBr00,Bruce Ellington,WR
HigbTy00,Tyler Higbee,TE
LeexSe99,Sean Lee,LB
PaceCa20,Calvin Pace,DE
BassDa00,David Bass,DE
JoynLa00,Lamarcus Joyner,CB
SmitSe99,Sean Smith,DB
LangKe98,Kendall Langford,DE
SquaDa00,Damion Square,DE
AlexKw00,Kwon Alexander,OLB
ShirJo00,Josh Shirley,DE
JoneDo02,Don Jones,SS
GordMe00,Melvin Gordon,RB
MattCl99,Clay Matthews,LB
MeliOb00,Obi Melifonwu,SS
WilcJ.00,J.J. Wilcox,S
CollLa00,Landon Collins,SS
BarrMa00,Mark Barron,LB
GrimJo01,Jonathan Grimes,RB
GreeLa00,Ladarius Green,TE
JennGr00,Greg Jennings,WR
LinsCo00,Corey Linsley,C
FortL.00,L.J. Fort,LB
RobiAl02,Allen Robinson,WR
PipkLe00,Lenzy Pipkins,CB
JacoTr00,Tramain Jacobs,DB
McEvTa01,Tanner McEvoy,WR
SmitDJ00,D'Joun Smith,CB
SkriBu00,Buster Skrine,DB
ChunPa99,Patrick Chung,DB
DossLo00,Lorenzo Doss,CB
PierMi00,Michael Pierce,DT
JoneCa01,Cardale Jones,QB
WillAa00,Aaron Williams,DB
ClayKa00,Kaelin Clay,WR
BoshMa00,Matthew Bosher,P
WrigKe01,Kendall Wright,WR
MumpKe00,Keith Mumphery,WR
AddiBr01,Bralon Addison,RB
JoneCh03,Chandler Jones,DE
HeenBe00,Ben Heeney,ILB
CarrAl99,Alex Carrington,DE
RomoTo00,Tony Romo,QB
HighTi00,Tim Hightower,RB
CashJe00,Jeremy Cash,SS
JohnCh08,Charles Johnson,WR
RileDu00,Duke Riley,OLB
JackFr02,Fred Jackson,RB
HumpAd00,Adam Humphries,WR
HogaKr00,Krishawn Hogan,WR
TrusJa99,Jason Trusnik,DE
BrisJa00,Jacoby Brissett,QB
ClemCo00,Corey Clement,RB
OlivBr01,Branden Oliver,RB
CurrJu00,Justin Currie,S
SullJo24,John Sullivan,C
FordRu00,Rudy Ford ,S
JohnJe02,Jeron Johnson,DB
TullSt20,Stephen Tulloch,LB
SmitSt01,Steve Smith Sr.,WR
RandDa00,Damarious Randall,FS
BentBi00,Bill Bentley,CB
HumbRa00,Ramon Humber,LB
McCaBo01,Bobby McCain,CB
JoneAb00,Abry Jones,DT
MurrPa01,Patrick Murray,K
McClSt01,Stefan McClure,S
HullMi01,Mike Hull,ILB
KingDe00,Deon King,LB
SendAn00,Andrew Sendejo,DB
ColeKu99,Kurt Coleman,LB
TannAl00,Alex Tanney,QB
MataTy00,Tyler Matakevich,ILB
ManzJo00,Johnny Manziel,QB
HopkDu00,Dustin Hopkins,K
UngaUa00,Uani Unga,LB
MoodNi00,Nick Moody,OLB
janikseb01,Sebastian Janikowski,K
SancMa00,Mark Sanchez,QB
TherRo00,Robenson Therezie,SS
OgunLa00,Larry Ogunjobi,DT
JenkRa00,Rayshawn Jenkins,FS
BoylNi00,Nick Boyle,TE
MaddTr01,Tre Madden,RB
SmalWe00,Wendell Smallwood,RB
TousFi00,Fitzgerald Toussaint,RB
HendEr99,Erin Henderson,LB
AutrDe00,Denico Autry,DE
MomaIf00,Ifeanyi Momah,WR
ElliRh00,Rhett Ellison,FB
EvanJo00,Josh Evans,FS
HarbCl00,Clay Harbor,TE
NorwJo00,Jordan Norwood,WR
NixxRo01,Roosevelt Nix,FB
RichPa01,Paul Richardson,WR
AdamPh00,Phillip Adams,DB
OlawJa00,Jamize Olawale,FB
GlenMi00,Mike Glennon,QB
AbduAm00,Ameer Abdullah,RB
CartCh00,Chris Carter,DL
WardCh00,Channing Ward,DE
FedeTe00,Terrence Fede,DE
LoftCu99,Curtis Lofton,LB
McKeLe99,Leodis McKelvin,DB
DaviVe00,Vernon Davis,TE
KerlJe00,Jeremy Kerley,WR
WillKa01,Karlos Williams,RB
HaynJa00,Jarryd Hayne,RB
DevaSe00,Seth Devalve,TE
SmitJa05,Jaylon Smith,OLB
ReyeKe00,Kendall Reyes,DT
AndeJa21,James Anderson,LB
SmitTe01,Telvin Smith,ILB
MannPe00,Peyton Manning,QB
MattRi00,Rishard Matthews,WR
ThomBr01,Brandon Thompson,DT
SimoDe00,Deon Simon,NT
RyanLo00,Logan Ryan,CB
HaywCa00,Casey Hayward,DB
SmitRo06,Rod Smith,RB
WillTr03,Trey Williams,RB
DePaAn00,Andrew DePaola,LS
CorrKa00,Kamalei Correa,OLB
KennDe00,Devon Kennard,OLB
ThunJo00,Joe Thuney,OG
DixoBr00,Brandon Dixon,CB
SendLy20,Lyle Sendlein,C
JohnRa98,Rashad Johnson,DB
McCrDa00,Danny McCray,DB
RobyBr00,Bradley Roby,CB
LaurJa99,James Laurinaitis,LB
DaviAu00,Austin Davis,QB
EscoGa00,Gavin Escobar,TE
WatsBe00,Ben Watson,TE
HarrCl20,Clark Harris,TE
TretJC00,J.C. Tretter,OG
CoheTa00,Tarik Cohen,RB
HartDe01,Derek Hart,LS
MoeaTo00,Tony Moeaki,TE
PattCo00,Cordarrelle Patterson,WR
HeywCa01,Cameron Heyward,DE
RudoTr00,Travis Rudolph,WR
PerrJo01,Joshua Perry,OLB
McCoJa99,Jason McCourty,DB
PeteAd01,Adrian Peterson,RB
ArmsRa01,Ray-Ray Armstrong,LB
BeyeBr00,Brennen Beyer,LB
MoslC.20,C.J. Mosley,DT
WillKa02,Kasen Williams,WR
JoneCh09,Chris Jones,DT
EricAl01,Alex Erickson,WR
EdwaBe00,Ben Edwards,WR
ElliJa01,Javien Elliott,CB
McCaA.00,A.J. McCarron,QB
ConnJa00,James Conner,RB
RollJu00,Jumal Rolle,CB
MayeMa00,Marcus Maye,FS
DaniMi00,Mike Daniels,DT
DaviKn00,Knile Davis,RB
ColeDe00,Derrick Coleman,RB
TaylTa00,Taywan Taylor,WR
RobeMa00,Marcus Roberson,CB
RochIs00,Isaac Rochell,DE
ClevAs00,Asante Cleveland,TE
DeayDo01,Donte Deayon,DB
McCaMa01,Max McCaffrey,WR
ColeBr00,Brandon Coleman,WR
ReedTr00,Trovon Reed,CB
TeoxMa00,Manti Te'o,ILB
StepSh00,Shamar Stephen,DT
KamaUf00,Ufomba Kamalu,DE
MartGa00,Gabe Martin,LB
ForbKa00,Kai Forbath,K
PoexDo00,Dontari Poe,DT
McCaCh00,Chris McCain,LB
PeppJu99,Julius Peppers,DE
JoneDa04,DaQuan Jones,DT
BowmZa20,Zackary Bowman,DB
AndeCo01,Colt Anderson,DB
StalJo20,Joe Staley,T
GainPh00,Phillip Gaines,CB
EverDe01,Deshazor Everett,CB
HannJa00,James Hanna,TE
PetePa00,Patrick Peterson,CB
WernBj00,Bjoern Werner,DE
JoneLa02,Landry Jones,QB
HeywDa00,Darrius Heyward-Bey,WR
HalxAn00,Andre Hal,CB
RayxSh00,Shane Ray,DE
DillK.00,K.J. Dillon,S
HubeKe20,Kevin Huber,P
RiceDe00,Denzel Rice,DB
ButlBr00,Brice Butler,WR
DaviRy00,Ryan Davis,DE
RankSh00,Sheldon Rankins,DT
SwaiGe00,Geoff Swaim,TE
JoseKa00,Karl Joseph,SS
RobiDe01,Demarcus Robinson,WR
GoodDe00,Demetri Goodson,CB
PaulLo00,Logan Paulsen,TE
DaniOw00,Owen Daniels,TE
HollJa03,Jacob Hollister,TE
HennTh00,Thomas Hennessy,LS
JenkMa99,Malcolm Jenkins,DB
JohnAu01,Austin Johnson,DT
GlenCo00,Cordy Glenn,T
ValoJe00,Jeremiah Valoaga,DE
FlowBr99,Brandon Flowers,DB
HarrJo02,Josh Harris,LS
JameCh00,Charles James,CB
BennMi99,Michael Bennett,DE
OverMa00,Matt Overton,LS
AdamMi02,Mike Adams,OT
OttxTy00,Tyler Ott,LS
TrayAu00,Austin Traylor,TE
WeedBr00,Brandon Weeden,QB
JackEd00,Edwin Jackson,LB
ElliJa03,Jake Elliott ,K
WillMa04,Maxx Williams,TE
CockRo00,Ross Cockrell,CB
CarrLe00,Leonte Carroo,WR
KaepCo00,Colin Kaepernick,QB
CunnJe00,Jerome Cunningham,TE
SoliPa99,Paul Soliai,DT
WoodRo02,Robert Woods,WR
GuntLa00,Ladarius Gunter,CB
WaltLe00,Leterrius Walton,DT
BernGi00,Giovani Bernard,RB
VigiZa00,Zach Vigil,ILB
KernBr20,Brett Kern,P
LovaRi00,Rick Lovato,LS
GrahT.00,T.J. Graham,WR
DougHa00,Harry Douglas,WR
WillLu00,Luke Willson,TE
AyerAk00,Akeem Ayers,LB
BoydTy00,Tyler Boyd,WR
DobbDe00,Demarcus Dobbs,DE
RiddTh00,Theo Riddick,RB
KingDe01,Desmond King,FS
BarwCo99,Connor Barwin,DE
WillDa99,Dan Williams,DT
SealRi00,Ricky Seals-Jones,WR
SheaJa00,Jabaal Sheard,DL
BarnTi01,Tim Barnes,C
RobiJo01,Josh Robinson,CB
VogeJu00,Justin Vogel,P
AlexD.00,D.J. Alexander,OLB
SmelDe00,DeAndre Smelter,WR
TaylCo01,Cooper Taylor,SS
IlokGe00,George Iloka,FS
WillJo07,Jonathan Williams,RB
FourLe00,Leonard Fournette,RB
JacoBe00,Ben Jacobs,LB
McFaKi00,Kimario McFadden,S
JackTy98,Tyson Jackson,DE
WatfEa00,Earl Watford,OG
KittGe00,George Kittle,TE
MoatAr00,Arthur Moats,LB
JohnDa05,David Johnson,TE
SchoJo00,Joe Schobert,OLB
TripJo00,Jordan Tripp,OLB
WillCh05,Chad Williams,WR
BrowJa05,Jatavis Brown,OLB
NickHa01,Hakeem Nicks,WR
McCrJu00,Justin McCray,G
PennDo20,Donald Penn,T
PettBr01,Bryce Petty,QB
ShepSt00,Sterling Shepard,WR
HamiCo00,Cobi Hamilton,WR
EbukSa00,Samson Ebukam,OLB
HewiNe00,Neville Hewitt,LB
RawlTh00,Thomas Rawls,RB
FreeJo01,Jonathan Freeny,DE
FullWi01,Will Fuller,WR
HankLe00,Leonard Hankerson,WR
JohnLa01,Lane Johnson,OT
WeatSe99,Sean Weatherspoon,LB
GoldBr00,Brittan Golden,WR
DobsAa00,Aaron Dobson,WR
BiggE.99,E.J. Biggers,DB
AikeWa00,Walt Aikens,CB
ChanKa99,Kam Chancellor,DB
HuntKa00,Kareem Hunt,RB
BrowJa06,Jayon Brown,ILB
MasoSh01,Shaq Mason,G
KeenCa00,Case Keenum,QB
DayxSh00,Sheldon Day,DT
KerrZa00,Zach Kerr,NT
VaccKe00,Kenny Vaccaro,FS
DoziDa00,Dakota Dozier,OT
SturCa00,Caleb Sturgis,K
HiltMi01,Mike Hilton,CB
CasiJo99,Jonathan Casillas,LB
TappCh00,Charles Tapper,DE
MarsJa01,Jalin Marshall,WR
TerrSt00,Steven Terrell,DB
WillCa99,Cary Williams,DB
WilsJe00,Bobo Wilson,WR
GedeBe00,Ben Gedeon,ILB
JohnIs01,Isaiah Johnson,DB
SmitJi03,Jimmy Smith,CB
HawtDa20,David Hawthorne,LB
MincJe99,Jeremy Mincey,DE
SiemTr00,Trevor Siemian,QB
RossRa00,Rashad Ross,WR
BlytAu00,Austin Blythe,C
FergRe00,Reid Ferguson,LS
PratMa20,Matt Prater,K
ReedJo02,Jordan Reed,TE
BarnAd01,Adairius Barnes,CB
CousKi00,Kirk Cousins,QB
DawkDi00,Dion Dawkins,OG
SherRi00,Richard Sherman,DB
MiddDo01,Doug Middleton,S
AwuzCh00,Chidobe Awuzie,CB
BarrLa00,Lamin Barrow,ILB
WoodAl99,Al Woods,DT
FairKa01,Ka'imi Fairbairn,K
AndeC.00,C.J. Anderson,RB
RobeRo00,Roy Robertson-Harris,DE
NuneRa00,Rakeem Nunez-Roches,DT
LeviAn00,Anthony Levine,S
ZennZa00,Zach Zenner,RB
DoctJo00,Josh Doctson,WR
LemoCo00,Corey Lemonier,OLB
HeueJe00,Jeff Heuerman,TE
AnthSt00,Stephone Anthony,ILB
RandRu00,Rueben Randle,WR
FresNo00,Nolan Frese,LS
MackMa00,Marlon Mack,RB
OrrxZa00,Zach Orr ,LB
BoweSt20,Stephen Bowen,DE
PryoCa00,Calvin Pryor,FS
SchwBr00,Brian Schwenke,C
BrooAh21,Ahmad Brooks,LB
BateHo00,Houston Bates,OLB
HerrDa00,Dan Herron,RB
ProsC.00,C.J. Prosise,RB
JoneDo01,Dominique Jones,TE
StafDa00,Daimion Stafford,FS
TaylTr02,Trent Taylor,WR
ElstTr01,Trae Elston,DB
KizeDe00,DeShone Kizer,QB
TrawBr00,Brynden Trawick,S
DaviTo01,Todd Davis,LB
WestDe00,Dede Westbrook,WR
LammKe00,Kendall Lamm,T
nugenmik01,Mike Nugent,K
PeadIs00,Isaiah Pead,RB
SimoSc00,Scott Simonson,TE
FostD.01,D.J. Foster,RB
BravDa00,Daniel Braverman,WR
TukuWi00,Will Tukuafu,DT
PoweWa00,Walt Powell,WR
MisiKo99,Koa Misi,LB
WillTe00,Teddy Williams,CB
KindDe00,Derrick Kindred,SS
JennRa00,Rashad Jennings,RB
FishJa00,Jake Fisher,OT
IrviBr00,Bruce Irvin,DE
EagaEd00,Ed Eagan,WR
DentAk00,Akeem Dent,LB
AluaTy99,Tyson Alualu,DT
SandEm00,Emmanuel Sanders,WR
FielCa00,Carlos Fields,LB
HaveRo00,Rob Havenstein,OT
CrawTy00,Tyrone Crawford,DE
HoomMi00,Michael Hoomanawanui,TE
HallDe02,Deiondre' Hall,CB
MarsNi00,Nick Marshall,CB
DiMaPa00,Patrick DiMarco,FB
CarrRy00,Ryan Carrethers,DT
LambJo00,Josh Lambo,K
BerhNa00,Nat Berhe,SS
GoldEd00,Eddie Goldman,DT
LuanSh00,Shalom Luani,SS
BarnKe00,Kenjon Barner,RB
GrifRy00,Ryan Griffin,TE
StafMa00,Matthew Stafford,QB
GoffJa00,Jared Goff,QB
GabbBl00,Blaine Gabbert,QB
WebbBW00,B.W. Webb,CB
CareKa00,Ka'Deem Carey,RB
BellJo02,Josh Bellamy,WR
ThomJ.02,J.T. Thomas,LB
BryaAr00,Armonty Bryant,DE
GainCh00,Charles Gaines,CB
WindMi00,Mike Windt,C
KaliMa00,Matt Kalil,OT
OdomCh00,Chris Odom,DE
JohnCa01,Cam Johnson,DE
DaviCo02,Cody Davis,S
JohnDu00,Duke Johnson,RB
EbroEr00,Eric Ebron,TE
CataMi00,Mike Catapano,DE
McKiJ.00,J.D. McKissic,WR
LogaBe00,Bennie Logan,DT
DuprAl00,Bud Dupree,DE
JohnLe03,Leonard Johnson,CB
GilbWa00,Wallace Gilberry,DE
BrowBl00,Blair Brown,ILB
ShelDe00,Derrick Shelby,DE
CampCa99,Calais Campbell,DE
CarpJa00,James Carpenter,LG
KuhnJo00,John Kuhn,FB
StewTo01,Tony Steward,OLB
WilsC.98,C.J. Wilson,DE
NgatHa20,Haloti Ngata,DT
WillTy00,Tyrell Williams,WR
BostBr00,Brandon Bostick,TE
KamaAl00,Alvin Kamara,RB
WheaMa00,Markus Wheaton,WR
SweaDJ00,D.J. Swearinger,FS
HowsJu00,Julian Howsare,FB
AmosAd00,Adrian Amos,FS
SantCa01,Cairo Santos,K
ForeDO00,D'Onta Foreman,RB
DerbA.00,A.J. Derby,TE
HiltT.00,T.Y. Hilton,WR
HowaAu20,Austin Howard,T
EvanMa00,Marwin Evans,S
KreiCa00,Casey Kreiter,LS
BarbPe01,Peyton Barber,RB
RoetBe00,Ben Roethlisberger,QB
CassMa00,Matt Cassel,QB
BrowDa04,Daniel Brown,TE
WilsRu00,Russell Wilson,QB
AlexMa00,Maurice Alexander,SS
GeorJe01,Jeremiah George,ILB
MauaRe99,Rey Maualuga,LB
WatkJa01,Jaylen Watkins,CB
CoylBr00,Brock Coyle,LB
JohnIs00,Isaiah Johnson,S
SmitAn01,Antone Smith,RB
OnwuJa00,James Onwualu,OLB
JoseLi99,Linval Joseph,DT
GrugKa00,Kamu Grugier-Hill,OLB
BrowMa01,Malcom Brown,DT
AlleJo01,Jonathan Allen,DT
WrigSh00,Shareece Wright,DB
FlemDa00,Darius Fleming,OLB
BreiMa00,Matt Breida,RB
FiedC.00,C.J. Fiedorowicz,TE
MitcMa01,Malcolm Mitchell,WR
DoylJa00,Jack Doyle,TE
WilsMa02,Marquess Wilson,WR
PerrDe00,Denzel Perryman,ILB
FreeDw00,Dwight Freeney,DE
McCoCo00,Colt McCoy,QB
PaysSp00,Spencer Paysinger,LB
BibbKa00,Kapri Bibbs,RB
ShahAd00,Adam Shaheen,TE
BarrSa00,Sam Barrington,ILB
PaeaSt00,Stephen Paea,DT
LattJa00,Jamari Lattimore,LB
OmamPa00,Patrick Omameh,G
LineZa01,Zach Line,FB
ElleDa99,Dannell Ellerbe,LB
MoorWi99,William Moore,DB
MathRi99,Ricardo Mathews,DT
KingTa00,Tavarres King,WR
TregBr00,Bryce Treggs,WR
BoykBr00,Brandon Boykin,CB
EkelAu00,Austin Ekeler,RB
MorrAl00,Alfred Morris,RB
DaviVo99,Vontae Davis,DB
HuffJo00,Josh Huff,WR
GlasRy00,Ryan Glasgow,DT
KrugPa99,Paul Kruger,DE
NelsRo00,Robert Nelson,FS
WoodXa01,Xavier Woodson-Luster,LB
WrigSc00,Scooby Wright III,ILB
DennJo20,John Denney,DE-C
AlonKi00,Kiko Alonso,ILB
LongMa00,Matt Longacre,DE
GreeTi00,Tion Green,RB
JohnMa06,Malcolm Johnson,FB
PerrSe00,Senorise Perry,RB
GreeT.00,T.J. Green,FS
StanJu00,Julian Stanford,LB
AndrDa00,David Andrews,C
SupePh00,Phillip Supernaw,TE
TappDa20,Darryl Tapp,DE
JoneMa04,Matt Jones,RB
BrowVi00,Vincent Brown,WR
GanoGr44,Graham Gano,K
HageBr00,Bryce Hager,ILB
barthco01,Connor Barth,K
CunnBe01,Benny Cunningham,RB
JudoMa00,Matt Judon,DE
WillMi06,Michael Williams,TE
WebsLa00,Larry Webster,DE
TreaLa00,Laquon Treadwell,WR
JohnJo10,John Johnson,S
FlowMa00,Marquis Flowers,OLB
TaylSt00,Stepfan Taylor,RB
LaneJe00,Jeremy Lane,CB
BoweTa00,Tashawn Bower,OLB
DaltAn00,Andy Dalton,QB
McCrLe01,Lerentee McCray,LB
JoneDo21,Donnie Jones,P
JackDe00,DeSean Jackson,WR
PhilJo01,Jordan Phillips,DT
ProsCh00,Chris Prosinski,DB
WhitJa02,James White,RB
JackKa99,Kareem Jackson,DB
PettBr00,Brandon Pettigrew,TE
OgbaEm00,Emmanuel Ogbah,DE
JoneJo06,Josh Jones,S
MoorCo00,Corey Moore,S
BranAn00,Andre Branch,DE
PeppJa00,Jabrill Peppers,SS
LedbJe00,Jeremiah Ledbetter,DT
ElliJa02,Jayrone Elliott,LB
MeekJo01,Jonathan Meeks,S
BarnDe01,Derek Barnett,DE
CartBr00,Bruce Carter,LB
AndeSt01,Stephen Anderson,TE
GranJa00,Jakeem Grant,WR
KearFr00,Frank Kearse,DT
WattDe00,Derek Watt,FB
RyanMa00,Matt Ryan,QB
PierJa99,Jason Pierre-Paul,DE
ClarCh21,Chris Clark,T
HarrNi00,Nigel Harris,OLB
WilhMi00,Michael Wilhoite,LB
WillIa00,Ian Williams,DT
HamiJu00,Justin Hamilton,DT
GrimBr20,Brent Grimes,DB
StroJa01,Jaelen Strong,WR
StucDa20,Darrell Stuckey,S
gouldrob01,Robbie Gould,K
RichSh00,Sheldon Richardson,DT
NealLe00,Lewis Neal,DE
ThomJu00,Julius Thomas,TE
WinnBi00,Billy Winn,DT
JackSt00,Steven Jackson,RB
TaylJo01,Jordan Taylor,WR
GoodMa00,Marquise Goodwin,WR
BushDe00,Deon Bush,FS
JordDi00,Dion Jordan,DE
WillDe04,DeShawn Williams,DT
RobeDa00,Darryl Roberts,CB
ThomEa99,Earl Thomas,DB
novaknic01,Nick Novak,K
BradAh00,Ahmad Bradshaw,RB
LeacMi00,Mike Leach,TE
SuccRy44,Ryan Succop,K
BrooTe00,Terrence Brooks,FS
ThieAd00,Adam Thielen,WR
OnwuPa00,Patrick Onwuasor,LB
DunlCa99,Carlos Dunlap,DE
MingBa00,Barkevious Mingo,OLB
ParkWi01,Will Parks,S
LockTy00,Tyler Lockett,WR
WeddEr99,Eric Weddle,DB
JoneJa04,James Jones,WR
PeteMa00,Marcus Peters,CB
HallLe98,Leon Hall,DB
EvanJu00,Justin Evans,S
MillJo04,John Miller,OG
SmitGe00,Geno Smith,QB
FrazKa00,Kavon Frazier,FS
SmitHa00,Harrison Smith,FS
StevCr00,Craig Stevens,TE
WadeTr00,Trevin Wade,CB
BricKe00,Kentrell Brice,S
HairNa00,Nate Hairston,CB
CowsJa00,James Cowser,LB
HenrWi00,Willie Henry,DT
ScalPa00,Patrick Scales,LS
MilaMa00,Matt Milano,OLB
HartBr00,Brian Hartline,WR
WillKy20,Kyle Williams,DT
EifeTy00,Tyler Eifert,TE
BrowAn02,Anthony Brown,CB
KeyeJo00,Josh Keyes,LB
SmitAl02,Alex Smith,TE
CadeTr00,Travaris Cadet,RB
WentCa00,Carson Wentz,QB
SefeAu00,Austin Seferian-Jenkins,TE
SkinDe00,Deontae Skinner,LB
ThurWa99,Walter Thurmond,DB
ArmaAl00,Alex Armah,FB
McFaLe00,Leon McFadden,CB
SharTa00,Tajae Sharpe,WR
WilsQu01,Quincy Wilson,CB
BowsTy00,Tyus Bowser,OLB
HillJo01,Jordan Hill,DT
WilkMu00,Muhammad Wilkerson,DT
WillVi01,Vince Williams,ILB
UpshCo00,Courtney Upshaw,OLB
BausDe00,De'Vante Bausby,DB
BarrSh00,Shaquil Barrett,OLB
MarlDe00,Dean Marlowe,S
TimmLa99,Lawrence Timmons,LB
LippTo00,Tony Lippett,WR
WalkCa00,Casey Walker,DT
ManhCh00,Chris Manhertz,TE
SmitLe00,Lee Smith,TE
WagnRi00,Ricky Wagner,OT
BrooRo01,Ron Brooks,CB
NewtDe00,Derek Newton,T
BrowNo00,Noah Brown,WR
GresJe00,Jermaine Gresham,TE
WhitMy00,Myles White,WR
YateT.00,T.J. Yates,QB
MaugJo00,Josh Mauga,LB
ButlVe00,Vernon Butler,DT
HoslJa00,Jayron Hosley,CB
LawsNe00,Nevin Lawson,CB
PinkLa00,Larry Pinkard,WR
HuntMa00,Margus Hunt,DE
AndrAn00,Antonio Andrews,RB
SmitAn22,Antonio Smith,DE
NeasSh00,Sharrod Neasman,S
WortJe00,Jerel Worthy,DT
LeexEr00,Eric Lee,LB
DougRa00,Rasul Douglas,CB
HiggRa00,Rashard Higgins,WR
MunsCa00,Calvin Munson,OLB
MoorDe02,Denarius Moore,WR
JackBr04,Branden Jackson,DE
StilKe00,Kenny Stills,WR
ByrdJa99,Jairus Byrd,DB
ColqBr00,Britton Colquitt,P
BarsBr00,Brad Bars,DE
RainBo00,Bobby Rainey,RB
MageCr00,Craig Mager,CB
AddiMa00,Mario Addison,DE
DempQu99,Quintin Demps,DB
TurbRo00,Robert Turbin,RB
McBrTr00,Tre McBride,WR
JonePa20,Adam Jones,DB
MarsCa00,Cassius Marsh,DE
MillHe00,Heath Miller,TE
CoopAm00,Amari Cooper,WR
RichJo00,Jordan Richards,SS
FishEr00,Eric Fisher,OT
GodcDa00,Davon Godchaux,DT
IhedJa00,James Ihedigbo,DB
MoorLa00,Lance Moore,WR
KearJa00,Jayron Kearse,SS
WilbKy00,Kyle Wilber,OLB
GragCh00,Chris Gragg,TE
JohnSt00,Steve Johnson,WR
NickHa02,Hardy Nickerson,ILB
HalaJo00,Jon Halapio,OG
RivePh00,Philip Rivers,QB
MariMa00,Marc Mariani,WR
BrutDa99,David Bruton,DB
BridTe00,Teddy Bridgewater,QB
ButlAd00,Adam Butler,DT
CoffCh00,Chase Coffman,TE
DesiPi00,Pierre Desir,CB
JohnSt02,Steven Johnson,LB
JoneSe01,Seantavius Jones,WR
TillCh20,Charles Tillman,DB
ReedBe01,Bernard Reedy,WR
KlugKa00,Karl Klug,DL
HogaCh00,Chris Hogan,WR
MelvRa00,Rashaan Melvin,CB
BellJo01,Joique Bell,RB
SundNi00,Nick Sundberg,C
HuntAk01,Akeem Hunt,RB
LearRo00,Ronald Leary,G
BrinBe00,Beau Brinkley,LS
JohnTr05,Trumaine Johnson,CB
SmarTa00,Tanzel Smart,DT
RamsJa00,Jalen Ramsey,CB
CaldAn00,Andre Caldwell,WR
WeemEr00,Eric Weems,WR
ThomDe04,Deonte Thompson,WR
WoodAn02,Antwaun Woods,NT
JoneAa00,Aaron Jones,RB
MaxwBy00,Byron Maxwell,DB
DaviJu00,Justin Davis,RB
BrowZa00,Zach Brown,OLB
NortBr00,Brad Nortman,P
ToilLe00,Levine Toilolo,TE
NassRy00,Ryan Nassib,QB
FellDa01,Darren Fells,TE
BlacAn00,Angelo Blackson,DT
CrosAl00,Alan Cross,TE
ReynEd00,Ed Reynolds,FS
HammFr00,Frankie Hammond,WR
FredTr00,Travis Frederick,C
BurnAr00,Artie Burns,CB
WrehBl00,Blidi Wreh-Wilson,CB
ColeTr01,Trevon Coley,DL
LansDa00,Danny Lansanah,LB
McNaJo00,Josh McNary,LB
ReedKa00,Kalan Reed,CB
ShorCe00,Cecil Shorts,WR
PresGi00,Gimel President,DE
BryaCo00,Corbin Bryant,DE
JoneJa03,Jacoby Jones,WR
JohnAn02,Andre Johnson,WR
ElliJu01,Justin Ellis,DT
LaneJo00,Jorvorskie Lane,FB
MurrEr00,Eric Murray,CB
GarcMa00,Max Garcia,C
MurpTr00,Trent Murphy,DE
CarrCo00,Tank Carradine,DE
GregRa00,Randy Gregory,DE
OlseGr00,Greg Olsen,TE
HamlCo01,Connor Hamlett,TE
AnsaEz00,Ezekiel Ansah,DE
KingMa00,Marquette King,P
PhilAd00,Adrian Phillips,DB
WhitD.00,D.J. White,CB
HarrDe03,Demetrius Harris,TE
GerrNa00,Nathan Gerry,SS
ParkBr00,Brian Parker,TE
SensCo00,Coty Sensabaugh,CB
ChanSc00,Scott Chandler,TE
HassMa00,Matt Hasselbeck,QB
ShazRy00,Ryan Shazier,OLB
PoweBi00,Bilal Powell,RB
PeriJu00,Justin Perillo,TE
DeCaDa00,David DeCastro,G
CollAl00,Alex Collins,RB
ColeKe00,Keelan Cole,WR
McClSh00,Shea McClellin,DE
HenrDe00,Derrick Henry ,RB
WisnSt01,Stefen Wisniewski,LG
CoxxMo00,Morgan Cox,C
ToomKo00,Korey Toomer,ILB
HazeMa01,Matt Hazel,WR
SpenNo00,Noah Spence,DE
MaggCu00,Curt Maggitt,OLB
MillZa02,Zach Miller,TE
RobeCr00,Craig Robertson,LB
BranTy99,Tyvon Branch,DB
FreeDe00,Devonta Freeman,RB
WolfDe00,Derek Wolfe,DT
CruzVi00,Victor Cruz,WR
BerrJo00,Jordan Berry,P
PeloCl00,Claude Pelon,DE
MurpLo00,Louis Murphy,WR
ArmsAr01,Arik Armstead,DE
HawlJo20,Joe Hawley,G
ElliKe01,Kenrick Ellis,DL
WelkWe00,Wes Welker,WR
HoopAu00,Austin Hooper,TE
GrahJi00,Jimmy Graham,TE
WillTr05,Trevor Williams,CB
WashAd00,Adolphus Washington,DT
GaleJu00,Junior Galette,DE
BakeCh99,Chris Baker,DT
SelvGe99,George Selvie,DE
McDaTo20,Tony McDaniel,DT
CyprJo00,Johnathan Cyprien,SS
GuioLe99,Letroy Guion,DT
