p_id,name,position
BickDu00,Duane Bickett,LB
BradKy00,Kyle Brady,TE
CollMa20,Mark Collins,DB
ZoriCh20,Chris Zorich,DT
GranRu21,Rupert Grant,RB
TaylLa00,Lawrence Taylor,LB
GogaKe20,Keith Goganious,LB
BradJe20,Jeff Brady,LB
OlivWi00,Winslow Oliver,RB
HapePa00,Patrick Hape,TE-FB
RoyeOr20,Orpheus Roye,DT-DE
HartFr00,Frank Hartley,TE
DaviTy00,Tyrone Davis,TE-WR
McGeTi00,Tim McGee,WR
hansojas01,Jason Hanson,K
PritMi00,Mike Pritchard,WR
GoadTi20,Tim Goad,NT-DT
WellMi23,Mike Wells,DT
HarrMa00,Marvin Harrison,WR
ColeMa00,Marco Coleman,DE-LB
PricMi20,Mitchell Price,DB
DaviEr00,Eric Davis,DB
WorlTi00,Tim Worley,RB
KelmLa20,Larry Kelm,LB
GrutMi20,Mike Gruttadauria,C
MossBr20,Brent Moss,RB
JackWi00,Willie Jackson,WR
HardKe00,Kevin Hardy,LB
AhanCh20,Chidi Ahanotu,DE-DT
FlemCo20,Cory Fleming,WR
FarrJa99,James Farrior,LB
WrigTo20,Toby Wright,DB
BootJo20,John Booty,DB
BallHo00,Howard Ballard,T
WrigSy20,Sylvester Wright,DE-LB
KelsMa21,Mark Kelso,DB
WillDa03,Darryl Williams,DB
SmitRi00,Rico Smith,WR
SpelAl20,Alonzo Spellman,DE-DT
BarbTi00,Tiki Barber,RB
MayfCo20,Corey Mayfield,DT
marexoli01,Olindo Mare,K
SwanCh20,Charles Swann,WR
GonzTo00,Tony Gonzalez,TE
ButcPa20,Paul Butcher,LB
GrazTo00,Tony Graziani,QB
GuesTe00,Terry Guess,WR
WashJa20,James Washington,DB
FlorMi20,Mike Flores,DE
CookAn20,Anthony Cook,DE-DT
JennKe00,Keith Jennings,TE
GarcFr21,Frank Garcia,C-G
SandBa00,Barry Sanders,RB
SmitEr21,Eric Smith,WR
FranJa20,James Francis,LB
BrooBu20,Bucky Brooks,DB
CollKe00,Kerry Collins,QB
nednejoe01,Joe Nedney,K
YounLo20,Lonnie Young,DB
WillBr25,Brian Williams,C
MillHu00,Hugh Millen,QB
DrayTr00,Troy Drayton,TE
TurnMa20,Marcus Turner,DB
AbraKe20,Kevin Abrams,DB
JackRi01,Rickey Jackson,LB-DE
HillEr20,Eric Hill,LB
CritRa00,Ray Crittenden,WR
SmitJi00,Jimmy Smith,WR
WalkDe00,Derrick Walker,TE
HarrRa00,Raymont Harris,RB
JackSt22,Steve Jackson,DB
ArmsBr00,Bruce Armstrong,T-G
BrowOr20,Orlando Brown,T
MaysAl20,Alvoid Mays,DB
RussDa00,Darrell Russell,DT-DE
ThomRo00,Rodney Thomas,RB
wilkijef01,Jeff Wilkins,K
DaviDo22,Don Davis,LB
EvanVi00,Vince Evans,QB
BurrSa20,Sammie Burroughs,LB
HollDo00,Donald Hollas,QB
SharSh00,Shannon Sharpe,TE
MortJo00,Johnnie Morton,WR
JohnAn00,Anthony Johnson,RB
BennEd00,Edgar Bennett,RB
DilgKe00,Ken Dilger,TE
TanuMa20,Maa Tanuvasa,DE-DT
MoblJo20,John Mobley,LB
CuthRa20,Randy Cuthbert,RB
EppsTo20,Tory Epps,NT-DT
RoafWi00,Willie Roaf,T
ONeaBr20,Brian O'Neal,FB
ThomDa20,Damon Thomas,WR
PaleLo20,Lonnie Palelei,G-T
JoneFr01,Fred Jones,WR
ParkVa20,Vaughn Parker,T
GreePa00,Paul Green,TE
MayxDe00,Deems May,TE
AmbrAs00,Ashley Ambrose,DB
WychFr00,Frank Wycheck,TE
EthrRa20,Ray Ethridge,WR
AtkiJa20,James Atkins,T
BakeSh20,Shannon Baker,WR
MontMo20,Monty Montgomery,DB
JackCa20,Calvin Jackson,DB
MartEm20,Emanuel Martin,DB
OwenTe00,Terrell Owens,WR
SincMi00,Michael Sinclair,DE
JoneGr20,Greg Jones,LB
ShanSi20,Simon Shanks,LB
AutrDa00,Darnell Autry,RB
WilsMa20,Marcus Wilson,RB
McKiRo21,Ronald McKinnon,LB
CaldMi20,Mike Caldwell,LB
LutzDa20,Dave Lutz,T-G
WitmJo00,Jon Witman,RB
MorrHa00,Harold Morrow,FB
JoneRo26,Rondell Jones,DB
CashKe01,Kerry Cash,TE
WhitDa21,David White,LB
TupaTo20,Tom Tupa,QB-P
HansBy00,Byron Hanspard,RB
ZgonJe20,Jeff Zgonina,DT
HankMe00,Merton Hanks,DB
CasiTo20,Tony Casillas,DT-NT
EnglEr20,Eric England,DE
SherMi00,Mike Sherrard,WR
KragGr00,Greg Kragen,NT-DT
MahlEr20,Eric Mahlum,G
WillHa00,Harvey Williams,RB
WashMi20,Mickey Washington,DB
KoonGe20,George Koonce,LB
SaleDa00,Dan Saleaumua,DT-NT-DE
GrbaEl00,Elvis Grbac,QB
JackKe00,Keith Jackson,TE
FigaCe20,Cedric Figaro,LB
WillCl21,Clarence Williams,TE-RB
PierAa00,Aaron Pierce,TE
MoraTi20,Tim Morabito,DT-NT
DebeSt00,Steve DeBerg,QB
ElliMa20,Matt Elliott,G-C
JoneLe20,Lenoy Jones,LB
DeesDe20,Derrick Deese,T-G
WrigJe21,Jeff Wright,NT
DulaMi00,Mike Dulaney,RB
PhilTo00,Todd Philcox,QB
WilsBe20,Bernard Wilson,DT-NT
BurnKe21,Keith Burns,LB
StabBr00,Brian Stablein,WR
JeffPa00,Patrick Jeffers,WR
SweeJi20,Jim Sweeney,C-T-G
BrooMi01,Michael Brooks,LB
JoneCl20,Clarence Jones,T
WilnJe20,Jeff Wilner,TE
HeneBr20,Brian Henesey,RB
SpenDa20,Darryl Spencer,WR
HabiBr20,Brian Habib,G-T
SmitNe00,Neil Smith,DE
PerrMi00,Michael Dean Perry,DT-DE
WilkBr20,Bruce Wilkerson,T-G
JordTi00,Tim Jorden,TE
MoonWa00,Warren Moon,QB
FaurCh00,Christian Fauria,TE
ZomaEr20,Eric Zomalt,DB
BrooBa20,Barrett Brooks,T
HoltPi00,Pierce Holt,DE-DT
WillJe22,Jerrol Williams,LB
MilnBi21,Billy Milner,T
BlayAn20,Anthony Blaylock,DB
butlekev01,Kevin Butler,K
FoxxMi20,Mike Fox,DE-DT-NT
ThomRe00,Reyna Thompson,DB
AndeDa20,Darren Anderson,DB
BallJe00,Jerry Ball,NT-DT
JenkJa00,James Jenkins,TE
JohnLe01,LeShon Johnson,RB
GrifRo00,Robert Griffith,DB
McGiLe20,Lenny McGill,DB
SargKe20,Kevin Sargent,T
DaviKe00,Kenneth Davis,RB
ThomZa01,Zach Thomas,LB
StamFr20,Frank Stams,LB
PopsTe00,Ted Popson,TE
BergMi20,Mitch Berger,P
DalmCh20,Chris Dalman,C-G
DaviDe20,Dexter Davis,DB
ScurMi20,Mike Scurlock,DB
CallCh00,Chris Calloway,WR
BavaDa20,David Bavaro,LB
RhetEr00,Errict Rhett,RB
BeamWi20,Willie Beamon,DB
DaviJe26,Jerone Davison,RB
SimiTr20,Tracy Simien,LB
HenrKe20,Kevin Henry,DE
ReevBr00,Bryan Reeves,WR
DougHu00,Hugh Douglas,DE
CunnT.20,T.J. Cunningham,DB
DowdMa00,Marcus Dowdell,WR
WestEd00,Ed West,TE
BishGr20,Greg Bishop,G-T
RayxTe20,Terry Ray,DB
NortGa20,Gabe Northern,LB-DE
StewJa00,James Stewart,RB
PerrMa21,Marlo Perry,LB
LockKe00,Kevin Lockett,WR
HudsCh20,Chris Hudson,DB
BarnFr00,Fred Barnett,WR
LambDi20,Dion Lambert,DB
JeffHa00,Haywood Jeffires,WR
EmanBe00,Bert Emanuel,WR
RogeTr20,Tracy Rogers,LB
BaldRa00,Randy Baldwin,RB
DaviRo24,Ron Davis,DB
BuchRa00,Ray Buchanan,DB
PollMa00,Marcus Pollard,TE
WisnSt00,Steve Wisniewski,G
BaxtBr00,Brad Baxter,RB
LangJe20,Jevon Langford,DE
PahuSh20,Shane Pahukoa,DB
AragLe20,Leo Araguz,P
HarpRo20,Roger Harper,DB
LestTi00,Tim Lester,RB
JohnJo00,Johnny Johnson,RB
McDaTe00,Terry McDaniel,DB
StalRa20,Ramondo Stallings,DE
DarkCh00,Chris Darkins,DB
SmitBe21,Ben Smith,DB
BurgTo20,Todd Burger,G
JohnKe28,Kevin Johnson,DT
HortEt00,Ethan Horton,TE-RB
KellJo21,Joe Kelly,LB
HageBr20,Britt Hager,LB
WhelCr00,Craig Whelihan,QB
WillJa23,James Williams,DB
DunnJa00,Jason Dunn,TE
BankFr00,Fred Banks,WR
JohnRe00,Reggie Johnson,TE
ClanSa20,Sam Clancy,DE-DT
RathTo00,Tom Rathman,RB
RossJe00,Jermaine Ross,WR
LandSe20,Sean Landeta,P
BrowDe00,Derek Brown,TE
DuffJo20,John Duff,TE
NewsCr20,Craig Newsome,DB
McMaJi00,Jim McMahon,QB
PounDa20,Darryl Pounds,DB
SmitDe01,Dennis Smith,DB
HannTr00,Travis Hannah,WR
MixxBr20,Bryant Mix,DE
BishHa00,Harold Bishop,TE
ButtMa00,Marion Butts,RB
KoppJe20,Jeff Kopp,LB
ReesJe21,Jerry Reese,WR
RasbWa00,Walter Rasby,TE
StouOm20,Omar Stoutmire,DB
CarsDw00,Dwayne Carswell,TE
AgeeTo00,Tommie Agee,RB
TharLa20,Larry Tharpe,T
HoskDe20,Derrick Hoskins,DB
EvanLe20,Leomont Evans,DB
HawkCo00,Courtney Hawkins,WR
GrahHa00,Hason Graham,WR
ElewMo20,Mohammed Elewonibi,T
JoneRe20,Reggie Jones,DB
ZellRa00,Ray Zellars,RB
EilePa20,Pat Eilers,DB
PinkLo20,Lovell Pinkney,TE
EngeGr20,Greg Engel,C
MayxSh20,Sherriden May,RB
TurnOd00,Odessa Turner,WR
BarnRe20,Reggie Barnes,LB
GreeTr01,Tracy Greene,TE
RobeTi20,Tim Roberts,DE
WattOr20,Orlando Watters,DB
LewiDa04,Darryll Lewis,DB
ShedKe00,Kenny Shedd,WR
WhitWi22,William White,DB
BarkBr20,Bryan Barker,P
DiazJo20,Jorge Diaz,G
WilsSh00,Sheddrick Wilson,WR
TallDa00,Darryl Talley,LB
DrucJi00,Jim Druckenmiller,QB
HandJo20,Jon Hand,DE
McPhJe00,Jerris McPhail,RB
JoneGa20,Gary Jones,DB
DennMa21,Mark Dennis,T
JoneFr00,Freddie Jones,TE
PrimGr00,Greg Primus,WR
LynnAn00,Anthony Lynn,RB
SmitRo00,Robert Smith,RB
LoftJa00,James Lofton,WR
AikmTr00,Troy Aikman,QB
WilsCh00,Charles Wilson,WR
SyndJe00,Jeff Sydner,WR
HebeBo00,Bobby Hebert,QB
McElRa20,Ray McElroy,DB
MoorJe00,Jerald Moore,RB
BryaBe20,Beno Bryant,RB
DickRo20,Ron Dickerson,RB-WR
McCoHu20,Hurvin McCormack,DT
OgdeJo00,Jonathan Ogden,T-G
LaChSe00,Sean LaChapelle,WR
EdwaBr20,Brad Edwards,DB
FullRa20,Randy Fuller,DB
MoorRo01,Ronald Moore,RB
BarnOl20,Oliver Barnett,DE-DT
MilaSc00,Scott Milanovich,QB
LewiAl00,Albert Lewis,DB
HarrMa23,Martin Harrison,DE-LB
BrooBi00,Bill Brooks,WR
ManiJa20,Jason Maniecki,DT
CopeHo00,Horace Copeland,WR
MoorHe00,Herman Moore,WR
BrenHo00,Hoby Brenner,TE
CollTo00,Todd Collins,QB
BartMi00,Mike Bartrum,TE-C
JeffGr20,Greg Jefferson,DE
AwalRo00,Robert Awalt,TE
StowTy20,Tyronne Stowe,LB
TuggJe00,Jessie Tuggle,LB
ProeRi00,Ricky Proehl,WR
ShieWi00,Will Shields,G
VickKi20,Kipp Vickers,T-G
IngrDa00,Darryl Ingram,TE
DaviBi00,Billy Davis,WR
JohnMi00,Mike Johnson,LB
treaddav01,David Treadwell,K
SteuTo00,Todd Steussie,T
ScroTr20,Tracy Scroggins,DE-LB
StewJa20,James Stewart,RB
SmitBr21,Brady Smith,DE
BrowJa21,James Brown,T
HuntJe20,Jeff Hunter,DE
HeckAn20,Andy Heck,T-G
WallWe00,Wesley Walls,TE
HallRh20,Rhett Hall,DT
JackAl22,Alfred Jackson,DB
CrocRa20,Ray Crockett,DB
PittKa20,Kavika Pittman,DE
McCaKe00,Keenan McCardell,WR
CantCh20,Chris Canty,DB
VanPAl00,Alex Van Pelt,QB
MoorDe00,Derrick Moore,RB
ReedAn00,Andre Reed,WR
QuinMi00,Mike Quinn,QB
SloaDa00,David Sloan,TE
MartSt21,Steve Martin,DT-NT
SalaRa00,Rashaan Salaam,RB
BrowDa24,Darrick Brownlow,LB
MaxiBr20,Brett Maxie,DB
ReedJa00,Jake Reed,WR
FletSi20,Simon Fletcher,LB-DE
stoyapet01,Pete Stoyanovich,K
ColoHa20,Harry Colon,DB
MaybTo00,Tony Mayberry,C
BennDa20,Darren Bennett,P
HarrJo26,Jon Harris,DE
PoweKe20,Keith Powe,DE
RandJo00,John Randle,DT-DE
JohnMe20,Melvin Johnson,DB
SabbDw20,Dwayne Sabb,LB
HearGa00,Garrison Hearst,RB
ScotCh20,Chad Scott,DB
JohnLa23,Lance Johnstone,DE
MamuMi20,Mike Mamula,DE-LB
GrahJa00,Jay Graham,RB
BrewDe20,Dewell Brewer,RB
VerdCl00,Clarence Verdin,WR
CascCh20,Chad Cascadden,LB
BookMi20,Michael Booker,DB
RobiFr20,Frank Robinson,DB
KubeBo20,Bob Kuberski,DT
GardMo20,Moe Gardner,DT-NT
BladBe00,Bennie Blades,DB
NottDe20,Dexter Nottage,DE
BarrDa20,Dave Barr,QB
KowaSc20,Scott Kowalkowski,LB
WattDa20,Damon Watts,DB
HoraMi20,Mike Horan,P
WillJa27,Jamal Willis,RB
ScotTo01,Todd Scott,DB
BendWe00,Wes Bender,RB
WalkBr21,Brian Walker,DB
WillJa24,James Williams,LB
CravAa00,Aaron Craver,RB
SmitAl01,Al Smith,LB
RobiJe00,Jeff Robinson,TE
SagaPi20,Pio Sagapolutele,DT-DE
PickCa00,Carl Pickens,WR
NedxDe00,Derrick Ned,FB
HillSe20,Sean Hill,DB
RichBu00,Bucky Richardson,QB
WalkMa21,Marquis Walker,DB
JoneMi23,Mike Jones,DE
ClayHa00,Hayward Clay,TE
DilfTr00,Trent Dilfer,QB
BurkJo00,John Burke,TE-WR
OsboCh20,Chuck Osborne,DT
ZeigDu20,Dusty Zeigler,C-G
ThomLe00,Leroy Thompson,RB
SimsTo20,Tom Sims,DT-NT
BrocFr00,Fred Brock,WR
WhitBe20,Bernard Whittington,DE-DT
HowaTy20,Ty Howard,DB
MetzPe00,Pete Metzelaars,TE
MillJi00,Jim Miller,QB
PortRu00,Rufus Porter,LB-DE
WillGr20,Grant Williams,T
johnsnor01,Norm Johnson,K
IsmaQa00,Qadry Ismail,WR
BrilDa20,Darrick Brilz,C-G
KlinDa00,David Klingler,QB
TurnNa00,Nate Turner,TE
EdwaVe20,Vernon Edwards,DE
RiveRe00,Reggie Rivers,RB
RowePa20,Patrick Rowe,WR
blantsco01,Scott Blanton,K
GaryCl00,Cleveland Gary,RB
FoleGl00,Glenn Foley,QB
BlacRo20,Robert Blackmon,DB
HiggMa00,Mark Higgs,RB
DowdCo20,Corey Dowden,DB
BirdJJ00,J.J. Birden,WR
PattDa00,David Patten,WR
YounBr00,Bryant Young,DT-DE
HobeBi00,Billy Joe Hobert,QB
FaulMa00,Marshall Faulk,RB
NovoBr00,Brent Novoselsky,TE
ODonNe00,Neil O'Donnell,QB
BushLe20,Lewis Bush,LB
HarrRo20,Robert Harris,DT-DE
HallTr20,Travis Hall,DT-DE
WilsRe20,Reinard Wilson,LB-DE
KartKe20,Keith Kartz,C-G-T
LassKw20,Kwamie Lassiter,DB
WhitAl20,Alberto White,DE
GallJo00,Joey Galloway,WR
MimsCh20,Chris Mims,DE-DT
JacoTi20,Tim Jacobs,DB
CrafJe20,Jerry Crafts,T-G
CartPa00,Pat Carter,TE
BynuKe00,Kenny Bynum,RB
cofermik01,Mike Cofer,K
BennCo00,Cornelius Bennett,LB
SmitCe00,Cedric Smith,FB
PerrEd00,Ed Perry,TE
HoarLe00,Leroy Hoard,RB
RublTJ00,T.J. Rubley,QB
TindTi00,Tim Tindale,FB
SandCh00,Chris Sanders,WR
McClDa20,Dave McCloughan,DB
BrueMa00,Mark Bruener,TE
WillRo02,Ronnie Williams,TE
hollimik01,Mike Hollis,K
andergar02,Gary Anderson,K
AgneRa20,Ray Agnew,DT-DE
delgralx01,Al Del Greco,K
LewiJe00,Jermaine Lewis,WR
MackKe00,Kevin Mack,RB
WaltJo20,Joe Walter,T-G
AlexDe20,Derrick Alexander,DE
SmitAr21,Artie Smith,DE
ZandMi20,Mike Zandofsky,G
MandTo20,Tony Mandarich,T-G
EllaHe00,Henry Ellard,WR
WootTi20,Tito Wooten,DB
FrisDa00,David Frisch,TE
WillSt00,Stepfret Williams,WR
McMiAu00,Audray McMillian,DB
DuffRo20,Roger Duffy,G-C
HollDw20,Dwight Hollier,LB
FoxxDi20,Dion Foxx,LB
vonOKi20,Kimo von Oelhoffen,DE-NT-DT
WidmCo20,Corey Widmer,LB-DT
ThieJo20,John Thierry,DE
bahrxmat01,Matt Bahr,K
MaddMa20,Mark Maddox,LB
LogaMa00,Marc Logan,RB
StegMi00,Milt Stegall,WR
SchwJi00,Jim Schwantz,LB
FrasPa20,Paul Frase,DE-DT-NT
RuckKe20,Keith Rucker,DT-NT
LumpSe20,Sean Lumpkin,DB
ParkGl20,Glenn Parker,G-T
OttiBr20,Brad Ottis,DE
BensDa20,Darren Benson,DT
DaniPh20,Phillip Daniels,DE
PerrDa20,Darren Perry,DB
JoseDw20,Dwayne Joseph,DB
JoneDa22,Dante Jones,LB
CarrMa01,Mark Carrier,DB
CampMa21,Matt Campbell,G-T-TE
LuskHe00,Henry Lusk,TE
LeexKe00,Kevin Lee,WR
BrooRo00,Robert Brooks,WR
HarrDe00,Derrick Harris,RB
BrocMa20,Matt Brock,DE-DT
GrosBu20,Burt Grossman,DE
BryaJu20,Junior Bryant,DT-DE
BricWi20,Will Brice,P
WillKe00,Kevin Williams,WR
MartJa00,Jamie Martin,QB
BrisBu00,Bubby Brister,QB
LoveDu00,Duval Love,G
SingNa00,Nate Singleton,WR
AnthRe00,Reidel Anthony,WR
CrisJe20,Jeff Criswell,T-G
KaufNa00,Napoleon Kaufman,RB
GlenAa00,Aaron Glenn ,DB
GainDe00,Derrick Gainer,RB
HillRa00,Randal Hill,WR
McNeRy20,Ryan McNeil,DB
JoneEr00,Ernie Jones,WR
UwaeIh00,Iheanyi Uwaezuoke,WR
ReicFr00,Frank Reich,QB
TillCe00,Cedric Tillman,WR
BrucAu20,Aundray Bruce,LB-TE-DE
HegaGe20,George Hegamin,T-G
WillCa00,Calvin Williams,WR
WheeMa20,Mark Wheeler,DT-NT
LewiRa00,Ray Lewis,LB
CookMa00,Marv Cook,TE
EarlQu00,Quinn Early,WR
CartAn00,Anthony Carter,WR
RossKe00,Kevin Ross,DB
SiraTo20,Tony Siragusa,DT-NT
HarrRo00,Ronnie Harris,WR
GannMi20,Mike Gann,DE
MillJo25,Josh Miller,P
JourYo20,Yonel Jourdain,RB
AldrAl21,Allen Aldridge,LB
StocMa20,Mark Stock,WR
BarrMi20,Micheal Barrow,LB
SaxoJa00,James Saxon,FB
BoydTo00,Tommie Boyd,WR
NussDo00,Doug Nussmeier,QB
MorrBa00,Bam Morris,RB
SantO.00,O.J. Santiago,TE
WebbRi00,Richmond Webb,T
AdamMi00,Mike Adams,WR
WintBl20,Blaise Winter,DE-DT-NT
McDuO.00,O.J. McDuffie,WR
MontMa21,Mark Montreuil,DB
TurkDa20,Dan Turk,C-G
DumaMi20,Mike Dumas,DB
RobbBa00,Barret Robbins,C
RussDe00,Derek Russell,WR
DeLoGr00,Greg DeLong,TE
BrowLa20,Lance Brown,DB
MickTe00,Terry Mickens,WR
NogaAl20,Al Noga,DE-DT
RollBu00,Butch Rolle,TE
MoraSe20,Sean Moran,LB-DE
ClinTo00,Tony Cline,TE
AlleTe00,Terry Allen,RB
HendSt00,Steve Hendrickson,LB-RB-TE
JackMa00,Mark Jackson,WR
TaylKe20,Keith Taylor,DB
McCoTo22,Tony McCoy,DT-NT
BrowTi00,Tim Brown,WR
WhitRe21,Reggie White,NT-DT
WhitRi00,Ricky Whittle,RB
CoxxBr00,Bryan Cox,LB
SandFr00,Frank Sanders,WR
DixoEr20,Ernest Dixon,LB
EvanJo23,Josh Evans,DT
SmitLa00,Lamar Smith,RB
BurtJa20,James Burton,DB
BrowDe23,Dennis Brown,DE
BienEr00,Eric Bieniemy,RB
JohnVa00,Vance Johnson,WR
MetcEr00,Eric Metcalf,RB-WR
BateBi00,Bill Bates,DB
davisgre01,Greg Davis,K
GrasPa20,Paul Grasmanis,DT
RobiGr00,Greg Robinson,RB
ToneEd21,Ed Toner,RB
JohnPe01,Pepper Johnson,LB
BurrJo20,John Burrough,DE-DT
HarrGa20,Gary Harrell,WR
McNeTr00,Travis McNeal,TE
HolcKe00,Kelly Holcomb,QB
HansBr20,Brian Hansen,P
CartPe20,Perry Carter,DB
BrisVi00,Vincent Brisby,WR
SharDa00,Darren Sharper,DB
McGwDa00,Dan McGwire,QB
EvanDo21,Doug Evans,DB
HillGr00,Greg Hill,RB
JohnCh00,Charles Johnson,WR
RoysMa00,Mazio Royster,RB
ThomBr20,Broderick Thomas,LB-DE
McKyTi20,Tim McKyer,DB
EliaKe00,Keith Elias,RB
AlexKe00,Kevin Alexander,WR
ConnDa20,Darion Conner,LB
RodgDe20,Derrick Rodgers,LB
ByarKe00,Keith Byars,RB-TE
GlenTa99,Tarik Glenn,T-G
AdamSc20,Scott Adams,G-T
HansPh20,Phil Hansen,DE
WordBa00,Barry Word,RB
HarrJa22,James Harris,DE
LoucCo20,Corey Louchiey,T
BledDr00,Drew Bledsoe,QB
BenfLo20,Lou Benfatti,DT
PritSt00,Stanley Pritchett,FB
mclauste01,Steve McLaughlin,K
GarnCh00,Charlie Garner,RB
GeorJe00,Jeff George,QB
RuddDw20,Dwayne Rudd,LB
TillLa00,Lawyer Tillman,WR-TE
JohnKe27,Keshon Johnson,DB
MitcKe21,Kevin Mitchell,LB
FletTe00,Terrell Fletcher,RB
MireRi00,Rick Mirer,QB
EdmoBo00,Bobby Joe Edmonds,RB
WalkGa00,Gary Walker,DT-DE
SoloFr00,Freddie Solomon,WR
petertod01,Todd Peterson,K
SimmPh00,Phil Simms,QB
BrowRi21,Richard Brown,LB
FinaJo20,John Fina,T
McDoTi00,Tim McDonald,DB
PoolTy20,Tyrone Poole,DB
OgleAl20,Alfred Oglesby,NT-DE-DT
StylLo20,Lorenzo Styles,LB
McCrFr00,Fred McCrary,FB
SmitBr00,Bruce Smith,DE
HallDa20,Dana Hall,DB
HoagTe20,Terry Hoage,DB
GordDw20,Dwayne Gordon,LB
CarpRo00,Rob Carpenter,WR
HogeMe00,Merril Hoge,RB
MastLe00,Le'Shai Maston,RB
SchwBr20,Bryan Schwartz,LB
MitcSc00,Scott Mitchell,QB
HallRo00,Ron Hall,TE
LangLe20,Le-Lo Lang,DB
FootDa20,Dan Footman,DE-DT-NT
BarnTo20,Tom Barndt,DT-NT-G-C
PikeMa20,Mark Pike,DE-LB
MalaSi20,Siupeli Malamala,T-G
ThomDa21,Dave Thomas,DB
ThorJa00,James Thornton,TE
TolbTo00,Tony Tolbert,DE
AlleEr00,Eric Allen,DB
LyonPr20,Pratt Lyons,DE
HolmRo00,Rodney Holman,TE
NorgEr20,Erik Norgard,G-C
RobeJa20,James Roberson,DE
DixoRo20,Ronnie Dixon,DT-NT
WillJa28,James Willis,LB
MoteEr20,Eric Moten,G
FlanJi21,Jim Flanigan,DT
HitcJi20,Jimmy Hitchcock,DB
McDoRi20,Ricardo McDonald,LB
TongRe20,Reggie Tongue,DB
EvanGr20,Greg Evans,DB
StubDa00,Dana Stubblefield,DT
SuttEd20,Eddie Sutter,LB
RoyaMa20,Mark Royals,P
MorgAn00,Anthony Morgan,WR
FredMi20,Mike Frederick,DE
FostBa00,Barry Foster,RB
MorrDa20,Darryl Morrison,DB
GarnSa20,Sam Garnes,DB
CaldMi21,Mike Caldwell,WR
McKeRa20,Raleigh McKenzie,G-C-T
BellJa22,Jay Bellamy,DB
StroMa00,Mack Strong,FB
BettJe00,Jerome Bettis,RB
LondAn20,Antonio London,LB
YounSt00,Steve Young,QB
ShepAs20,Ashley Sheppard,LB
CobbRe00,Reggie Cobb,RB
HumpLe20,Leonard Humphries,DB
BrowRe21,Reggie Brown,WR
NunnFr20,Freddie Joe Nunn,DE-LB
McKeRi20,Rich McKenzie,LB
BarbMi20,Mike Barber,LB
HethCh00,Chris Hetherington,FB
BuckBr20,Brentson Buckner,DT-DE-NT
WalkDa20,Darnell Walker,DB
McCaEd00,Ed McCaffrey,WR
RomaBi00,Bill Romanowski,LB
StewMi20,Michael Stewart,DB
YounMi00,Mike Young,WR
BownFa00,Fabien Bownes,WR
SaliSe00,Sean Salisbury,QB
ShulHe00,Heath Shuler,QB
SmitOt20,Otis Smith,DB
JoneCa00,Calvin Jones,RB
GelbSt00,Stan Gelbaugh,QB
LundDe20,Dennis Lundy,RB
BarnTo22,Tommy Barnhardt,P
HebrVa00,Vaughn Hebron,RB
NickHa00,Hardy Nickerson,LB
TuteMe20,Melvin Tuten,T
SmitLa20,Lance Smith,G-T
JohnLe00,Leon Johnson,RB
JohnDa00,Daryl Johnston,RB
BouiKe20,Kevin Bouie,RB
JeffKe20,Kevin Jefferson,LB
SwilPa00,Pat Swilling,LB-DE
AdamVa20,Vashone Adams,DB
AverSt00,Steve Avery,RB
CunnRi20,Rick Cunningham,T
BailRo20,Robert Bailey,DB
ThomJe00,Jeff Thomason,TE
TobeRo55,Robbie Tobeck,C-G
TollBi00,Billy Joe Tolliver,QB
BailVi00,Victor Bailey,WR
BootIs20,Issac Booth,DB
IngrMa00,Mark Ingram,WR
ReevWa00,Walter Reeves,TE
BranJo20,John Brandes,TE
SmitTo00,Tony Smith,RB
ZordMi20,Mike Zordich,DB
HarpDw20,Dwayne Harper,DB
ClarGa00,Gary Clark,WR
CentLa00,Larry Centers,FB
OstrJe20,Jerry Ostroski,G-T-C
MathDe20,Dedric Mathis,DB
GrifRi00,Rich Griffith,TE
TyneSc20,Scott Tyner,P
WalkAd00,Adam Walker,RB
ShepLe00,Leslie Shepherd,WR
MeggDa00,Dave Meggett,RB
HopkBr00,Brad Hopkins,T
JohnBr00,Brad Johnson,QB
rouentom01,Tom Rouen,P
bentlsco01,Scott Bentley,K
longwrya01,Ryan Longwell,K
HuttTo20,Tom Hutton,P-K
ChalMi20,Mike Chalenski,DE-DT
FortRo20,Roman Fortin,C-T-G
EverSt20,Steve Everitt,C-G
MitcBr00,Brian Mitchell,RB
JohnJi00,Jimmie Johnson,TE
WillPe00,Peter Tom Willis,QB
RhemSt20,Steve Rhem,WR
VanhSe20,Sean Vanhorse,DB
WoodTo20,Tony Woods,DE-LB
CulvRo00,Rodney Culver,RB
GrahAa20,Aaron Graham,C
CoxxRo20,Ron Cox,LB
JohnA.20,A.J. Johnson,DB
BarlRe00,Reggie Barlow,WR
BateMa00,Mario Bates,RB
RyanTi20,Tim Ryan,DE-DT
GantKe20,Kenneth Gant,DB
MattAu00,Aubrey Matthews,WR
PedeDo00,Doug Pederson,QB
LyleRi20,Rick Lyle,DE
JohnEl20,Ellis Johnson,DT-DE
StepJo00,John Stephens,RB
FergJa21,Jason Ferguson,DT-NT
ClarRe20,Reggie Clark,LB
HarrNo20,Nolan Harrison,DE-DT
ShivCl20,Clay Shiver,C
TurnKe00,Kevin Turner,FB
AlexDe00,Derrick Alexander,WR
KrieDa00,Dave Krieg,QB
