p_id,name,year,age,gamesPlayedIn,gamesStarted,rec_first_downs,rush_first_downs,awards
BellRi01,Ricky Bell,1978,23,12,9,,,None
DuboJi00,Jimmy DuBose,1978,24,6,5,,,None
DaviJo01,Johnny Davis,1978,22,16,10,,,None
CartLo00,Louis Carter,1978,25,16,5,,,None
CsonLa00,Larry Csonka,1978,32,14,12,,,None
TaylBi00,Billy Taylor,1978,22,13,1,,,None
SpenWi00,Willie Spencer,1978,25,15,0,,,None
KotaDo00,Doug Kotar,1978,27,15,5,,,None
DoorDa00,Dan Doornink,1978,22,12,3,,,None
HammBo00,Bobby Hammond,1978,26,14,11,,,None
BeanBu00,Bubba Bean,1978,24,15,15,,,None
StanHa00,Haskel Stanback,1978,26,15,15,,,None
PattRi00,Ricky Patton,1978,24,16,1,,,None
StroRa00,Ray Strong,1978,22,14,1,,,None
CampEa00,Earl Campbell,1978,23,15,14,,,PB-AP
ColeRo00,Ronnie Coleman,1978,27,15,2,,,None
CarpRo01,Rob Carpenter,1978,23,11,2,,,None
DaviAn00,Anthony Davis,1978,26,4,0,,,None
MillTe00,Terry Miller,1978,22,16,16,,,None
JohnDe00,Dennis Johnson,1978,22,16,1,,,None
BraxJi00,Jim Braxton,1978,29,16,7,,,None
BrowCu00,Curtis Brown,1978,24,15,10,,,None
HarrFr00,Franco Harris,1978,28,16,16,,,PB
ThorSi00,Sidney Thornton,1978,24,16,0,,,None
BleiRo00,Rocky Bleier,1978,32,16,16,,,None
GrifAr00,Archie Griffin,1978,24,16,8,,,None
JohnPe00,Pete Johnson,1978,24,16,10,,,None
ClarBo00,Boobie Clark,1978,28,14,6,,,None
TurnDe00,Deacon Turner,1978,23,16,5,,,None
DaviTo00,Tony Davis,1978,25,14,0,,,None
BailMa00,Mark Bailey,1978,24,13,5,,,None
McKnTe00,Ted McKnight,1978,24,16,14,,,None
LaneMa00,MacArthur Lane,1978,36,16,3,,,None
ReedTo00,Tony Reed,1978,23,16,16,,,None
MorgAr00,Arnold Morgado,1978,26,16,9,,,None
BeltHo00,Horace Belton,1978,23,16,1,,,None
PruiGr00,Greg Pruitt,1978,27,12,12,,,None
MillCl00,Cleo Miller,1978,26,15,9,,,None
PruiMi00,Mike Pruitt,1978,24,16,9,,,None
SullTo00,Tom Sullivan,1978,28,4,0,,,None
CollLa20,Larry Collins,1978,23,15,1,,,None
SimpO.00,O.J. Simpson,1978,31,10,10,,,None
BoykGr00,Greg Boykin,1978,25,16,8,,,None
WillDa01,Dave Williams,1978,24,16,0,,,None
WalkEl20,Elliott Walker,1978,22,0,0,0.0,0.0,None
BussDe00,Dexter Bussey,1978,26,16,16,,,None
KingHo00,Horace King,1978,25,15,15,,,None
KaneRi00,Rick Kane,1978,24,15,0,,,None
GainLa00,Lawrence Gaines,1978,25,13,1,,,None
MiddTe00,Terdell Middleton,1978,23,16,16,,,PB
SmitBa00,Barty Smith,1978,26,16,16,,,None
SimpNa20,Nate Simpson,1978,24,16,0,,,None
GalbTo00,Tony Galbreath,1978,24,16,16,,,None
MuncCh00,Chuck Muncie,1978,25,13,11,,,None
ForeCh00,Chuck Foreman,1978,28,14,14,,,None
YounRi00,Rickey Young,1978,25,16,16,,,None
McClBr00,Brent McClanahan,1978,27,13,0,,,None
MillRo00,Robert Miller,1978,25,15,2,,,None
IvorHo00,Horace Ivory,1978,24,15,3,,,None
CalhDo00,Don Calhoun,1978,26,14,2,,,None
CunnSa00,Sam Cunningham,1978,28,16,14,,,PB
JohnAn01,Andy Johnson,1978,26,15,13,,,None
ThomMi00,Mike Thomas,1978,25,13,13,,,None
RiggJo00,John Riggins,1978,29,15,15,,,None
GreeTo01,Tony Green,1978,22,16,0,,,PB
DierSc00,Scott Dierking,1978,23,15,13,,,None
LongKe00,Kevin Long,1978,23,16,16,,,None
GainCl00,Clark Gaines,1978,24,16,1,,,None
HarpBr00,Bruce Harper,1978,23,16,0,,,None
NewtTo00,Tom Newton,1978,24,16,0,,,None
WillDe01,Delvin Williams,1978,27,16,15,,,PB-AP
BulaNo00,Norm Bulaich,1978,32,16,3,,,None
HarrLe01,Leroy Harris,1978,24,15,11,,,None
DaviGa00,Gary Davis,1978,24,14,1,,,None
MontWi00,Wilbert Montgomery,1978,24,14,14,,,PB
HogaMi00,Mike Hogan,1978,24,14,12,,,None
FranCl00,Cleveland Franklin,1978,23,16,4,,,None
BettJa00,James Betterson,1978,24,9,0,,,None
TyleWe00,Wendell Tyler,1978,23,2,0,,,None
CappJo00,John Cappelletti,1978,26,14,14,,,None
BryaCu00,Cullen Bryant,1978,27,16,9,,,None
PhilRo00,Rod Phillips,1978,26,15,2,,,None
PaytWa00,Walter Payton,1978,24,16,16,,,PB
HarpRo00,Roland Harper,1978,25,16,16,,,None
MorgMi21,Mike Morgan,1978,22,0,0,0.0,0.0,None
JoneSt00,Steve Jones,1978,27,16,9,,,None
MorrWa00,Wayne Morris,1978,24,13,13,,,None
OtisJi00,Jim Otis,1978,30,15,9,,,None
LatiJe00,Jerry Latin,1978,25,16,0,,,None
KeywJo00,Jon Keyworth,1978,28,16,16,,,None
PerrLo00,Lonnie Perrin,1978,26,16,0,,,None
CanaLa00,Larry Canada,1978,24,16,0,,,None
PresDa00,Dave Preston,1978,23,16,0,,,None
LytlRo00,Rob Lytle,1978,24,13,7,,,None
ArmsOt00,Otis Armstrong,1978,28,16,9,,,None
VanEMa00,Mark van Eeghen,1978,26,16,16,,,None
BanaPe00,Pete Banaszak,1978,34,16,0,,,None
RobiTe00,Terry Robiskie,1978,24,7,5,,,None
RussBo00,Booker Russell,1978,22,16,0,,,None
DaviCl00,Clarence Davis,1978,29,2,2,,,None
SimsDa00,David Sims,1978,23,12,9,,,None
HuntAl00,Al Hunter,1978,23,16,5,,,None
SmitSh00,Sherman Smith,1978,24,12,12,,,None
MattBo00,Bo Matthews,1978,27,11,9,,,None
WoodDo00,Don Woods,1978,27,16,7,,,None
DorsTo00,Tony Dorsett,1978,24,16,15,,,PB
DennDo00,Doug Dennison,1978,27,5,0,,,None
NewhRo00,Robert Newhouse,1978,28,13,12,,,None
LaidSc00,Scott Laidlaw,1978,25,16,4,,,None
PearPr00,Preston Pearson,1978,33,16,1,,,None
McCaDo00,Don McCauley,1978,29,15,1,,,None
LeakRo00,Roosevelt Leaks,1978,25,12,12,,,None
LeexRo00,Ron Lee,1978,25,15,4,,,None
HardDo00,Don Hardeman,1978,25,13,3,,,None
WashJo00,Joe Washington,1978,25,16,12,,,None
RagsGe00,George Ragsdale,1978,26,15,0,,,None
BoltAn00,Andy Bolton,1978,24,6,0,,,None
LandWa20,Walter Landers,1978,25,4,0,,,None
StraMi00,Mike Strachan,1978,25,15,5,,,None
VanWJa00,Jim Van Wagner,1978,23,5,0,,,None
MoseRi00,Rick Moser,1978,22,15,0,,,None
MaxsAl00,Alvin Maxson,1978,27,8,0,,,None
TestDo00,Don Testerman,1978,26,16,5,,,None
CrawRu20,Rufus Crawford,1978,23,16,0,,,None
CampBi00,Billy Campfield,1978,22,16,2,,,None
McAlJa00,James McAlister,1978,27,16,0,,,None
TatuMo00,Mosi Tatupu,1978,23,16,0,,,None
MaloBe00,Benny Malone,1978,26,15,1,,,None
JodaJi00,Jim Jodat,1978,24,16,0,,,None
MitcLy00,Lydell Mitchell,1978,29,16,11,,,None
BaueHa00,Hank Bauer,1978,24,16,4,,,None
WhitAr00,Arthur Whittington,1978,23,16,9,,,None
PaytEd00,Eddie Payton,1978,27,14,0,,,None
PoweDa00,Darnell Powell,1978,24,14,1,,,None
HarrWi01,Willard Harrell,1978,26,13,2,,,None
ShelWi00,Willie Shelby,1978,25,3,0,,,None
HarmCl00,Clarence Harmon,1978,23,16,3,,,None
LuskHe01,Herb Lusk,1978,25,3,0,,,None
TurnRo20,Robert Turner,1978,24,0,0,0.0,0.0,None
HofePa00,Paul Hofer,1978,26,16,6,,,None
HookRo00,Roland Hooks,1978,25,16,0,,,None
FranMi00,Mike Franckowiak,1978,25,16,0,,,None
FortIk00,Ike Forte,1978,24,13,0,,,None
FerrBo00,Bob Ferrell,1978,26,16,8,,,None
BarnLa00,Larry Barnes,1978,24,13,0,,,None
AndeRi20,Rickey Anderson,1978,25,16,0,,,None
EspoMi00,Mike Esposito,1978,25,16,0,,,None
FranGe00,George Franklin,1978,24,15,0,,,None
HillCa00,Calvin Hill,1978,31,12,1,,,None
KellMa00,Mark Kellar,1978,26,16,0,,,None
CulbJi00,Jim Culbreath,1978,26,12,0,,,None
TorkEr00,Eric Torkelson,1978,26,14,0,,,None
ElliLe00,Lenvil Elliott,1978,27,10,3,,,None
BlacAl20,Alois Blackwell,1978,24,13,0,,,None
HolmJa00,Jack Holmes,1978,25,11,0,,,None
McCuLa00,Lawrence McCutcheon,1978,28,8,7,,,None
DeloJa00,Jack Deloplaine,1978,24,12,0,,,None
BrinLa00,Larry Brinson,1978,24,10,0,,,None
BestAr20,Art Best,1978,25,16,0,,,None
SkibJo21,John Skibinski,1978,23,16,0,,,None
WillCl01,Clarence Williams,1978,23,10,1,,,None
JohnSa00,Sammy Johnson,1978,26,3,0,,,None
PoweSt21,Steve Powell,1978,22,10,0,,,None
BenjTo00,Tony Benjamin,1978,23,6,1,,,None
GiamLo00,Louie Giammona,1978,25,7,0,,,None
HartHa00,Harold Hart,1978,26,7,0,,,None
PoolLa00,Larry Poole,1978,26,9,0,,,None
JoneKi00,Kim Jones,1978,26,16,0,,,None
BellGo00,Gordon Bell,1978,25,6,0,,,None
WhitCh01,Charlie White,1978,25,7,1,,,None
CallKe21,Ken Callicutt,1978,23,13,0,,,None
DuncBr00,Brian Duncan,1978,26,5,0,,,None
FarmTe20,Ted Farmer,1978,25,2,0,,,None
CarrEa20,Earl Carr,1978,23,14,0,,,None
EckwJe00,Jerry Eckwood,1979,25,16,10,,,None
BellRi01,Ricky Bell,1979,24,16,16,,,None
DaviJo01,Johnny Davis,1979,23,16,4,,,None
BernRi00,Rick Berns,1979,23,16,1,,,None
RagsGe00,George Ragsdale,1979,27,15,0,,,None
DaviTo00,Tony Davis,1979,26,16,0,,,None
KingHo00,Horace King,1979,26,16,4,,,None
BussDe00,Dexter Bussey,1979,27,16,10,,,None
RobiBo00,Bo Robinson,1979,23,14,12,,,None
CallKe21,Ken Callicutt,1979,24,16,0,,,None
KaneRi00,Rick Kane,1979,25,16,6,,,None
GainLa00,Lawrence Gaines,1979,26,16,0,,,None
MillTe00,Terry Miller,1979,23,16,16,,,None
BrowCu00,Curtis Brown,1979,25,15,15,,,None
HookRo00,Roland Hooks,1979,26,16,0,,,None
CsonLa00,Larry Csonka,1979,33,16,16,,,None
WillDe01,Delvin Williams,1979,28,14,13,,,None
DaviGa00,Gary Davis,1979,25,16,3,,,None
NathTo00,Tony Nathan,1979,23,16,0,,,AP
YounRi00,Rickey Young,1979,26,16,16,,,None
ForeCh00,Chuck Foreman,1979,29,12,7,,,None
BrowTe00,Ted Brown,1979,22,14,9,,,None
MillRo00,Robert Miller,1979,26,16,0,,,None
McClBr00,Brent McClanahan,1979,28,16,0,,,None
EdwaJi20,Jimmy Edwards,1979,27,14,0,,,None
ElliLe00,Lenvil Elliott,1979,28,16,0,,,None
HogaMi00,Mike Hogan,1979,25,2,2,,,None
JackWi01,Wilbur Jackson,1979,28,16,14,,,None
HofePa00,Paul Hofer,1979,27,15,7,,,None
FranPh00,Phil Francis,1979,22,16,0,,,None
OwenJa00,James Owens,1979,24,16,0,,,None
MontWi00,Wilbert Montgomery,1979,25,16,16,,,PB
BarnLa00,Larry Barnes,1979,25,16,3,,,None
CampBi00,Billy Campfield,1979,23,16,0,,,None
CarrEa20,Earl Carr,1979,24,1,0,,,None
GiamLo00,Louie Giammona,1979,26,15,0,,,None
JohnKe21,Ken Johnson,1979,23,9,6,,,None
KotaDo00,Doug Kotar,1979,28,16,14,,,None
TaylBi00,Billy Taylor,1979,23,16,9,,,None
GreeTo01,Tony Green,1979,23,15,0,,,None
MaloBe00,Benny Malone,1979,27,16,16,,,None
RiggJo00,John Riggins,1979,30,16,15,,,None
HarmCl00,Clarence Harmon,1979,24,16,1,,,None
HardBu00,Buddy Hardeman,1979,25,10,0,,,None
CampEa00,Earl Campbell,1979,24,16,16,,,PB-AP
CarpRo01,Rob Carpenter,1979,24,16,0,,,None
KingKe00,Kenny King,1979,22,12,0,,,None
PaytWa00,Walter Payton,1979,25,16,16,,,PB
WillDa01,Dave Williams,1979,25,14,12,,,None
SkibJo21,John Skibinski,1979,24,1,1,,,None
IverEd00,Eddie Lee Ivery,1979,22,1,0,,,None
MiddTe00,Terdell Middleton,1979,24,14,12,,,None
SmitBa00,Barty Smith,1979,27,6,6,,,None
SimpNa20,Nate Simpson,1979,25,15,3,,,None
AtkiSt00,Steve Atkins,1979,23,7,1,,,None
AndeOt00,Ottis Anderson,1979,22,16,16,,,PB-AP
MorrWa00,Wayne Morris,1979,25,15,15,,,None
HarrWi01,Willard Harrell,1979,27,14,0,,,None
SpriRo00,Ron Springs,1979,23,16,2,,,None
NewhRo00,Robert Newhouse,1979,29,14,11,,,None
BrinLa00,Larry Brinson,1979,25,14,0,,,None
PearPr00,Preston Pearson,1979,34,14,0,,,None
LaidSc00,Scott Laidlaw,1979,26,16,4,,,None
MuncCh00,Chuck Muncie,1979,26,16,15,,,PB
GalbTo00,Tony Galbreath,1979,25,15,15,,,None
HolmJa00,Jack Holmes,1979,26,16,1,,,None
AndrWi00,William Andrews,1979,24,15,15,,,None
BeanBu00,Bubba Bean,1979,25,11,11,,,None
StanHa00,Haskel Stanback,1979,27,13,3,,,None
MaybJa00,James Mayberry,1979,22,16,1,,,None
CainLy00,Lynn Cain,1979,24,10,2,,,None
PresDa00,Dave Preston,1979,24,10,3,,,None
JensJi01,Jim Jensen,1979,26,16,7,,,None
KeywJo00,Jon Keyworth,1979,29,16,9,,,None
ArmsOt00,Otis Armstrong,1979,29,15,1,,,None
LytlRo00,Rob Lytle,1979,25,15,12,,,None
GrifAr00,Archie Griffin,1979,25,16,15,,,None
AlexCh00,Charles Alexander,1979,22,16,3,,,None
TurnDe00,Deacon Turner,1979,24,16,1,,,None
PoolNa00,Nathan Poole,1979,23,16,0,,,None
McKnTe00,Ted McKnight,1979,25,15,14,,,None
ReedTo00,Tony Reed,1979,24,11,11,,,None
MorgAr00,Arnold Morgado,1979,27,11,4,,,None
BeltHo00,Horace Belton,1979,24,16,1,,,None
GantEa00,Earl Gant,1979,22,16,3,,,None
WashJo00,Joe Washington,1979,26,15,15,,,PB
HardDo00,Don Hardeman,1979,26,13,11,,,None
GarrBe20,Ben Garry,1979,23,11,0,,,None
McCaDo00,Don McCauley,1979,30,15,1,,,None
DierSc00,Scott Dierking,1979,24,16,14,,,None
LongKe00,Kevin Long,1979,24,12,6,,,None
HarpBr00,Bruce Harper,1979,24,16,0,,,None
GainCl00,Clark Gaines,1979,25,16,9,,,None
PruiGr00,Greg Pruitt,1979,28,6,6,,,None
PruiMi00,Mike Pruitt,1979,25,16,16,,,PB
HillCa00,Calvin Hill,1979,32,14,7,,,None
McCuLa00,Lawrence McCutcheon,1979,29,11,4,,,None
BryaCu00,Cullen Bryant,1979,28,16,16,,,None
TyleWe00,Wendell Tyler,1979,24,16,12,,,None
PeacEl00,Elvis Peacock,1979,23,11,0,,,None
WhitAr00,Arthur Whittington,1979,24,9,7,,,None
VanEMa00,Mark van Eeghen,1979,27,16,16,,,None
JensDe00,Derrick Jensen,1979,23,16,8,,,None
RussBo00,Booker Russell,1979,23,16,0,,,None
MattIr20,Ira Matthews,1979,22,16,0,,,None
SmitSh00,Sherman Smith,1979,25,16,15,,,None
SimsDa00,David Sims,1979,24,3,3,,,None
MoorJe01,Jeff Moore,1979,23,16,1,,,None
HuntAl00,Al Hunter,1979,24,15,0,,,None
WillCl01,Clarence Williams,1979,24,16,16,,,None
ThomMi00,Mike Thomas,1979,26,14,9,,,None
MattBo00,Bo Matthews,1979,28,16,0,,,None
CunnSa00,Sam Cunningham,1979,29,12,12,,,None
JohnAn01,Andy Johnson,1979,27,5,5,,,None
IvorHo00,Horace Ivory,1979,25,11,9,,,None
ClarAl00,Allan Clark,1979,22,16,0,,,None
HarrFr00,Franco Harris,1979,29,15,15,,,PB
ThorSi00,Sidney Thornton,1979,25,13,10,,,None
AndeAn20,Anthony Anderson,1979,23,16,0,,,None
PoweSt21,Steve Powell,1979,23,15,0,,,None
JohnDe00,Dennis Johnson,1979,23,3,0,,,None
JohnPe00,Pete Johnson,1979,25,16,13,,,None
McClWi00,Willie McClendon,1979,22,16,0,,,None
TorkEr00,Eric Torkelson,1979,27,14,8,,,None
StraMi00,Mike Strachan,1979,26,10,1,,,None
JoneKi00,Kim Jones,1979,27,2,0,,,None
LottTh20,Thomas Lott,1979,22,10,0,,,None
BrowTh00,Theotis Brown,1979,22,16,1,,,None
BleiRo00,Rocky Bleier,1979,33,16,7,,,None
HawtGr00,Greg Hawthorne,1979,23,15,0,,,None
ColeRo00,Ronnie Coleman,1979,28,14,0,,,None
ClarBo00,Boobie Clark,1979,29,15,0,,,None
MillCl00,Cleo Miller,1979,27,16,3,,,None
BulaNo00,Norm Bulaich,1979,33,9,0,,,None
DoorDa00,Dan Doornink,1979,23,16,12,,,None
TatuMo00,Mosi Tatupu,1979,24,16,0,,,None
CalhDo00,Don Calhoun,1979,27,16,6,,,None
NewtTo00,Tom Newton,1979,25,16,0,,,None
MitcLy00,Lydell Mitchell,1979,30,12,5,,,None
BaueHa00,Hank Bauer,1979,25,16,0,,,None
RobiTe00,Terry Robiskie,1979,25,3,1,,,None
SimpO.00,O.J. Simpson,1979,32,13,8,,,None
DorsTo00,Tony Dorsett,1979,25,14,14,,,None
HarrLe01,Leroy Harris,1979,25,15,13,,,None
PattRi00,Ricky Patton,1979,25,10,1,,,None
CanaLa00,Larry Canada,1979,25,16,0,,,None
WilsWa02,Wayne Wilson,1979,22,14,0,,,None
CulbJi00,Jim Culbreath,1979,27,4,0,,,None
HillEd00,Eddie Hill,1979,22,16,0,,,None
FerrBo00,Bob Ferrell,1979,27,16,0,,,None
PerrLo00,Lonnie Perrin,1979,27,14,0,,,None
ElleRi20,Rich Ellender,1979,22,13,0,,,None
LeakRo00,Roosevelt Leaks,1979,26,7,5,,,None
DixoZa00,Zachary Dixon,1979,23,8,0,,,None
BenjTo00,Tony Benjamin,1979,24,16,0,,,None
DeloJa00,Jack Deloplaine,1979,25,6,1,,,None
MoriPa20,Pat Moriarty,1979,24,16,0,,,None
HawkCl20,Clarence Hawkins,1979,23,7,0,,,None
HallDi00,Dino Hall,1979,24,11,0,,,None
FortIk00,Ike Forte,1979,25,11,0,,,None
CollMi00,Mike Collier,1979,26,16,1,,,None
HammBo00,Bobby Hammond,1979,27,9,0,,,None
LandWa20,Walter Landers,1979,26,9,1,,,None
JohnSa00,Sammy Johnson,1979,27,3,0,,,None
MoseRi00,Rick Moser,1979,23,16,0,,,None
PhilRo00,Rod Phillips,1979,27,11,0,,,None
BennWo00,Woody Bennett,1979,24,15,0,,,None
WoodDo00,Don Woods,1979,28,15,0,,,None
TorrBo00,Bob Torrey,1979,22,13,0,,,None
StroRa00,Ray Strong,1979,23,6,0,,,None
HaslWi20,Wilbert Haslip,1979,23,5,0,,,None
HickEd20,Eddie Hicks,1979,24,14,0,,,None
JodaJi00,Jim Jodat,1979,25,7,0,,,None
CribJo00,Joe Cribbs,1980,22,16,16,,,PB
LeakRo00,Roosevelt Leaks,1980,27,16,0,,,None
BrowCu00,Curtis Brown,1980,26,16,16,,,None
MillTe00,Terry Miller,1980,24,15,0,,,None
HookRo00,Roland Hooks,1980,27,16,0,,,None
WillDe01,Delvin Williams,1980,29,15,10,,,None
NathTo00,Tony Nathan,1980,24,16,6,,,None
GiaqNi00,Nick Giaquinto,1980,25,16,0,,,None
GrifAr00,Archie Griffin,1980,26,15,7,,,None
AlexCh00,Charles Alexander,1980,23,16,16,,,None
TurnDe00,Deacon Turner,1980,25,12,1,,,None
EckwJe00,Jerry Eckwood,1980,26,15,8,,,None
BellRi01,Ricky Bell,1980,25,14,12,,,None
BernRi00,Rick Berns,1980,24,16,2,,,None
AndeOt00,Ottis Anderson,1980,23,16,16,,,PB
MorrWa00,Wayne Morris,1980,26,16,16,,,None
LoveRa00,Randy Love,1980,24,16,0,,,None
HickEd20,Eddie Hicks,1980,25,3,1,,,None
MattBo00,Bo Matthews,1980,29,15,7,,,None
HogaMi00,Mike Hogan,1980,26,13,4,,,None
HeatLa00,Larry Heater,1980,22,14,5,,,None
IverEd00,Eddie Lee Ivery,1980,23,16,16,,,None
MiddTe00,Terdell Middleton,1980,25,13,0,,,None
AtkiSt00,Steve Atkins,1980,24,9,3,,,None
PaytWa00,Walter Payton,1980,26,16,16,,,PB-AP
WillDa01,Dave Williams,1980,26,16,3,,,None
SkibJo21,John Skibinski,1980,25,16,0,,,None
BrowTe00,Ted Brown,1980,23,16,16,,,None
YounRi00,Rickey Young,1980,27,16,16,,,None
MillRo00,Robert Miller,1980,27,16,0,,,None
PascDo00,Doug Paschal,1980,22,16,0,,,None
PaytEd00,Eddie Payton,1980,29,16,0,,,None
CainLy00,Lynn Cain,1980,25,16,16,,,None
AndrWi00,William Andrews,1980,25,16,16,,,PB
MuncCh00,Chuck Muncie,1980,27,15,8,,,None
GalbTo00,Tony Galbreath,1980,26,16,4,,,None
RogeJi00,Jimmy Rogers,1980,25,16,9,,,None
CoopEa00,Earl Cooper,1980,23,16,16,,,None
HofePa00,Paul Hofer,1980,28,6,6,,,None
ElliLe00,Lenvil Elliott,1980,29,15,3,,,None
OwenJa00,James Owens,1980,25,14,6,,,None
FergVa00,Vagas Ferguson,1980,23,16,16,,,None
CalhDo00,Don Calhoun,1980,28,16,16,,,None
ForeCh00,Chuck Foreman,1980,30,16,0,,,None
TatuMo00,Mosi Tatupu,1980,25,16,0,,,None
JohnAn01,Andy Johnson,1980,28,16,0,,,None
PruiMi00,Mike Pruitt,1980,26,16,16,,,PB
WhitCh00,Charles White,1980,22,14,7,,,None
HillCa00,Calvin Hill,1980,33,15,0,,,None
HallDi00,Dino Hall,1980,25,16,0,,,None
ThorSi00,Sidney Thornton,1980,26,12,5,,,None
HarrFr00,Franco Harris,1980,30,13,13,,,PB
DaviRu00,Russell Davis,1980,24,14,2,,,None
HawtGr00,Greg Hawthorne,1980,24,15,6,,,None
PollFr00,Frank Pollard,1980,23,16,0,,,None
CampEa00,Earl Campbell,1980,25,15,15,,,PB-AP
CarpRo01,Rob Carpenter,1980,25,15,1,,,None
McKnTe00,Ted McKnight,1980,26,16,16,,,None
ReedTo00,Tony Reed,1980,25,15,7,,,None
GantEa00,Earl Gant,1980,23,4,0,,,None
HadnJa00,James Hadnot,1980,23,13,5,,,None
VanEMa00,Mark van Eeghen,1980,28,16,16,,,None
KingKe00,Kenny King,1980,23,15,13,,,PB
WhitAr00,Arthur Whittington,1980,25,15,2,,,None
JensDe00,Derrick Jensen,1980,24,16,1,,,None
MattIr20,Ira Matthews,1980,23,16,0,,,None
DierSc00,Scott Dierking,1980,25,16,13,,,None
GainCl00,Clark Gaines,1980,26,5,5,,,None
LongKe00,Kevin Long,1980,25,15,7,,,None
BennWo00,Woody Bennett,1980,25,14,3,,,None
HarpBr00,Bruce Harper,1980,25,15,1,,,None
WashJo00,Joe Washington,1980,27,16,11,,,None
FranCl00,Cleveland Franklin,1980,25,13,13,,,None
McCaDo00,Don McCauley,1980,31,16,0,,,None
GarrBe20,Ben Garry,1980,24,3,0,,,None
MontWi00,Wilbert Montgomery,1980,26,12,12,,,None
HarrPe00,Perry Harrington,1980,22,14,1,,,None
GiamLo00,Louie Giammona,1980,27,16,4,,,None
DixoZa00,Zachary Dixon,1980,24,6,0,,,None
CampBi00,Billy Campfield,1980,24,15,0,,,None
McCuLa00,Lawrence McCutcheon,1980,30,14,1,,,None
ArmsOt00,Otis Armstrong,1980,30,9,6,,,None
JensJi01,Jim Jensen,1980,27,14,13,,,None
PresDa00,Dave Preston,1980,25,12,10,,,None
LytlRo00,Rob Lytle,1980,26,16,0,,,None
PeacEl00,Elvis Peacock,1980,24,13,9,,,None
BryaCu00,Cullen Bryant,1980,29,16,16,,,None
GumaMi00,Mike Guman,1980,22,16,0,,,None
SimsBi00,Billy Sims,1980,25,16,16,,,PB
BussDe00,Dexter Bussey,1980,28,16,16,,,None
KingHo00,Horace King,1980,27,16,0,,,None
KaneRi00,Rick Kane,1980,26,16,0,,,None
CallKe21,Ken Callicutt,1980,25,13,0,,,None
SmitSh00,Sherman Smith,1980,26,3,2,,,None
MoorJe01,Jeff Moore,1980,24,14,2,,,None
DoorDa00,Dan Doornink,1980,24,15,14,,,None
CappJo00,John Cappelletti,1980,28,10,8,,,None
WillCl01,Clarence Williams,1980,25,13,9,,,None
BaueHa00,Hank Bauer,1980,26,16,0,,,None
WoodDo00,Don Woods,1980,29,12,5,,,None
HarrLa20,LaRue Harrington,1980,23,4,0,,,None
HarmCl00,Clarence Harmon,1980,25,16,14,,,None
HardBu00,Buddy Hardeman,1980,26,15,1,,,None
JackWi01,Wilbur Jackson,1980,29,16,14,,,None
FortIk00,Ike Forte,1980,26,12,0,,,None
DorsTo00,Tony Dorsett,1980,26,15,15,,,None
SpriRo00,Ron Springs,1980,24,15,6,,,None
JoneJa01,James Jones,1980,22,16,0,,,None
NewhRo00,Robert Newhouse,1980,30,16,10,,,None
DaviGa00,Gary Davis,1980,26,15,2,,,None
ThomJe01,Jewerl Thomas,1980,23,16,2,,,None
HillEd00,Eddie Hill,1980,23,7,1,,,None
HarrLe01,Leroy Harris,1980,26,15,15,,,None
IvorHo00,Horace Ivory,1980,26,14,0,,,None
SuheMa00,Matt Suhey,1980,22,16,1,,,None
WilsWa02,Wayne Wilson,1980,23,15,7,,,None
DickCu00,Curtis Dickey,1980,24,15,5,,,None
BleiRo00,Rocky Bleier,1980,34,16,6,,,None
HuckHa00,Harlan Huckleby,1980,23,16,0,,,None
ElliGe00,Gerry Ellis,1980,23,15,13,,,None
BeltHo00,Horace Belton,1980,25,14,4,,,None
JodaJi00,Jim Jodat,1980,26,16,13,,,None
TestDo00,Don Testerman,1980,28,5,0,,,None
JohnPe00,Pete Johnson,1980,26,12,8,,,None
ClaiRi00,Rickey Claitt,1980,23,15,1,,,None
HammBo00,Bobby Hammond,1980,28,15,1,,,None
HarrWi01,Willard Harrell,1980,28,16,0,,,None
BrowTh00,Theotis Brown,1980,23,16,0,,,None
ColeRo00,Ronnie Coleman,1980,29,14,0,,,None
MaybJa00,James Mayberry,1980,23,16,0,,,None
McClWi00,Willie McClendon,1980,23,16,0,,,None
PoolNa00,Nathan Poole,1980,24,16,0,,,None
FranPh00,Phil Francis,1980,23,5,1,,,None
NewsTi00,Timmy Newsome,1980,22,16,1,,,None
RussBo00,Booker Russell,1980,24,15,0,,,None
LaidSc00,Scott Laidlaw,1980,27,7,1,,,None
HolmJa00,Jack Holmes,1980,27,16,7,,,None
DaviJo01,Johnny Davis,1980,24,14,6,,,None
PruiGr00,Greg Pruitt,1980,29,16,9,,,None
MillCl00,Cleo Miller,1980,28,16,0,,,None
StroRa00,Ray Strong,1980,24,16,0,,,None
StraMi00,Mike Strachan,1980,27,3,2,,,None
WalsJi20,Jim Walsh,1980,24,4,0,,,None
PearPr00,Preston Pearson,1980,35,11,0,,,None
TaylBi00,Billy Taylor,1980,24,11,10,,,None
MorgAr00,Arnold Morgado,1980,28,11,0,,,None
HarpRo00,Roland Harper,1980,27,12,12,,,None
ClarAl00,Allan Clark,1980,23,11,0,,,None
RobiTe00,Terry Robiskie,1980,26,8,5,,,None
CulbJi00,Jim Culbreath,1980,28,3,0,,,None
PhilRo00,Rod Phillips,1980,28,16,0,,,None
AndrWi00,William Andrews,1980,25,16,16,,,PB
