key,opp_abbr,wy,time,surface,roof,stadium,weather,lineHit,simpleVl,month,ouHit,simpleOu
DET-199112220buf,BUF,17 | 1991,0,1,1,90,35|74|22,0,5.0,12,1,41.0|u
CIN-199112220cin,NWE,17 | 1991,0,1,1,92,34|97|11,0,2.0,12,1,38.0|u
NWE-199112220cin,CIN,17 | 1991,0,1,1,92,34|97|11,0,-2.0,12,1,38.0|u
DAL-199112220dal,ATL,17 | 1991,0,1,1,114,48|97|8,1,-3.0,12,1,39.0|o
ATL-199112220dal,DAL,17 | 1991,0,1,1,114,48|97|8,1,3.0,12,1,39.0|o
MIA-199112220mia,NYJ,17 | 1991,0,0,1,47,71|64|6,0,-5.5,12,1,44.0|u
NYJ-199112220mia,MIA,17 | 1991,0,0,1,47,71|64|6,0,5.5,12,1,44.0|u
PIT-199112220pit,CLE,17 | 1991,0,1,1,116,32|82|15,1,-3.0,12,1,37.0|u
CLE-199112220pit,PIT,17 | 1991,0,1,1,116,32|82|15,1,3.0,12,1,37.0|u
TAM-199112220tam,CLT,17 | 1991,0,0,1,113,63|72|5,1,-5.5,12,1,35.0|u
CLT-199112220tam,TAM,17 | 1991,0,0,1,113,63|72|5,1,5.5,12,1,35.0|u
CRD-199112220crd,NOR,17 | 1991,1,0,1,108,55|73|5,1,7.0,12,1,35.0|u
NOR-199112220crd,CRD,17 | 1991,1,0,1,108,55|73|5,1,-7.0,12,1,35.0|u
PHI-199112220phi,WAS,17 | 1991,1,1,1,123,37|57|11,0,3.0,12,1,35.0|o
WAS-199112220phi,PHI,17 | 1991,1,1,1,123,37|57|11,0,-3.0,12,1,35.0|o
RAI-199112220rai,KAN,17 | 1991,1,0,1,53,58|61|9,0,-2.5,12,1,35.0|o
KAN-199112220rai,RAI,17 | 1991,1,0,1,53,58|61|9,0,2.5,12,1,35.0|o
SDG-199112220sdg,DEN,17 | 1991,1,0,1,45,57|55|6,0,3.0,12,1,37.0|u
DEN-199112220sdg,SDG,17 | 1991,1,0,1,45,57|55|6,0,-3.0,12,1,37.0|u
SEA-199112220sea,RAM,17 | 1991,2,1,0,99,Dome,1,-6.0,12,1,39.0|u
RAM-199112220sea,SEA,17 | 1991,2,1,0,99,Dome,1,6.0,12,1,39.0|u
SFO-199112230sfo,CHI,17 | 1991,2,0,1,14,48|74|5,1,-5.0,12,1,39.0|o
CHI-199112230sfo,SFO,17 | 1991,2,0,1,14,48|74|5,1,5.0,12,1,39.0|o
KAN-199112280kan,RAI,18 | 1991,0,1,1,7,35|90|8,0,-5.0,12,1,36.0|u
RAI-199112280kan,KAN,18 | 1991,0,1,1,7,35|90|8,0,5.0,12,1,36.0|u
NOR-199112280nor,ATL,18 | 1991,1,1,0,54,Dome,0,-6.0,12,1,39.0|o
ATL-199112280nor,NOR,18 | 1991,1,1,0,54,Dome,0,6.0,12,1,39.0|o
CHI-199112290chi,DAL,18 | 1991,0,0,1,102,34|94|9,0,-3.0,12,1,37.0|u
DAL-199112290chi,CHI,18 | 1991,0,0,1,102,34|94|9,0,3.0,12,1,37.0|u
OTI-199112290oti,NYJ,18 | 1991,1,1,0,40,Dome,0,-9.0,12,1,44.0|u
NYJ-199112290oti,OTI,18 | 1991,1,1,0,40,Dome,0,9.0,12,1,44.0|u
WAS-199201040was,ATL,19 | 1991,0,0,1,93,49|94|25,1,-11.5,1,1,43.0|u
ATL-199201040was,WAS,19 | 1991,0,0,1,93,49|94|25,1,11.5,1,1,43.0|u
DEN-199201040den,OTI,19 | 1991,1,0,1,67,30|63|7,0,-3.5,1,1,37.0|o
OTI-199201040den,DEN,19 | 1991,1,0,1,67,30|63|7,0,3.5,1,1,37.0|o
BUF-199201050buf,KAN,19 | 1991,0,1,1,90,37|91|11,1,-10.5,1,1,41.0|o
KAN-199201050buf,BUF,19 | 1991,0,1,1,90,37|91|11,1,10.5,1,1,41.0|o
DET-199201050det,DAL,19 | 1991,1,1,0,80,Dome,0,0.0,1,1,43.0|o
DAL-199201050det,DET,19 | 1991,1,1,0,80,Dome,0,0.0,1,1,43.0|o
BUF-199201120buf,DEN,20 | 1991,0,1,1,90,33|78|12,0,-12.0,1,1,46.0|u
DEN-199201120buf,BUF,20 | 1991,0,1,1,90,33|78|12,0,12.0,1,1,46.0|u
WAS-199201120was,DET,20 | 1991,1,0,1,93,40|68|8,1,-14.0,1,1,43.0|o
DET-199201120was,WAS,20 | 1991,1,0,1,93,40|68|8,1,14.0,1,1,43.0|o
ATL-199209060atl,NYJ,1 | 1992,0,1,0,32,Dome,0,-3.0,9,1,43.0|u
NYJ-199209060atl,ATL,1 | 1992,0,1,0,32,Dome,0,3.0,9,1,43.0|u
BUF-199209060buf,RAM,1 | 1992,0,1,1,90,73|74|11,1,-11.0,9,1,45.0|o
RAM-199209060buf,BUF,1 | 1992,0,1,1,90,73|74|11,1,11.0,9,1,45.0|o
CHI-199209060chi,DET,1 | 1992,0,0,1,102,74|77|12,0,-3.5,9,1,37.0|o
DET-199209060chi,CHI,1 | 1992,0,0,1,102,74|77|12,0,3.5,9,1,37.0|o
CLT-199209060clt,CLE,1 | 1992,0,1,0,38,Dome,0,6.0,9,1,34.0|u
CLE-199209060clt,CLT,1 | 1992,0,1,0,38,Dome,0,-6.0,9,1,34.0|u
GNB-199209060gnb,MIN,1 | 1992,0,0,1,49,68|88|9,0,5.0,9,1,37.0|o
MIN-199209060gnb,GNB,1 | 1992,0,0,1,49,68|88|9,0,-5.0,9,1,37.0|o
OTI-199209060oti,PIT,1 | 1992,0,1,0,40,Dome,0,-12.5,9,1,45.0|o
PIT-199209060oti,OTI,1 | 1992,0,1,0,40,Dome,0,12.5,9,1,45.0|o
PHI-199209060phi,NOR,1 | 1992,0,1,1,123,68|84|12,0,-3.5,9,1,34.0|u
NOR-199209060phi,PHI,1 | 1992,0,1,1,123,68|84|12,0,3.5,9,1,34.0|u
NYG-199209060nyg,SFO,1 | 1992,1,1,1,33,68|75|12,1,4.0,9,1,37.0|o
SFO-199209060nyg,NYG,1 | 1992,1,1,1,33,68|75|12,1,-4.0,9,1,37.0|o
SDG-199209060sdg,KAN,1 | 1992,1,0,1,45,70|77|10,1,2.5,9,1,35.0|u
KAN-199209060sdg,SDG,1 | 1992,1,0,1,45,70|77|10,1,-2.5,9,1,35.0|u
SEA-199209060sea,CIN,1 | 1992,1,1,0,99,Dome,0,-4.0,9,1,37.0|u
CIN-199209060sea,SEA,1 | 1992,1,1,0,99,Dome,0,4.0,9,1,37.0|u
TAM-199209060tam,CRD,1 | 1992,1,0,1,113,81|75|6,1,-1.0,9,1,37.0|u
CRD-199209060tam,TAM,1 | 1992,1,0,1,113,81|75|6,1,1.0,9,1,37.0|u
DEN-199209060den,RAI,1 | 1992,2,0,1,67,64|34|9,1,-3.0,9,1,36.0|u
RAI-199209060den,DEN,1 | 1992,2,0,1,67,64|34|9,1,3.0,9,1,36.0|u
DAL-199209070dal,WAS,1 | 1992,2,1,1,114,83|67|11,0,2.0,9,1,43.0|u
WAS-199209070dal,DAL,1 | 1992,2,1,1,114,83|67|11,0,-2.0,9,1,43.0|u
CIN-199209130cin,RAI,2 | 1992,0,1,1,92,63|73|5,0,2.5,9,1,37.0|o
RAI-199209130cin,CIN,2 | 1992,0,1,1,92,63|73|5,0,-2.5,9,1,37.0|o
DET-199209130det,MIN,2 | 1992,0,1,0,80,Dome,1,-3.5,9,1,43.0|o
MIN-199209130det,DET,2 | 1992,0,1,0,80,Dome,1,3.5,9,1,43.0|o
KAN-199209130kan,SEA,2 | 1992,0,1,1,7,74|69|20,1,-10.0,9,0,33.0|p
SEA-199209130kan,KAN,2 | 1992,0,1,1,7,74|69|20,1,10.0,9,0,33.0|p
NOR-199209130nor,CHI,2 | 1992,0,1,0,54,Dome,1,-4.0,9,0,34.0|p
CHI-199209130nor,NOR,2 | 1992,0,1,0,54,Dome,1,4.0,9,0,34.0|p
NYG-199209130nyg,DAL,2 | 1992,0,1,1,33,64|59|9,1,3.0,9,1,38.0|o
DAL-199209130nyg,NYG,2 | 1992,0,1,1,33,64|59|9,1,-3.0,9,1,38.0|o
TAM-199209130tam,GNB,2 | 1992,0,0,1,113,80|78|10,1,-2.5,9,1,37.0|u
GNB-199209130tam,TAM,2 | 1992,0,0,1,113,80|78|10,1,2.5,9,1,37.0|u
WAS-199209130was,ATL,2 | 1992,0,0,1,93,64|67|6,0,-10.0,9,1,45.0|u
ATL-199209130was,WAS,2 | 1992,0,0,1,93,64|67|6,0,10.0,9,1,45.0|u
CLT-199209130clt,OTI,2 | 1992,1,1,0,38,Dome,0,-9.0,9,1,39.0|u
OTI-199209130clt,CLT,2 | 1992,1,1,0,38,Dome,0,9.0,9,1,39.0|u
DEN-199209130den,SDG,2 | 1992,1,0,1,67,74|28|11,1,-6.5,9,0,34.0|p
SDG-199209130den,DEN,2 | 1992,1,0,1,67,74|28|11,1,6.5,9,0,34.0|p
PIT-199209130pit,NYJ,2 | 1992,1,1,1,116,60|67|7,0,2.5,9,1,38.0|u
NYJ-199209130pit,PIT,2 | 1992,1,1,1,116,60|67|7,0,-2.5,9,1,38.0|u
RAM-199209130ram,NWE,2 | 1992,1,0,1,6,68|80|10,1,-4.0,9,1,37.0|u
NWE-199209130ram,RAM,2 | 1992,1,0,1,6,68|80|10,1,4.0,9,1,37.0|u
SFO-199209130sfo,BUF,2 | 1992,1,0,1,14,65|60|13,0,-3.5,9,1,44.0|o
BUF-199209130sfo,SFO,2 | 1992,1,0,1,14,65|60|13,0,3.5,9,1,44.0|o
CRD-199209130crd,PHI,2 | 1992,2,0,1,108,92|30|7,1,7.0,9,1,35.0|o
PHI-199209130crd,CRD,2 | 1992,2,0,1,108,92|30|7,1,-7.0,9,1,35.0|o
CLE-199209140cle,MIA,2 | 1992,2,0,1,19,66|71|9,1,2.5,9,1,38.0|o
MIA-199209140cle,CLE,2 | 1992,2,0,1,19,66|71|9,1,-2.5,9,1,38.0|o
ATL-199209200atl,NOR,3 | 1992,0,1,0,32,Dome,0,-1.0,9,1,37.0|u
NOR-199209200atl,ATL,3 | 1992,0,1,0,32,Dome,0,1.0,9,1,37.0|u
GNB-199209200gnb,CIN,3 | 1992,0,0,1,49,56|68|11,0,0.0,9,1,37.0|o
CIN-199209200gnb,GNB,3 | 1992,0,0,1,49,56|68|11,0,0.0,9,1,37.0|o
MIN-199209200min,TAM,3 | 1992,0,1,0,41,Dome,0,-7.0,9,1,39.0|o
TAM-199209200min,MIN,3 | 1992,0,1,0,41,Dome,0,7.0,9,1,39.0|o
NWE-199209200nwe,SEA,3 | 1992,0,0,1,30,59|63|10,0,-3.0,9,1,33.0|u
SEA-199209200nwe,NWE,3 | 1992,0,0,1,30,59|63|10,0,3.0,9,1,33.0|u
NYJ-199209200nyj,SFO,3 | 1992,0,1,1,33,66|48|10,1,4.0,9,1,41.0|o
SFO-199209200nyj,NYJ,3 | 1992,0,1,1,33,66|48|10,1,-4.0,9,1,41.0|o
OTI-199209200oti,KAN,3 | 1992,0,1,0,40,Dome,0,-5.5,9,1,39.0|o
KAN-199209200oti,OTI,3 | 1992,0,1,0,40,Dome,0,5.5,9,1,39.0|o
PHI-199209200phi,DEN,3 | 1992,0,1,1,123,67|50|9,1,-6.5,9,1,35.0|u
DEN-199209200phi,PHI,3 | 1992,0,1,1,123,67|50|9,1,6.5,9,1,35.0|u
DAL-199209200dal,CRD,3 | 1992,1,1,1,114,84|63|13,0,-13.5,9,1,40.0|o
CRD-199209200dal,DAL,3 | 1992,1,1,1,114,84|63|13,0,13.5,9,1,40.0|o
MIA-199209200mia,RAM,3 | 1992,1,0,1,47,82|78|6,1,-8.5,9,1,38.0|u
RAM-199209200mia,MIA,3 | 1992,1,0,1,47,82|78|6,1,8.5,9,1,38.0|u
RAI-199209200rai,CLE,3 | 1992,1,0,1,53,68|84|9,0,-8.5,9,1,33.0|o
CLE-199209200rai,RAI,3 | 1992,1,0,1,53,68|84|9,0,8.5,9,1,33.0|o
SDG-199209200sdg,PIT,3 | 1992,1,0,1,45,70|80|8,0,-3.0,9,1,35.0|u
PIT-199209200sdg,SDG,3 | 1992,1,0,1,45,70|80|8,0,3.0,9,1,35.0|u
WAS-199209200was,DET,3 | 1992,1,0,1,93,68|61|9,0,-9.0,9,1,45.0|u
DET-199209200was,WAS,3 | 1992,1,0,1,93,68|61|9,0,9.0,9,1,45.0|u
BUF-199209200buf,CLT,3 | 1992,2,1,1,90,56|64|6,1,-17.0,9,1,41.0|u
CLT-199209200buf,BUF,3 | 1992,2,1,1,90,56|64|6,1,17.0,9,1,41.0|u
CHI-199209210chi,NYG,3 | 1992,2,0,1,102,63|96|10,0,-5.0,9,1,37.0|o
NYG-199209210chi,CHI,3 | 1992,2,0,1,102,63|96|10,0,5.0,9,1,37.0|o
CHI-199209270chi,ATL,4 | 1992,0,0,1,102,60|71|14,1,-4.5,9,1,39.0|o
ATL-199209270chi,CHI,4 | 1992,0,0,1,102,60|71|14,1,4.5,9,1,39.0|o
CIN-199209270cin,MIN,4 | 1992,0,1,1,92,63|79|12,0,-2.0,9,1,41.0|o
MIN-199209270cin,CIN,4 | 1992,0,1,1,92,63|79|12,0,2.0,9,1,41.0|o
CLE-199209270cle,DEN,4 | 1992,0,0,1,19,66|74|14,1,4.5,9,1,34.0|u
DEN-199209270cle,CLE,4 | 1992,0,0,1,19,66|74|14,1,-4.5,9,1,34.0|u
DET-199209270det,TAM,4 | 1992,0,1,0,80,Dome,0,-10.5,9,1,41.0|o
TAM-199209270det,DET,4 | 1992,0,1,0,80,Dome,0,10.5,9,1,41.0|o
NWE-199209270nwe,BUF,4 | 1992,0,0,1,30,66|87|12,1,14.0,9,1,38.0|o
BUF-199209270nwe,NWE,4 | 1992,0,0,1,30,66|87|12,1,-14.0,9,1,38.0|o
OTI-199209270oti,SDG,4 | 1992,0,1,0,40,Dome,1,-11.0,9,1,41.0|u
SDG-199209270oti,OTI,4 | 1992,0,1,0,40,Dome,1,11.0,9,1,41.0|u
GNB-199209270gnb,PIT,4 | 1992,1,0,1,49,57|75|12,0,3.5,9,1,37.0|u
PIT-199209270gnb,GNB,4 | 1992,1,0,1,49,57|75|12,0,-3.5,9,1,37.0|u
RAM-199209270ram,NYJ,4 | 1992,1,0,1,6,69|83|9,0,0.0,9,1,38.0|u
NYJ-199209270ram,RAM,4 | 1992,1,0,1,6,69|83|9,0,0.0,9,1,38.0|u
SEA-199209270sea,MIA,4 | 1992,1,1,0,99,Dome,0,6.0,9,1,35.0|o
MIA-199209270sea,SEA,4 | 1992,1,1,0,99,Dome,0,-6.0,9,1,35.0|o
NOR-199209270nor,SFO,4 | 1992,2,1,0,54,Dome,1,3.0,9,1,37.0|u
SFO-199209270nor,NOR,4 | 1992,2,1,0,54,Dome,1,-3.0,9,1,37.0|u
KAN-199209280kan,RAI,4 | 1992,2,1,1,7,58|60|13,1,-6.0,9,1,37.0|u
RAI-199209280kan,KAN,4 | 1992,2,1,1,7,58|60|13,1,6.0,9,1,37.0|u
ATL-199210040atl,GNB,5 | 1992,0,1,0,32,Dome,1,-7.5,10,1,42.0|u
GNB-199210040atl,ATL,5 | 1992,0,1,0,32,Dome,1,7.5,10,1,42.0|u
BUF-199210040buf,MIA,5 | 1992,0,1,1,90,53|58|9,0,-10.5,10,1,50.0|u
MIA-199210040buf,BUF,5 | 1992,0,1,1,90,53|58|9,0,10.5,10,1,50.0|u
DET-199210040det,NOR,5 | 1992,0,1,0,80,Dome,0,0.0,10,1,36.0|u
NOR-199210040det,DET,5 | 1992,0,1,0,80,Dome,0,0.0,10,1,36.0|u
MIN-199210040min,CHI,5 | 1992,0,1,0,41,Dome,0,-4.0,10,1,43.0|u
CHI-199210040min,MIN,5 | 1992,0,1,0,41,Dome,0,4.0,10,1,43.0|u
TAM-199210040tam,CLT,5 | 1992,0,0,1,113,81|81|14,0,-10.0,10,1,35.0|o
CLT-199210040tam,TAM,5 | 1992,0,0,1,113,81|81|14,0,10.0,10,1,35.0|o
CRD-199210040crd,WAS,5 | 1992,1,0,1,108,82|22|7,0,10.0,10,1,39.0|o
WAS-199210040crd,CRD,5 | 1992,1,0,1,108,82|22|7,0,-10.0,10,1,39.0|o
DEN-199210040den,KAN,5 | 1992,1,0,1,67,64|24|12,0,-1.0,10,1,33.0|o
KAN-199210040den,DEN,5 | 1992,1,0,1,67,64|24|12,0,1.0,10,1,33.0|o
RAI-199210040rai,NYG,5 | 1992,1,0,1,53,66|72|8,0,0.0,10,1,38.0|u
NYG-199210040rai,RAI,5 | 1992,1,0,1,53,66|72|8,0,0.0,10,1,38.0|u
SDG-199210040sdg,SEA,5 | 1992,1,0,1,45,68|73|7,1,-3.5,10,1,32.0|u
SEA-199210040sdg,SDG,5 | 1992,1,0,1,45,68|73|7,1,3.5,10,1,32.0|u
SFO-199210040sfo,RAM,5 | 1992,1,0,1,14,64|66|12,0,-15.0,10,1,42.0|o
RAM-199210040sfo,SFO,5 | 1992,1,0,1,14,64|66|12,0,15.0,10,1,42.0|o
NYJ-199210040nyj,NWE,5 | 1992,2,1,1,33,65|61|13,0,-10.0,10,1,35.0|o
NWE-199210040nyj,NYJ,5 | 1992,2,1,1,33,65|61|13,0,10.0,10,1,35.0|o
PHI-199210050phi,DAL,5 | 1992,2,1,1,123,56|48|16,1,-3.5,10,1,39.0|u
DAL-199210050phi,PHI,5 | 1992,2,1,1,123,56|48|16,1,3.5,10,1,39.0|u
CLE-199210110cle,PIT,6 | 1992,0,0,1,19,51|92|10,0,3.0,10,1,33.0|u
PIT-199210110cle,CLE,6 | 1992,0,0,1,19,51|92|10,0,-3.0,10,1,33.0|u
DAL-199210110dal,SEA,6 | 1992,0,1,1,114,66|48|4,1,-18.0,10,1,37.0|u
SEA-199210110dal,DAL,6 | 1992,0,1,1,114,66|48|4,1,18.0,10,1,37.0|u
KAN-199210110kan,PHI,6 | 1992,0,1,1,7,50|57|10,0,2.0,10,1,34.0|o
PHI-199210110kan,KAN,6 | 1992,0,1,1,7,50|57|10,0,-2.0,10,1,34.0|o
MIA-199210110mia,ATL,6 | 1992,0,0,1,47,83|74|9,0,-8.0,10,1,44.0|u
ATL-199210110mia,MIA,6 | 1992,0,0,1,47,83|74|9,0,8.0,10,1,44.0|u
NWE-199210110nwe,SFO,6 | 1992,0,0,1,30,59|95|7,0,17.5,10,1,39.0|u
SFO-199210110nwe,NWE,6 | 1992,0,0,1,30,59|95|7,0,-17.5,10,1,39.0|u
NYG-199210110nyg,CRD,6 | 1992,0,1,1,33,63|77|6,1,-8.0,10,1,38.0|o
CRD-199210110nyg,NYG,6 | 1992,0,1,1,33,63|77|6,1,8.0,10,1,38.0|o
CIN-199210110cin,OTI,6 | 1992,1,1,1,92,50|81|10,1,7.0,10,1,43.0|o
OTI-199210110cin,CIN,6 | 1992,1,1,1,92,50|81|10,1,-7.0,10,1,43.0|o
CLT-199210110clt,NYJ,6 | 1992,1,1,0,38,Dome,0,2.0,10,1,37.0|u
NYJ-199210110clt,CLT,6 | 1992,1,1,0,38,Dome,0,-2.0,10,1,37.0|u
RAI-199210110rai,BUF,6 | 1992,1,0,1,53,65|88|10,0,9.5,10,1,42.0|u
BUF-199210110rai,RAI,6 | 1992,1,0,1,53,65|88|10,0,-9.5,10,1,42.0|u
NOR-199210110nor,RAM,6 | 1992,2,1,0,54,Dome,0,-9.0,10,1,34.0|u
RAM-199210110nor,NOR,6 | 1992,2,1,0,54,Dome,0,9.0,10,1,34.0|u
WAS-199210120was,DEN,6 | 1992,2,0,1,93,57|63|11,1,-8.0,10,1,38.0|u
DEN-199210120was,WAS,6 | 1992,2,0,1,93,57|63|11,1,8.0,10,1,38.0|u
MIN-199210150min,DET,7 | 1992,2,1,0,41,Dome,1,-5.5,10,1,43.0|o
DET-199210150min,MIN,7 | 1992,2,1,0,41,Dome,1,5.5,10,1,43.0|o
CHI-199210180chi,TAM,7 | 1992,0,0,1,102,41|54|13,1,-5.5,10,1,40.0|o
TAM-199210180chi,CHI,7 | 1992,0,0,1,102,41|54|13,1,5.5,10,1,40.0|o
CLE-199210180cle,GNB,7 | 1992,0,0,1,19,38|84|11,1,-3.0,10,1,33.0|u
GNB-199210180cle,CLE,7 | 1992,0,0,1,19,38|84|11,1,3.0,10,1,33.0|u
CLT-199210180clt,SDG,7 | 1992,0,1,0,38,Dome,0,-2.0,10,1,32.0|o
SDG-199210180clt,CLT,7 | 1992,0,1,0,38,Dome,0,2.0,10,1,32.0|o
DAL-199210180dal,KAN,7 | 1992,0,1,1,114,60|71|5,1,-4.0,10,1,38.0|u
KAN-199210180dal,DAL,7 | 1992,0,1,1,114,60|71|5,1,4.0,10,1,38.0|u
WAS-199210180was,PHI,7 | 1992,0,0,1,93,48|55|9,1,-2.0,10,1,38.0|u
PHI-199210180was,WAS,7 | 1992,0,0,1,93,48|55|9,1,2.0,10,1,38.0|u
CRD-199210180crd,NOR,7 | 1992,1,0,1,108,79|20|6,1,7.0,10,1,35.0|o
NOR-199210180crd,CRD,7 | 1992,1,0,1,108,79|20|6,1,-7.0,10,1,35.0|o
DEN-199210180den,OTI,7 | 1992,1,0,1,67,47|37|8,0,3.0,10,1,39.0|o
OTI-199210180den,DEN,7 | 1992,1,0,1,67,47|37|8,0,-3.0,10,1,39.0|o
MIA-199210180mia,NWE,7 | 1992,1,0,1,47,80|76|7,1,-15.0,10,1,39.0|o
NWE-199210180mia,MIA,7 | 1992,1,0,1,47,80|76|7,1,15.0,10,1,39.0|o
RAM-199210180ram,NYG,7 | 1992,1,0,1,6,66|80|9,0,1.5,10,1,37.0|o
NYG-199210180ram,RAM,7 | 1992,1,0,1,6,66|80|9,0,-1.5,10,1,37.0|o
SEA-199210180sea,RAI,7 | 1992,1,1,0,99,Dome,1,7.0,10,1,32.0|u
RAI-199210180sea,SEA,7 | 1992,1,1,0,99,Dome,1,-7.0,10,1,32.0|u
SFO-199210180sfo,ATL,7 | 1992,1,0,1,14,61|81|12,1,-10.0,10,1,45.0|o
ATL-199210180sfo,SFO,7 | 1992,1,0,1,14,61|81|12,1,10.0,10,1,45.0|o
PIT-199210190pit,CIN,7 | 1992,2,1,1,116,36|76|16,1,-7.5,10,1,38.0|u
CIN-199210190pit,PIT,7 | 1992,2,1,1,116,36|76|16,1,7.5,10,1,38.0|u
GNB-199210250gnb,CHI,8 | 1992,0,0,1,49,48|86|8,1,3.5,10,1,37.0|o
CHI-199210250gnb,GNB,8 | 1992,0,0,1,49,48|86|8,1,-3.5,10,1,37.0|o
MIN-199210250min,WAS,8 | 1992,0,1,0,41,Dome,0,2.5,10,1,42.0|u
WAS-199210250min,MIN,8 | 1992,0,1,0,41,Dome,0,-2.5,10,1,42.0|u
NYG-199210250nyg,SEA,8 | 1992,0,1,1,33,51|68|20,0,-14.5,10,1,32.0|o
SEA-199210250nyg,NYG,8 | 1992,0,1,1,33,51|68|20,0,14.5,10,1,32.0|o
OTI-199210250oti,CIN,8 | 1992,0,1,0,40,Dome,0,-17.0,10,1,44.0|u
CIN-199210250oti,OTI,8 | 1992,0,1,0,40,Dome,0,17.0,10,1,44.0|u
PHI-199210250phi,CRD,8 | 1992,0,1,1,123,51|54|13,0,-15.0,10,1,38.0|u
CRD-199210250phi,PHI,8 | 1992,0,1,1,123,51|54|13,0,15.0,10,1,38.0|u
TAM-199210250tam,DET,8 | 1992,0,0,1,113,66|78|8,0,-2.5,10,1,40.0|o
DET-199210250tam,TAM,8 | 1992,0,0,1,113,66|78|8,0,2.5,10,1,40.0|o
MIA-199210250mia,CLT,8 | 1992,1,0,1,47,76|71|9,0,-13.5,10,1,39.0|o
CLT-199210250mia,MIA,8 | 1992,1,0,1,47,76|71|9,0,13.5,10,1,39.0|o
NWE-199210250nwe,CLE,8 | 1992,1,0,1,30,48|82|17,0,4.5,10,1,30.0|o
CLE-199210250nwe,NWE,8 | 1992,1,0,1,30,48|82|17,0,-4.5,10,1,30.0|o
RAI-199210250rai,DAL,8 | 1992,1,0,1,53,67|80|9,1,3.0,10,1,36.0|o
DAL-199210250rai,RAI,8 | 1992,1,0,1,53,67|80|9,1,-3.0,10,1,36.0|o
SDG-199210250sdg,DEN,8 | 1992,1,0,1,45,67|76|8,1,-1.5,10,1,33.0|o
DEN-199210250sdg,SDG,8 | 1992,1,0,1,45,67|76|8,1,1.5,10,1,33.0|o
KAN-199210250kan,PIT,8 | 1992,2,1,1,7,61|58|9,0,-8.5,10,1,36.0|u
PIT-199210250kan,KAN,8 | 1992,2,1,1,7,61|58|9,0,8.5,10,1,36.0|u
NYJ-199210260nyj,BUF,8 | 1992,2,1,1,33,46|49|19,0,8.5,10,1,43.0|o
BUF-199210260nyj,NYJ,8 | 1992,2,1,1,33,46|49|19,0,-8.5,10,1,43.0|o
ATL-199211010atl,RAM,9 | 1992,0,1,0,32,Dome,0,-5.0,11,1,42.0|o
RAM-199211010atl,ATL,9 | 1992,0,1,0,32,Dome,0,5.0,11,1,42.0|o
BUF-199211010buf,NWE,9 | 1992,0,1,1,90,37|64|11,0,-19.0,11,1,40.0|u
NWE-199211010buf,BUF,9 | 1992,0,1,1,90,37|64|11,0,19.0,11,1,40.0|u
DET-199211010det,GNB,9 | 1992,0,1,0,80,Dome,0,-10.0,11,1,39.0|o
GNB-199211010det,DET,9 | 1992,0,1,0,80,Dome,0,10.0,11,1,39.0|o
NOR-199211010nor,TAM,9 | 1992,0,1,0,54,Dome,0,-11.5,11,1,36.0|o
TAM-199211010nor,NOR,9 | 1992,0,1,0,54,Dome,0,11.5,11,1,36.0|o
NYJ-199211010nyj,MIA,9 | 1992,0,1,1,33,46|60|13,0,6.5,11,1,39.0|o
MIA-199211010nyj,NYJ,9 | 1992,0,1,1,33,46|60|13,0,-6.5,11,1,39.0|o
PIT-199211010pit,OTI,9 | 1992,0,1,1,116,42|86|12,0,3.0,11,1,39.0|o
OTI-199211010pit,PIT,9 | 1992,0,1,1,116,42|86|12,0,-3.0,11,1,39.0|o
CIN-199211010cin,CLE,9 | 1992,1,1,1,92,52|85|12,0,2.0,11,1,35.0|o
CLE-199211010cin,CIN,9 | 1992,1,1,1,92,52|85|12,0,-2.0,11,1,35.0|o
CRD-199211010crd,SFO,9 | 1992,1,0,1,108,68|29|8,0,13.0,11,1,44.0|u
SFO-199211010crd,CRD,9 | 1992,1,0,1,108,68|29|8,0,-13.0,11,1,44.0|u
DAL-199211010dal,PHI,9 | 1992,1,1,1,114,68|71|22,1,-4.0,11,1,36.0|u
PHI-199211010dal,DAL,9 | 1992,1,1,1,114,68|71|22,1,4.0,11,1,36.0|u
SDG-199211010sdg,CLT,9 | 1992,1,0,1,45,66|65|9,1,-6.0,11,1,38.0|u
CLT-199211010sdg,SDG,9 | 1992,1,0,1,45,66|65|9,1,6.0,11,1,38.0|u
WAS-199211010was,NYG,9 | 1992,2,0,1,93,46|97|10,0,-10.5,11,1,38.0|u
NYG-199211010was,WAS,9 | 1992,2,0,1,93,46|97|10,0,10.5,11,1,38.0|u
CHI-199211020chi,MIN,9 | 1992,2,0,1,102,50|90|19,0,-3.5,11,1,40.0|o
MIN-199211020chi,CHI,9 | 1992,2,0,1,102,50|90|19,0,3.5,11,1,40.0|o
CLT-199211080clt,MIA,10 | 1992,0,1,0,38,Dome,1,6.5,11,1,38.0|u
MIA-199211080clt,CLT,10 | 1992,0,1,0,38,Dome,1,-6.5,11,1,38.0|u
DET-199211080det,DAL,10 | 1992,0,1,0,80,Dome,1,6.5,11,1,41.0|u
DAL-199211080det,DET,10 | 1992,0,1,0,80,Dome,1,-6.5,11,1,41.0|u
NWE-199211080nwe,NOR,10 | 1992,0,0,1,30,34|52|15,1,8.0,11,1,32.0|o
NOR-199211080nwe,NWE,10 | 1992,0,0,1,30,34|52|15,1,-8.0,11,1,32.0|o
